ID_ESTADO,ID_DISTRITO,NUMERO_AREA_RESPONSABILIDAD,NUMERO_ZONA_RESPONSABILIDAD,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,LISTA_NOMINAL_CASILLA
1,1,6,1,345,1,B,0,687
1,1,13,3,355,1,B,0,693
1,1,14,3,362,2,C,0,698
1,1,15,3,358,1,B,0,645
1,1,17,3,363,1,B,0,610
1,1,32,6,479,1,C,0,732
1,1,35,6,483,1,C,0,426
1,1,36,6,486,2,C,0,679
1,1,38,7,395,2,C,0,520
1,1,39,7,394,5,C,0,737
1,1,41,7,397,1,C,0,717
1,1,42,7,397,7,C,0,717
1,1,50,9,411,5,C,0,659
1,1,52,8,401,3,C,0,613
1,1,54,9,409,1,C,0,460
1,1,55,8,398,1,B,0,599
1,1,57,7,414,1,C,0,579
1,1,59,10,415,5,C,0,649
1,1,65,10,420,1,C,0,532
1,1,66,11,430,1,C,0,622
1,1,70,13,436,3,C,0,717
1,1,71,13,441,1,B,0,490
1,1,74,13,449,1,B,0,678
1,1,74,13,449,2,C,0,678
1,1,76,13,440,5,C,0,729
1,1,77,13,439,1,C,0,575
1,1,79,12,445,2,C,0,616
1,1,80,14,470,1,B,0,653
1,1,80,14,471,1,C,0,525
1,1,87,14,473,2,C,0,696
1,2,1,1,80,2,C,0,724
1,2,3,1,602,1,B,0,704
1,2,8,2,109,1,B,0,576
1,2,11,2,74,1,B,0,557
1,2,13,6,75,1,B,0,622
1,2,17,3,90,3,C,0,726
1,2,22,6,120,1,B,0,747
1,2,24,4,86,6,C,0,734
1,2,31,4,492,1,C,0,451
1,2,32,4,97,1,C,0,464
1,2,33,4,499,1,B,0,453
1,2,34,4,502,1,B,0,397
1,2,34,4,503,1,B,0,606
1,2,40,4,118,2,C,0,678
1,2,45,7,117,1,B,0,527
1,2,45,7,128,1,C,0,436
1,2,45,7,129,1,B,0,473
1,2,46,8,550,1,B,0,655
1,2,47,8,555,2,C,0,652
1,2,58,9,587,1,B,0,447
1,2,59,9,589,1,C,0,698
1,2,64,7,133,1,B,0,560
1,2,67,12,155,2,C,0,705
1,2,82,11,165,1,C,0,687
1,2,86,12,524,1,B,0,462
1,2,88,12,534,1,B,0,443
1,2,92,15,315,2,C,0,685
1,2,99,15,323,1,E,1,599
1,2,101,14,325,3,C,0,739
1,2,104,14,325,1,E,7,679
1,3,3,1,44,4,C,0,714
1,3,6,1,48,1,B,0,600
1,3,9,2,8,1,B,0,562
1,3,12,2,11,1,B,0,622
1,3,12,2,11,1,C,0,622
1,3,13,2,16,1,B,0,417
1,3,17,3,19,1,C,0,507
1,3,18,3,32,1,C,0,567
1,3,19,3,25,1,C,0,442
1,3,19,3,27,1,B,0,524
1,3,23,3,271,1,C,0,427
1,3,24,6,274,1,B,0,750
1,3,26,6,288,1,C,0,389
1,3,27,6,197,1,C,0,394
1,3,28,4,184,1,C,0,413
1,3,34,4,210,1,C,0,616
1,3,39,6,214,1,B,0,502
1,3,43,7,298,1,B,0,578
1,3,47,8,231,1,B,0,674
1,3,50,7,301,3,C,0,725
1,3,51,7,302,1,C,0,523
1,3,51,7,303,1,B,0,654
1,3,52,7,311,1,C,0,534
1,3,57,5,240,1,B,0,680
1,3,59,8,248,1,C,0,396
1,3,62,5,265,1,B,0,406
1,3,62,5,270,2,C,0,725
1,3,64,9,320,2,C,0,738
1,3,69,9,326,3,C,0,677
1,3,71,10,336,1,C,0,573
2,1,2,1,365,1,B,0,518
2,1,5,1,341,1,C,0,648
2,1,7,1,459,1,C,0,746
2,1,7,1,459,1,S,0,0
2,1,8,2,496,1,C,0,646
2,1,12,2,690,1,B,0,707
2,1,12,2,690,2,C,0,707
2,1,13,2,569,1,B,0,508
2,1,14,1,466,1,C,0,585
2,1,16,3,463,1,C,0,690
2,1,18,3,510,1,B,0,383
2,1,18,3,511,1,B,0,401
2,1,20,2,516,3,C,0,667
2,1,22,3,688,1,B,0,601
2,1,23,3,482,1,C,0,537
2,1,24,3,484,1,C,0,464
2,1,24,3,493,1,B,0,696
2,1,25,4,480,3,C,0,738
2,1,28,4,498,1,B,0,665
2,1,29,4,488,3,C,0,729
2,1,30,4,488,6,C,0,729
2,1,30,4,488,9,C,0,729
2,1,31,4,500,1,C,0,403
2,1,32,5,501,3,C,0,734
2,1,32,5,501,5,C,0,734
2,1,34,5,502,1,C,0,728
2,1,34,5,502,2,C,0,728
2,1,36,5,1949,1,B,0,616
2,1,37,5,1951,1,B,0,572
2,1,38,5,1819,1,B,0,556
2,1,38,5,1826,1,B,0,454
2,1,39,6,1821,1,B,0,385
2,1,40,6,1836,1,B,0,492
2,1,41,6,596,1,C,0,593
2,1,42,6,595,3,C,0,680
2,1,42,6,595,5,C,0,680
2,1,43,6,594,1,B,0,721
2,1,43,6,594,1,C,0,721
2,1,44,6,1807,2,C,0,551
2,1,48,7,598,1,C,0,453
2,1,48,7,615,2,C,0,539
2,1,52,7,622,2,C,0,532
2,1,52,7,623,1,C,0,625
2,1,53,8,630,1,C,0,417
2,1,54,7,629,1,C,0,471
2,1,55,8,633,2,C,0,605
2,1,56,8,653,1,C,0,523
2,1,57,8,655,1,B,0,546
2,1,61,11,611,1,B,0,492
2,1,65,12,589,1,B,0,502
2,1,66,11,582,1,C,0,497
2,1,70,11,603,1,B,0,573
2,1,71,10,627,2,C,0,609
2,1,73,10,641,1,C,0,481
2,1,74,10,643,1,B,0,585
2,1,74,10,643,2,C,0,585
2,1,74,10,644,1,B,0,399
2,1,76,9,645,4,C,0,660
2,1,81,9,666,1,B,0,569
2,1,84,13,680,2,C,0,617
2,2,1,1,231,1,B,0,380
2,2,2,1,228,1,B,0,459
2,2,2,1,238,1,B,0,490
2,2,3,1,237,1,B,0,746
2,2,3,1,250,1,B,0,428
2,2,4,1,247,1,B,0,477
2,2,6,1,287,1,B,0,436
2,2,6,1,287,1,C,0,436
2,2,8,1,303,1,C,0,432
2,2,8,1,310,1,B,0,437
2,2,9,2,325,1,C,0,391
2,2,10,2,313,1,C,0,526
2,2,10,2,324,1,C,0,538
2,2,11,2,220,1,B,0,322
2,2,13,2,295,1,B,0,687
2,2,13,2,298,1,B,0,392
2,2,14,2,293,1,C,0,668
2,2,14,2,294,1,B,0,471
2,2,16,2,224,1,B,0,707
2,2,19,3,269,1,B,0,380
2,2,19,3,270,1,B,0,450
2,2,20,3,274,1,C,0,387
2,2,20,3,290,1,C,0,443
2,2,21,3,292,1,C,0,646
2,2,22,3,318,1,C,0,386
2,2,22,3,450,1,C,0,578
2,2,23,3,431,1,B,0,408
2,2,23,3,431,1,C,0,407
2,2,25,4,411,1,B,0,548
2,2,25,4,412,1,B,0,416
2,2,26,4,401,1,B,0,478
2,2,26,4,401,1,C,0,477
2,2,30,4,416,1,C,0,431
2,2,30,4,417,1,C,0,575
2,2,32,4,418,1,B,0,718
2,2,32,4,418,1,C,0,718
2,2,33,5,430,1,C,0,441
2,2,34,5,684,1,B,0,646
2,2,35,5,434,1,C,0,561
2,2,35,5,435,1,C,0,670
2,2,36,5,440,1,C,0,513
2,2,37,5,442,1,B,0,746
2,2,42,6,372,1,C,0,453
2,2,44,6,395,1,B,0,615
2,2,47,6,381,1,B,0,497
2,2,49,7,398,2,C,0,720
2,2,51,7,444,1,C,0,699
2,2,51,7,444,3,C,0,699
2,2,51,7,444,6,C,0,699
2,2,52,7,444,7,C,0,699
2,2,54,7,469,5,C,0,731
2,2,59,8,573,1,C,0,525
2,2,60,8,550,1,B,0,724
2,2,62,9,563,1,B,0,563
2,2,64,9,586,1,C,0,432
2,2,65,9,577,1,C,0,686
2,2,67,10,558,1,C,0,577
2,2,67,10,562,1,B,0,513
2,2,67,10,562,1,C,0,513
2,2,69,10,556,1,B,0,462
2,3,1,1,1,1,B,0,601
2,3,2,1,3,1,C,0,575
2,3,4,1,5,1,B,0,493
2,3,8,2,48,1,B,0,545
2,3,10,2,20,1,B,0,504
2,3,10,2,21,1,B,0,401
2,3,12,2,54,1,C,0,455
2,3,13,3,207,1,C,0,411
2,3,16,3,15,1,B,0,616
2,3,16,3,15,2,C,0,615
2,3,17,3,32,2,C,0,558
2,3,18,3,33,1,B,0,506
2,3,18,3,33,1,C,0,506
2,3,18,3,35,1,B,0,598
2,3,21,4,59,1,B,0,723
2,3,23,4,64,1,B,0,722
2,3,26,5,74,1,C,0,450
2,3,28,5,90,1,C,0,568
2,3,29,5,89,1,C,0,462
2,3,30,5,105,1,B,0,550
2,3,30,5,106,1,C,0,614
2,3,33,6,115,1,C,0,654
2,3,35,6,119,1,B,0,599
2,3,36,6,118,1,B,0,658
2,3,36,6,118,1,C,0,657
2,3,39,7,1848,1,C,0,434
2,3,39,7,1854,1,B,0,392
2,3,40,7,1857,1,B,0,501
2,3,41,7,1856,1,B,0,465
2,3,44,8,1864,1,B,0,428
2,3,45,8,124,2,C,0,541
2,3,45,8,1861,1,B,0,408
2,3,46,8,126,3,C,0,732
2,3,48,8,126,3,E,0,723
2,3,49,9,125,1,B,0,532
2,3,49,9,125,1,C,0,532
2,3,49,9,126,1,E,0,723
2,3,58,10,145,1,B,0,520
2,3,59,10,146,1,B,0,540
2,3,60,11,166,1,C,0,543
2,3,60,11,166,1,E,0,481
2,3,67,12,176,2,C,0,617
2,3,67,12,176,4,C,0,617
2,3,68,12,183,1,C,0,492
2,3,70,12,165,1,B,0,350
2,3,71,13,185,2,C,0,640
2,3,77,13,187,1,C,0,644
2,3,77,13,187,3,C,0,643
2,3,78,14,154,2,C,0,519
2,3,79,14,153,1,C,0,718
2,3,82,14,189,2,E,2,687
2,3,84,14,191,1,B,0,404
2,3,85,15,192,1,E,2,554
2,3,87,15,192,5,C,0,654
2,3,88,15,158,1,C,0,661
2,3,89,15,159,1,C,0,423
2,3,90,15,162,1,B,0,623
2,3,91,15,195,1,B,0,671
2,3,95,16,196,1,C,0,499
2,3,98,16,201,1,B,0,113
2,4,2,1,1049,9,C,0,721
2,4,3,1,1050,1,C,0,722
2,4,3,1,1050,5,C,0,721
2,4,9,2,1124,1,C,0,662
2,4,11,2,1151,2,C,0,684
2,4,11,2,1151,3,C,0,683
2,4,12,2,1152,5,C,0,748
2,4,13,2,1152,11,C,0,748
2,4,18,3,1552,1,B,0,631
2,4,19,3,1551,1,B,0,629
2,4,21,3,1539,1,B,0,391
2,4,23,4,1388,1,B,0,600
2,4,24,4,1586,1,B,0,437
2,4,25,4,1593,1,B,0,647
2,4,26,4,1584,1,B,0,394
2,4,26,4,1590,1,B,0,730
2,4,30,5,1395,1,B,0,750
2,4,30,5,1398,1,C,0,453
2,4,31,5,1393,1,B,0,686
2,4,32,5,1562,1,B,0,614
2,4,35,5,1573,1,B,0,577
2,4,37,6,1581,1,B,0,588
2,4,39,6,1407,1,B,0,401
2,4,42,6,1615,1,B,0,630
2,4,42,6,1618,1,C,0,478
2,4,43,6,1623,1,B,0,445
2,4,44,7,1153,1,C,0,740
2,4,45,7,1153,5,C,0,739
2,4,47,7,1158,1,B,0,626
2,4,48,7,1159,1,C,0,654
2,4,50,7,1379,1,B,0,409
2,4,50,7,1379,1,C,0,409
2,4,51,7,1382,1,B,0,593
2,4,54,8,1143,1,C,0,745
2,4,56,8,1121,1,B,0,557
2,4,56,8,1146,1,B,0,560
2,4,56,8,1146,1,C,0,560
2,4,57,8,1149,1,B,0,660
2,4,59,8,1162,1,C,0,746
2,4,61,9,1215,1,B,0,553
2,4,61,9,1215,1,C,0,553
2,4,62,9,1216,1,C,0,630
2,4,63,9,1187,1,B,0,605
2,4,67,9,1220,2,C,0,540
2,4,72,10,1630,1,B,0,438
2,4,73,10,1632,1,C,0,454
2,4,74,10,1640,1,B,0,674
2,4,75,10,1175,3,C,0,612
2,4,75,10,1178,1,B,0,502
2,4,75,10,1178,1,C,0,502
2,4,77,11,1463,1,C,0,546
2,4,78,11,1481,1,C,0,481
2,4,85,12,1447,2,C,0,545
2,4,86,12,1626,1,B,0,739
2,4,87,12,1628,1,B,0,488
2,4,88,12,1429,1,B,0,600
2,4,88,12,1431,1,B,0,679
2,4,89,12,1434,1,C,0,592
2,4,91,13,1452,1,B,0,480
2,4,95,13,1422,1,C,0,563
2,5,11,1,874,1,B,0,511
2,5,11,1,874,1,C,0,510
2,5,13,1,881,1,B,0,451
2,5,15,1,901,1,B,0,508
2,5,15,1,901,1,C,0,507
2,5,15,1,901,2,C,0,507
2,5,16,1,884,1,C,0,536
2,5,16,1,884,2,C,0,536
2,5,16,1,1016,1,C,0,599
2,5,17,1,900,1,C,0,515
2,5,17,1,927,2,C,0,517
2,5,22,2,931,1,S,0,0
2,5,23,2,942,2,C,0,601
2,5,25,2,975,1,B,0,524
2,5,26,2,973,1,C,0,738
2,5,26,2,973,3,C,0,737
2,5,31,3,1137,1,B,0,522
2,5,33,3,1014,1,B,0,413
2,5,33,3,1014,1,C,0,413
2,5,35,3,935,1,B,0,696
2,5,35,3,964,1,B,0,450
2,5,36,3,1025,1,B,0,593
2,5,38,3,972,3,C,0,698
2,5,42,4,1060,1,C,0,585
2,5,43,4,1040,1,B,0,593
2,5,44,4,870,1,C,0,445
2,5,46,4,1057,1,B,0,500
2,5,51,5,1299,1,B,0,661
2,5,52,5,1055,1,B,0,416
2,5,52,5,1305,1,B,0,507
2,5,52,5,1305,1,C,0,506
2,5,54,5,1044,2,C,0,645
2,5,61,6,1109,1,B,0,614
2,5,64,6,1077,1,B,0,592
2,5,65,6,1093,1,C,0,564
2,5,66,6,1104,1,S,0,0
2,5,68,6,1115,1,B,0,383
2,5,72,7,1301,1,C,0,380
2,5,73,7,1047,1,C,0,575
2,5,73,7,1047,2,C,0,575
2,5,73,7,1303,1,B,0,526
2,5,74,7,1302,1,B,0,743
2,5,75,7,1313,1,B,0,466
2,5,78,7,1075,1,B,0,679
2,5,78,7,1096,1,B,0,652
2,5,79,7,1097,2,C,0,748
2,5,79,7,1097,4,C,0,748
2,5,82,8,1321,1,C,0,648
2,5,82,8,1321,4,C,0,647
2,5,83,8,1322,1,C,0,497
2,5,85,8,1131,1,B,0,723
2,5,86,8,1100,1,C,0,715
2,5,86,8,1320,1,B,0,531
2,5,88,8,1098,3,C,0,582
2,5,92,9,1122,4,C,0,730
2,5,93,9,1128,4,C,0,679
2,5,94,9,1328,1,B,0,667
2,5,97,9,1150,7,C,0,689
2,5,98,9,1150,2,C,0,690
2,5,98,9,1150,4,C,0,689
2,6,2,1,1253,2,C,0,599
2,6,3,1,1250,1,B,0,585
2,6,4,1,1361,1,B,0,514
2,6,5,1,1249,1,B,0,563
2,6,9,2,860,1,C,0,458
2,6,10,2,736,1,C,0,622
2,6,10,2,738,1,B,0,490
2,6,12,3,742,1,B,0,661
2,6,12,3,743,1,B,0,683
2,6,12,3,761,1,B,0,649
2,6,15,3,756,1,B,0,504
2,6,16,4,750,1,B,0,380
2,6,18,4,754,1,B,0,419
2,6,19,4,780,1,B,0,619
2,6,20,4,783,1,C,0,412
2,6,21,3,772,1,B,0,427
2,6,23,3,769,1,B,0,422
2,6,24,2,792,1,C,0,376
2,6,25,2,795,1,B,0,550
2,6,28,2,797,1,B,0,645
2,6,29,6,828,1,C,0,382
2,6,31,3,863,1,B,0,486
2,6,32,3,805,1,C,0,599
2,6,34,5,806,1,C,0,382
2,6,34,5,823,1,C,0,441
2,6,35,5,788,1,B,0,659
2,6,35,5,808,1,B,0,540
2,6,36,4,785,1,B,0,416
2,6,39,5,821,1,B,0,602
2,6,40,5,822,1,C,0,611
2,6,42,6,827,1,B,0,465
2,6,45,6,831,1,B,0,593
2,6,45,6,831,2,C,0,592
2,6,46,6,852,1,C,0,668
2,6,47,6,834,1,C,0,518
2,6,48,5,847,1,B,0,558
2,6,48,5,847,1,C,0,557
2,6,51,5,904,1,B,0,435
2,6,55,7,916,1,C,0,419
2,6,56,7,912,1,C,0,382
2,6,57,7,849,1,C,0,541
2,6,60,10,856,1,B,0,718
2,6,60,10,856,3,C,0,717
2,6,62,10,1491,1,C,0,451
2,6,65,9,857,1,B,0,653
2,6,65,9,857,2,C,0,653
2,6,68,9,951,1,C,0,554
2,6,68,9,983,1,C,0,608
2,6,71,8,926,3,C,0,613
2,6,71,8,945,1,C,0,422
2,6,72,8,980,1,C,0,560
2,6,74,8,977,1,B,0,682
2,6,74,8,977,2,C,0,682
2,6,75,8,992,1,B,0,728
2,6,77,8,993,1,C,0,578
2,6,80,9,987,1,C,0,575
2,6,85,11,1519,1,B,0,398
2,6,87,11,1520,1,B,0,602
2,6,88,11,1511,1,B,0,737
2,6,91,10,1498,5,C,0,746
2,7,2,3,212,1,B,0,601
2,7,5,5,283,1,B,0,400
2,7,17,7,346,3,C,0,745
2,7,18,6,351,2,C,0,613
2,7,19,6,355,1,B,0,586
2,7,20,7,356,1,C,0,713
2,7,20,7,356,3,C,0,713
2,7,21,7,357,3,C,0,747
2,7,23,3,520,1,B,0,611
2,7,25,3,523,2,C,0,726
2,7,29,6,532,1,B,0,656
2,7,30,6,537,1,C,0,453
2,7,32,4,538,7,C,0,694
2,7,32,4,538,9,C,0,694
2,7,35,1,541,1,C,0,669
2,7,37,1,544,1,B,0,709
2,7,37,1,544,2,C,0,709
2,7,37,1,544,3,C,0,709
2,7,38,1,544,5,C,0,709
2,7,41,1,547,1,C,0,627
2,7,47,8,1644,1,B,0,481
2,7,50,9,1649,1,C,0,437
2,7,52,8,1661,1,B,0,591
2,7,53,9,1664,1,C,0,445
2,7,53,9,1666,1,B,0,406
2,7,54,9,1667,1,B,0,400
2,7,54,9,1676,1,B,0,716
2,7,59,9,1966,1,C,0,393
2,7,60,9,1960,1,B,0,578
2,7,61,9,1968,1,B,0,582
2,7,63,10,13,1,E,0,693
2,7,64,10,13,1,E,5,692
2,7,68,12,14,2,E,1,684
2,7,72,11,83,1,C,0,551
2,7,73,11,94,1,B,0,695
2,7,74,11,98,1,B,0,662
2,7,76,11,99,1,C,0,576
2,7,78,11,108,1,B,0,598
2,7,78,11,108,1,E,0,406
2,7,81,13,170,1,B,0,420
2,7,83,13,172,1,B,0,462
2,7,84,13,172,1,E,0,745
2,7,87,14,696,1,C,0,643
2,7,87,14,696,2,C,0,642
2,7,87,14,708,1,B,0,607
2,7,88,14,697,1,B,0,570
2,7,88,14,697,1,C,0,569
2,7,91,15,702,2,E,0,451
2,7,92,15,702,1,B,0,748
2,7,93,14,703,1,B,0,618
2,7,94,14,713,1,C,0,648
2,7,96,14,710,1,B,0,729
2,7,96,14,711,3,C,0,673
2,7,98,15,715,1,B,0,662
2,7,100,15,718,2,C,0,577
2,7,107,16,723,1,B,0,658
2,7,112,17,725,1,B,0,725
2,7,113,17,726,1,B,0,735
2,7,114,17,727,1,B,0,506
2,7,116,18,730,1,C,0,434
2,8,3,1,1001,1,C,0,668
2,8,5,2,1007,1,C,0,487
2,8,6,2,1010,1,B,0,605
2,8,6,2,1033,1,C,0,470
2,8,15,2,1195,2,C,0,666
2,8,15,2,1343,1,B,0,567
2,8,16,5,1194,2,E,0,693
2,8,25,7,1205,1,C,0,730
2,8,26,7,1205,1,E,1,730
2,8,27,3,1210,1,C,0,645
2,8,28,6,1211,1,B,0,647
2,8,30,2,1213,1,B,0,702
2,8,30,2,1237,2,C,0,718
2,8,33,8,1223,1,B,0,727
2,8,33,8,1224,1,B,0,711
2,8,34,9,1231,3,C,0,701
2,8,35,9,1231,2,E,1,623
2,8,39,9,1236,10,C,0,690
2,8,40,2,1238,2,C,0,711
2,8,41,2,1239,2,C,0,748
2,8,41,2,1355,1,B,0,610
2,8,45,11,1260,1,C,0,678
2,8,48,10,1263,4,C,0,747
2,8,49,10,1263,7,C,0,747
2,8,50,10,1264,1,C,0,732
2,8,50,10,1264,3,C,0,732
2,8,52,5,1267,1,B,0,696
2,8,53,10,1366,1,C,0,541
2,8,54,10,1271,3,C,0,725
2,8,56,13,1276,2,C,0,749
2,8,57,12,1274,1,B,0,606
2,8,59,14,1284,1,C,0,689
2,8,60,14,1285,4,C,0,616
2,8,64,14,1876,1,B,0,350
2,8,71,11,1295,8,C,0,738
2,8,74,11,1297,1,E,0,518
2,8,77,4,1680,1,B,0,706
2,8,81,7,1356,1,B,0,624
2,8,83,4,1683,1,B,0,623
2,8,83,4,1684,1,B,0,508
2,8,84,4,1686,1,B,0,494
2,8,86,8,1707,1,B,0,699
2,8,87,8,1712,1,B,0,551
2,8,88,8,1728,1,B,0,540
2,8,90,8,1734,1,C,0,390
2,8,90,8,1737,1,B,0,636
2,8,91,16,1740,1,B,0,465
2,8,92,16,1751,1,B,0,220
2,8,92,16,1770,1,B,0,380
2,8,94,16,1749,1,B,0,548
2,8,96,15,1785,1,B,0,716
2,8,101,13,1786,1,C,0,658
2,8,103,13,1791,1,B,0,597
2,8,104,13,1796,1,B,0,439
2,8,107,12,1889,1,B,0,415
2,8,107,12,1903,1,B,0,463
2,8,108,12,1881,1,B,0,416
2,8,113,12,1919,1,B,0,321
2,8,115,13,1937,1,B,0,370
2,8,115,13,1941,1,B,0,485
3,1,5,1,12,1,B,0,327
3,1,5,1,14,1,B,0,677
3,1,7,1,23,1,B,0,425
3,1,21,4,45,1,B,0,703
3,1,23,4,49,1,B,0,166
3,1,29,5,54,1,C,0,381
3,1,29,5,54,1,E,0,186
3,1,34,7,338,1,C,0,514
3,1,35,7,339,1,E,3,732
3,1,40,7,347,1,B,0,256
3,1,46,9,84,1,B,0,211
3,1,47,9,87,1,B,0,259
3,1,53,11,92,1,B,0,374
3,1,53,11,95,1,B,0,431
3,1,53,11,95,1,C,0,431
3,1,69,14,214,1,C,0,443
3,1,70,14,211,1,C,0,615
3,1,72,15,210,2,C,0,741
3,1,73,15,217,1,B,0,629
3,1,80,16,230,1,B,0,738
3,1,83,16,234,1,C,0,437
3,1,85,17,244,1,B,0,690
3,1,88,17,267,1,B,0,716
3,1,89,17,256,2,C,0,615
3,1,91,18,264,1,E,0,85
3,1,97,19,453,1,B,0,637
3,1,102,20,460,1,B,0,569
3,1,104,21,476,1,B,0,555
3,1,104,21,477,1,B,0,588
3,1,109,22,486,1,C,0,444
3,2,1,1,133,1,B,0,362
3,2,4,1,143,2,C,0,571
3,2,26,4,152,1,B,0,437
3,2,28,4,156,1,B,0,468
3,2,32,5,268,1,E,0,107
3,2,36,6,281,1,B,0,645
3,2,41,7,293,1,B,0,504
3,2,43,7,296,1,B,0,613
3,2,46,8,298,6,C,0,739
3,2,50,8,300,3,C,0,682
3,2,54,9,433,1,B,0,400
3,2,63,10,314,4,C,0,720
3,2,68,11,304,1,B,0,523
3,2,72,12,310,2,C,0,566
3,2,75,13,323,1,B,0,686
3,2,76,13,318,1,S,0,0
3,2,80,14,332,1,C,0,745
3,2,82,14,333,1,B,0,634
3,2,86,15,327,1,B,0,577
3,2,87,15,324,1,C,0,673
3,2,87,15,326,1,C,0,609
3,2,89,15,394,1,C,0,387
3,2,90,15,393,1,B,0,625
3,2,91,16,399,1,B,0,427
3,2,97,17,386,1,B,0,672
3,2,100,17,387,1,B,0,452
3,2,102,18,376,1,B,0,455
3,2,103,18,375,1,B,0,722
3,2,105,18,356,1,B,0,708
3,2,112,19,353,2,C,0,603
4,1,5,1,4,2,E,0,566
4,1,5,1,4,2,E,3,565
4,1,8,2,17,5,C,0,737
4,1,10,2,19,1,B,0,525
4,1,13,3,10,1,C,0,483
4,1,13,3,11,1,C,0,454
4,1,25,4,61,1,C,0,467
4,1,29,5,81,1,E,7,686
4,1,41,7,29,1,B,0,428
4,1,44,7,49,1,C,0,550
4,1,47,7,69,1,B,0,479
4,1,50,8,92,1,B,0,572
4,1,50,8,92,1,S,0,0
4,1,52,8,99,1,B,0,601
4,1,56,9,100,1,B,0,712
4,1,64,10,89,1,C,0,488
4,1,71,11,125,1,C,0,735
4,1,71,11,127,1,C,0,501
4,1,72,11,131,1,B,0,236
4,1,73,11,126,2,C,0,627
4,1,88,14,156,1,C,0,400
4,1,89,14,155,1,C,0,641
4,1,98,16,177,2,C,0,558
4,1,99,17,171,1,B,0,623
4,1,99,17,178,1,B,0,298
4,1,109,19,364,1,B,0,631
4,1,128,23,407,1,B,0,390
4,1,131,24,442,2,C,0,508
4,1,136,25,419,1,B,0,357
4,1,140,26,425,1,C,0,484
4,2,1,1,225,1,B,0,625
4,2,8,2,241,1,B,0,508
4,2,9,2,245,1,C,0,557
4,2,17,3,212,1,B,0,383
4,2,17,3,212,1,C,0,383
4,2,19,1,202,2,C,0,563
4,2,22,4,205,1,B,0,667
4,2,23,4,191,1,B,0,696
4,2,29,5,183,3,C,0,684
4,2,31,5,230,1,B,0,699
4,2,34,5,244,7,C,0,692
4,2,43,8,493,1,B,0,707
4,2,43,8,502,1,B,0,466
4,2,44,8,497,1,B,0,424
4,2,52,12,471,1,E,0,456
4,2,59,13,464,1,B,0,577
4,2,76,17,277,1,C,0,504
4,2,78,15,299,1,B,0,520
4,2,80,18,305,1,B,0,564
4,2,81,18,306,1,B,0,703
4,2,82,18,307,1,B,0,447
4,2,84,18,316,1,B,0,727
4,2,96,20,334,2,E,0,74
4,2,101,23,340,1,C,0,709
4,2,103,22,333,1,B,0,538
4,2,114,9,483,1,B,0,324
4,2,120,11,264,1,E,0,124
4,2,121,11,265,1,B,0,681
4,2,123,10,488,1,B,0,411
4,2,125,24,428,1,C,0,657
5,1,4,1,5,1,B,0,511
5,1,9,2,1709,1,B,0,450
5,1,10,1,10,1,C,0,745
5,1,12,2,10,13,C,0,744
5,1,12,2,10,14,C,0,744
5,1,14,4,19,4,C,0,741
5,1,18,3,31,6,C,0,677
5,1,21,3,30,1,C,0,646
5,1,21,3,31,8,C,0,676
5,1,23,4,35,1,C,0,684
5,1,26,4,41,1,B,0,632
5,1,27,5,42,1,S,0,0
5,1,28,5,42,3,C,0,574
5,1,28,5,44,1,B,0,523
5,1,29,5,53,1,B,0,379
5,1,34,6,1503,1,B,0,245
5,1,46,9,519,1,C,0,529
5,1,50,10,579,1,B,0,538
5,1,53,10,586,5,C,0,668
5,1,55,12,587,7,C,0,714
5,1,55,12,601,1,B,0,565
5,1,56,11,594,1,C,0,684
5,1,57,11,598,1,S,0,0
5,1,67,12,616,1,B,0,566
5,1,68,11,630,1,C,0,691
5,1,73,13,636,1,B,0,512
5,1,74,13,633,4,C,0,722
5,1,75,14,633,7,C,0,722
5,1,82,14,1556,1,B,0,467
5,1,88,8,1512,1,B,0,415
5,2,6,2,131,1,C,0,640
5,2,6,2,132,1,B,0,738
5,2,10,2,141,1,C,0,422
5,2,14,2,171,1,C,0,514
5,2,24,4,177,1,B,0,552
5,2,26,5,180,1,B,0,704
5,2,26,5,181,1,B,0,539
5,2,26,5,187,1,B,0,715
5,2,34,6,206,1,C,0,579
5,2,42,8,460,2,C,0,529
5,2,43,9,465,1,B,0,476
5,2,49,10,485,1,B,0,748
5,2,53,7,500,1,C,0,410
5,2,60,12,1044,1,B,0,502
5,2,62,12,1048,1,C,0,560
5,2,62,12,1048,2,C,0,559
5,2,62,12,1049,1,B,0,560
5,2,62,12,1049,1,C,0,560
5,2,66,13,1061,1,C,0,576
5,2,68,13,1065,1,C,0,418
5,2,75,14,1087,1,B,0,408
5,2,78,15,1105,1,C,0,419
5,2,79,15,1092,1,B,0,508
5,2,80,15,1099,1,B,0,383
5,2,80,15,1099,1,C,0,382
5,2,82,15,1096,1,C,0,630
5,2,94,17,1140,1,B,0,721
5,2,99,18,1163,1,B,0,684
5,2,103,18,1154,1,B,0,746
5,2,107,11,1167,2,C,0,741
5,3,7,1,693,1,C,0,679
5,3,8,2,694,1,B,0,621
5,3,9,2,709,1,C,0,505
5,3,10,2,712,1,B,0,722
5,3,14,3,251,1,B,0,356
5,3,14,3,252,1,B,0,311
5,3,22,4,327,1,C,0,599
5,3,22,4,328,1,C,0,555
5,3,23,4,332,1,B,0,585
