ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|NUMERO_ARE|NUMERO_ZORE|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO
11|1|2573|C|1|0|58|9|R|599|33
11|1|2601|C|1|0|72|13|R|578|33
11|1|2603|C|1|0|90|16|M|600|34
11|2|155|C|2|0|12|2|U|589|3
11|2|156|C|5|0|13|2|U|672|3
11|2|165|C|1|0|24|5|U|733|3
11|2|176|C|1|0|19|3|U|660|3
11|2|186|C|1|0|36|7|U|448|3
11|2|190|B|1|0|31|6|R|582|3
11|2|197|C|2|0|40|8|R|547|3
11|2|200|E|1|1|32|6|R|737|3
11|2|205|B|1|0|49|9|R|633|3
11|2|221|B|1|0|58|11|R|313|3
11|2|231|B|1|0|51|10|R|737|3
11|2|508|C|1|0|72|13|R|472|7
11|2|514|C|1|0|76|14|M|748|7
11|2|613|B|1|0|87|16|U|689|9
11|2|628|B|1|0|94|17|R|535|9
11|2|638|C|1|0|96|17|R|611|9
11|2|640|C|1|0|105|19|R|436|9
11|2|648|C|1|0|108|19|U|475|9
11|2|2514|C|3|0|118|21|U|642|32
11|2|2533|C|1|0|127|22|M|488|32
11|3|1261|C|5|0|13|2|M|662|20
11|3|1265|C|4|0|2|1|U|634|20
11|3|1266|B|1|0|3|1|U|710|20
11|3|1283|B|1|0|51|18|U|733|20
11|3|1284|C|8|0|66|21|U|718|20
11|3|1292|C|2|0|56|15|U|666|20
11|3|1299|C|1|0|36|17|U|424|20
11|3|1306|B|1|0|62|17|U|658|20
11|3|1316|B|1|0|116|15|U|572|20
11|3|1319|C|1|0|118|14|U|490|20
11|3|1324|C|1|0|120|14|U|658|20
11|3|1352|B|1|0|108|13|U|674|20
11|3|1379|C|1|0|103|12|U|410|20
11|3|1479|B|1|0|16|20|R|577|20
11|3|1681|C|6|0|44|3|U|715|20
11|3|1681|C|11|0|45|3|U|715|20
11|3|1705|C|1|0|92|10|U|450|20
11|3|3158|C|2|0|69|7|U|582|20
11|3|3163|C|2|0|77|7|U|581|20
11|3|3168|C|2|0|84|8|U|746|20
11|4|825|C|1|0|1|1|M|580|15
11|4|831|B|1|0|4|2|U|709|15
11|4|854|B|1|0|19|4|U|738|15
11|4|859|B|1|0|16|3|U|372|15
11|4|861|B|1|0|22|3|U|496|15
11|4|862|B|1|0|22|3|U|542|15
11|4|864|C|1|0|17|4|U|433|15
11|4|881|B|1|0|41|8|R|439|15
11|4|2362|B|1|0|82|14|R|243|29
11|4|2388|B|1|0|94|17|U|661|30
11|4|2389|B|1|0|91|17|U|667|30
11|4|2406|C|1|0|104|18|R|704|30
11|4|2409|C|1|0|107|19|M|707|30
11|4|2414|C|1|0|109|20|R|648|30
11|4|2416|B|1|0|109|20|R|610|30
11|4|2425|C|1|0|113|20|R|543|30
11|4|2427|C|1|0|114|17|R|560|30
11|4|2432|C|1|0|118|21|R|390|30
11|4|3175|C|1|0|38|6|U|683|15
11|4|3177|B|1|0|39|6|U|607|15
11|5|1458|B|1|0|8|2|U|344|20
11|5|1483|C|7|0|65|11|U|748|20
11|5|1490|E|1|7|63|10|M|680|20
11|5|1491|C|5|0|67|11|U|653|20
11|5|1511|C|1|0|45|8|R|698|20
11|5|1574|B|1|0|44|7|U|532|20
11|5|1575|B|1|0|44|7|U|453|20
11|5|1721|B|1|0|72|12|U|628|20
11|5|1729|S|1|0|5|1|U|0|20
11|5|1741|C|1|0|82|14|U|723|20
11|5|1752|B|1|0|81|13|U|668|20
11|5|1763|B|1|0|27|4|U|388|20
11|5|1763|C|1|0|27|4|U|387|20
11|5|1766|C|1|0|15|3|U|670|20
11|5|1809|E|1|0|93|16|U|633|20
11|5|1817|B|1|0|35|6|U|526|20
11|5|1823|B|1|0|105|18|U|684|20
11|5|1856|C|1|0|41|7|U|713|20
11|5|3015|C|2|0|117|21|U|707|20
11|5|3027|C|1|0|124|22|U|636|20
11|6|1298|B|1|0|8|1|U|695|20
11|6|1347|C|1|0|20|4|U|643|20
11|6|1348|B|1|0|20|4|U|687|20
11|6|1362|B|1|0|22|3|U|601|20
11|6|1382|C|1|0|25|7|U|472|20
11|6|1391|C|1|0|41|5|U|749|20
11|6|1412|C|1|0|44|5|U|613|20
11|6|1421|B|1|0|51|8|U|702|20
11|6|1489|C|8|0|4|19|U|703|20
11|6|1508|C|4|0|125|22|R|710|20
11|6|1509|B|1|0|123|21|R|514|20
11|6|1512|C|1|0|127|22|R|748|20
11|6|3063|B|1|0|85|12|U|583|20
11|6|3076|B|1|0|94|17|U|542|20
11|6|3085|B|1|0|98|16|U|723|20
11|6|3091|C|1|0|104|16|U|411|20
11|6|3094|B|1|0|105|15|U|672|20
11|6|3144|B|1|0|88|14|M|617|20
11|6|3151|C|1|0|111|14|U|715|20
11|6|3152|C|1|0|111|14|U|566|20
11|7|578|C|1|0|7|1|R|393|8
11|7|594|C|1|0|14|3|R|522|8
11|7|596|C|1|0|11|2|R|489|8
11|7|1934|B|1|0|31|6|R|217|23
11|7|1943|C|1|0|37|8|R|569|23
11|7|1974|C|3|0|59|10|M|693|23
11|7|1991|B|1|0|56|11|U|606|23
11|7|2019|B|1|0|69|13|R|394|23
11|7|2036|C|8|0|83|15|U|706|25
11|7|2038|B|1|0|84|14|U|521|25
11|7|2049|B|1|0|95|17|R|665|25
11|7|2058|B|1|0|101|15|U|650|25
11|7|2458|B|1|0|105|18|U|428|31
11|7|2468|B|1|0|112|20|U|657|31
11|7|2473|C|2|0|115|19|U|563|31
11|7|2475|C|4|0|117|19|U|717|31
11|7|2481|C|4|0|122|21|M|645|31
11|7|2484|C|1|0|125|21|R|391|31
11|7|2493|B|1|0|132|23|R|394|31
11|7|2497|C|1|0|135|22|R|520|31
11|8|2121|C|3|0|47|7|U|691|27
11|8|2128|B|1|0|50|4|U|639|27
11|8|2133|B|1|0|52|7|U|447|27
11|8|2148|C|1|0|65|6|U|394|27
11|8|2170|C|1|0|64|5|U|463|27
11|8|2188|C|2|0|84|11|U|613|27
11|8|2198|C|2|0|94|15|U|628|27
11|8|2208|B|1|0|10|2|R|674|27
11|8|2210|B|1|0|11|2|R|504|27
11|8|2223|C|2|0|7|12|R|583|27
11|8|2228|B|1|0|18|12|R|656|27
11|8|2228|C|2|0|18|12|R|655|27
11|8|2238|C|2|0|25|13|M|693|27
11|8|2251|B|1|0|36|15|R|604|27
11|8|2612|C|3|0|99|18|U|583|35
11|8|2642|C|1|0|119|19|R|687|35
11|8|2907|C|3|0|133|24|U|658|44
11|8|2919|S|1|0|139|24|U|0|44
11|8|2925|C|1|0|125|23|R|594|44
11|8|2930|C|1|0|138|23|U|582|44
11|9|930|C|2|0|3|1|U|676|17
11|9|930|C|6|0|4|1|U|676|17
11|9|945|C|1|0|6|1|U|437|17
11|9|965|B|1|0|15|3|U|683|17
11|9|966|C|6|0|23|4|U|720|17
11|9|966|C|11|0|24|4|U|720|17
11|9|1115|C|1|0|27|11|R|578|17
11|9|1115|C|2|0|27|11|R|578|17
11|9|1129|C|2|0|39|7|U|566|17
11|9|1143|C|1|0|48|9|U|403|17
11|9|2658|B|1|0|64|12|U|567|37
11|9|2674|B|1|0|72|13|U|600|37
11|9|2675|C|1|0|80|14|U|487|37
11|9|2695|C|2|0|93|20|R|564|37
11|9|2699|C|1|0|97|19|R|635|37
11|9|2700|C|1|0|96|20|U|656|37
11|9|2711|C|1|0|101|15|M|479|37
11|9|2712|C|1|0|103|16|R|633|37
11|9|2725|C|1|0|117|17|R|690|37
11|9|2731|B|1|0|120|17|R|419|37
11|10|692|C|2|0|21|4|U|677|11
11|10|699|C|1|0|26|5|R|665|11
11|10|700|C|2|0|27|6|M|523|11
11|10|713|B|1|0|33|5|U|517|11
11|10|713|C|1|0|33|5|U|517|11
11|10|1874|C|1|0|42|8|U|455|21
11|10|1878|B|1|0|37|7|U|469|21
11|10|1882|C|2|0|45|9|U|660|21
11|10|1885|B|1|0|48|8|U|543|21
11|10|2274|C|1|0|58|11|U|634|28
11|10|2292|B|1|0|69|13|R|654|28
11|10|2302|B|1|0|73|13|R|391|28
11|10|2337|C|1|0|89|15|R|494|28
11|10|2791|B|1|0|99|18|U|693|41
11|10|2793|B|1|0|102|18|U|635|41
11|10|2794|B|1|0|103|18|U|587|41
11|10|2796|C|1|0|105|19|U|515|41
11|10|2952|C|1|0|119|21|U|533|46
11|10|3000|B|1|0|145|25|M|538|46
11|10|3000|C|2|0|145|25|M|538|46
11|11|1537|C|1|0|22|2|U|553|20
11|11|1570|B|1|0|21|4|U|589|20
11|11|1570|S|1|0|21|4|U|0|20
11|11|1585|C|1|0|48|10|U|681|20
11|11|1596|B|1|0|9|2|U|532|20
11|11|1606|C|1|0|5|1|U|512|20
11|11|1613|C|2|0|35|7|U|726|20
11|11|1614|C|6|0|38|7|U|724|20
11|11|1620|C|2|0|60|9|U|698|20
11|11|1633|C|9|0|67|15|U|709|20
11|11|1634|C|6|0|56|10|U|723|20
11|11|1637|C|1|0|14|3|U|629|20
11|11|1641|C|6|0|51|9|U|680|20
11|11|1642|C|1|0|85|11|U|733|20
11|11|1658|C|2|0|106|18|M|695|20
11|11|1658|C|6|0|107|18|M|694|20
11|11|1667|C|3|0|94|17|U|717|20
11|11|1673|C|1|0|11|2|U|459|20
11|11|3123|C|2|0|79|13|U|591|20
11|11|3128|B|1|0|83|13|U|633|20
11|12|336|C|12|0|4|1|U|722|7
11|12|336|C|18|0|5|1|U|722|7
11|12|343|C|2|0|25|5|U|746|7
11|12|348|B|1|0|11|2|U|607|7
11|12|355|C|2|0|24|4|U|524|7
11|12|371|C|1|0|14|3|U|744|7
11|12|375|C|1|0|16|3|U|585|7
11|12|382|C|2|0|42|7|U|501|7
11|12|399|B|1|0|62|11|U|645|7
11|12|418|B|1|0|56|10|U|689|7
11|12|449|B|1|0|91|16|M|739|7
11|12|456|C|1|0|70|12|U|514|7
11|12|461|B|1|0|86|15|U|703|7
11|12|466|C|1|0|97|17|U|630|7
11|12|485|C|1|0|100|17|U|604|7
11|12|559|C|1|0|136|23|M|562|7
11|12|560|B|1|0|136|23|U|453|7
11|12|3111|B|1|0|35|6|U|738|7
11|12|3112|B|1|0|36|6|U|607|7
11|12|3119|B|1|0|38|7|U|674|7
11|13|21|C|1|0|15|3|R|630|1
11|13|23|B|1|0|15|3|R|522|1
11|13|24|C|1|0|17|3|U|615|1
11|13|39|C|2|0|27|5|M|656|1
11|13|41|B|1|0|25|4|U|638|1
11|13|729|B|1|0|37|7|R|567|12
11|13|922|C|1|0|46|8|R|576|16
11|13|1182|B|1|0|51|9|U|609|18
11|13|1192|B|1|0|55|10|R|537|18
11|13|2068|C|1|0|68|12|U|715|26
11|13|2074|C|1|0|76|13|R|721|26
11|13|2084|C|1|0|85|15|R|391|26
11|13|2834|C|1|0|98|17|U|506|42
11|13|2836|C|1|0|100|18|U|512|42
11|13|2852|C|1|0|114|20|R|582|42
11|13|2866|B|1|0|121|21|R|687|42
11|13|2866|C|1|0|121|21|R|686|42
11|13|2871|C|1|0|124|22|R|496|42
11|13|2875|B|1|0|130|23|R|474|42
11|13|2876|B|1|0|123|22|M|449|42
11|14|67|C|3|0|8|1|U|666|2
11|14|69|B|1|0|6|2|U|650|2
11|14|81|S|1|0|16|1|U|0|2
11|14|101|C|1|0|26|4|R|541|2
11|14|103|B|1|0|29|6|M|462|2
11|14|247|C|1|0|47|8|U|550|4
11|14|265|B|1|0|58|10|U|743|4
11|14|288|C|3|0|75|13|U|694|5
11|14|293|C|1|0|70|12|U|626|5
11|14|309|C|1|0|83|14|R|724|5
11|14|323|B|1|0|94|15|R|487|5
11|14|323|C|1|0|94|15|R|487|5
11|14|1214|C|1|0|104|19|R|443|19
11|14|1235|C|1|0|116|17|R|451|19
11|14|1243|B|1|0|117|17|R|685|19
11|14|1252|B|1|0|120|18|R|377|19
11|14|2736|C|1|0|125|21|M|526|38
11|14|2741|C|1|0|126|21|R|601|38
11|14|2750|C|1|0|133|22|U|511|39
11|14|2773|C|1|0|139|22|R|497|39
11|15|950|C|1|0|8|2|U|518|17
11|15|958|C|2|0|2|1|U|737|17
11|15|958|C|4|0|3|1|U|737|17
11|15|959|B|1|0|4|1|U|620|17
11|15|985|B|1|0|11|2|U|436|17
11|15|1000|C|3|0|93|16|U|729|17
11|15|1027|C|1|0|101|17|U|669|17
11|15|1053|C|1|0|63|11|U|560|17
11|15|1056|B|1|0|89|15|U|524|17
11|15|1065|C|1|0|60|10|U|537|17
11|15|1073|B|1|0|82|14|U|568|17
11|15|1108|B|1|0|30|5|U|599|17
11|15|1110|C|4|0|107|18|U|720|17
11|15|1110|C|9|0|108|18|U|720|17
11|15|1110|C|13|0|109|18|U|720|17
11|15|1111|C|1|0|110|18|U|579|17
11|15|1156|B|1|0|103|17|R|376|17
11|15|1157|B|1|0|113|19|M|621|17
11|15|1172|C|1|0|35|6|R|714|17
11|15|1175|B|1|0|36|6|R|625|17
12|1|413|B|1|0|2|1|M|744|3
12|1|415|B|1|0|4|2|M|727|3
12|1|422|B|1|0|7|2|U|490|3
12|1|429|B|1|0|11|3|R|141|3
12|1|943|B|1|0|48|9|U|639|22
12|1|991|B|1|0|60|12|R|625|22
12|1|2115|B|1|0|130|23|R|169|55
12|1|2133|B|1|0|136|24|R|403|55
12|1|2733|B|1|0|187|32|R|182|74
12|1|505|C|1|0|27|6|U|578|7
12|1|532|B|1|0|33|7|R|181|7
12|1|1071|B|1|0|78|14|U|373|27
12|1|1096|B|1|0|91|15|R|161|27
12|1|1952|C|2|0|111|20|U|555|51
12|1|1971|C|2|0|123|21|U|589|51
12|1|2537|B|1|0|169|30|R|675|65
12|1|2551|B|1|0|173|30|R|385|65
12|1|2602|B|1|0|175|31|U|532|68
12|1|2612|B|1|0|180|31|U|566|68
12|1|480|B|1|0|19|4|U|708|6
12|1|481|B|1|0|19|4|U|488|6
12|1|482|C|1|0|18|4|U|420|6
12|1|496|B|1|0|22|4|R|384|6
12|1|1053|B|1|0|75|13|M|540|26
12|1|1871|B|1|0|104|19|R|119|48
12|1|2337|C|1|0|152|27|U|416|59
12|1|2344|C|1|0|156|28|U|381|59
12|1|2353|B|1|0|141|25|R|200|59
12|1|2383|B|1|0|163|29|R|238|59
12|1|2412|B|1|0|159|28|R|132|59
12|2|2142|B|1|0|127|21|U|564|56
12|2|2146|C|1|0|128|22|M|510|56
12|2|2147|B|1|0|128|22|U|443|56
12|2|2147|E|1|1|128|22|U|595|56
12|2|2154|B|1|0|133|22|U|412|56
12|2|2170|B|1|0|111|19|R|161|56
12|2|2180|B|1|0|96|16|R|470|56
12|2|2190|B|1|0|110|19|R|202|56
12|2|2214|B|1|0|117|20|R|119|56
12|2|2452|C|1|0|151|26|M|502|61
12|2|2466|B|1|0|157|27|R|247|61
12|2|1480|E|1|0|37|7|M|607|36
12|2|1491|B|1|0|51|9|U|737|36
12|2|1499|C|1|0|50|9|U|675|36
12|2|1511|B|1|0|58|10|U|562|36
12|2|1535|B|1|0|63|11|U|540|36
12|2|1539|B|1|0|69|12|U|680|36
12|2|563|B|1|0|4|1|R|555|8
12|2|779|B|1|0|6|2|U|616|15
12|2|1448|B|1|0|19|5|U|386|35
12|2|1466|B|1|0|28|6|R|180|35
12|2|1470|B|1|0|33|4|R|223|35
12|2|1547|C|2|0|77|13|M|697|36
12|2|1552|B|1|0|83|14|R|635|36
12|2|1558|B|1|0|82|14|U|387|36
12|2|2430|C|1|0|144|24|R|399|60
12|2|2436|B|1|0|142|24|R|300|60
12|2|2438|C|1|0|142|24|R|416|60
12|2|2439|C|1|0|149|24|R|521|60
12|2|2446|B|1|0|145|25|R|592|60
12|3|613|B|1|0|23|4|R|338|11
12|3|767|C|1|0|30|5|U|674|14
12|3|885|C|1|0|161|27|U|652|21
12|3|898|B|1|0|158|27|R|466|21
12|3|912|B|1|0|160|27|M|673|21
12|3|934|B|1|0|164|28|R|732|21
12|3|940|B|1|0|154|26|R|654|21
12|3|2265|C|1|0|53|9|M|570|58
12|3|2268|B|1|0|58|10|U|701|58
12|3|2272|C|1|0|60|10|U|481|58
12|3|2280|B|1|0|50|9|R|422|58
12|3|2297|B|1|0|46|8|R|255|58
12|3|2299|B|1|0|46|8|R|140|58
12|3|1646|C|1|0|106|18|U|568|39
12|3|1886|B|1|0|72|12|U|642|49
12|3|1888|C|1|0|75|12|U|459|49
12|3|1892|B|1|0|62|11|R|164|49
12|3|1932|B|1|0|67|11|R|117|49
12|3|2277|E|1|0|34|6|R|137|58
12|3|2304|C|1|0|36|6|U|585|58
12|3|2308|B|1|0|35|6|M|680|58
12|3|1589|C|2|0|95|16|U|647|39
12|3|1590|C|6|0|103|17|U|697|39
12|3|1599|C|1|0|82|14|U|646|39
12|3|1619|C|2|0|96|16|U|589|39
12|3|1636|C|1|0|121|20|M|553|39
12|3|1641|C|1|0|116|20|U|610|39
12|3|1641|C|3|0|116|20|U|610|39
12|3|2653|B|1|0|149|25|R|326|69
12|3|2654|B|1|0|149|25|R|636|69
12|4|81|B|1|0|53|9|U|467|1
12|4|97|B|1|0|49|9|U|490|1
12|4|237|B|1|0|71|12|U|430|1
12|4|242|B|1|0|101|18|U|416|1
12|4|240|B|1|0|101|18|U|519|1
12|4|270|C|1|0|77|13|U|672|1
12|4|273|B|1|0|65|11|U|615|1
12|4|289|C|1|0|88|16|U|538|1
12|4|22|C|1|0|31|6|U|627|1
12|4|32|B|1|0|21|4|U|509|1
12|4|53|B|1|0|55|10|U|623|1
12|4|87|B|1|0|51|9|U|665|1
12|4|232|C|2|0|29|5|U|521|1
12|4|9|B|1|0|12|2|U|748|1
12|4|10|B|1|0|12|2|U|435|1
12|4|122|C|4|0|124|22|U|738|1
12|4|129|C|1|0|121|21|U|517|1
12|4|140|C|1|0|117|21|U|515|1
12|4|141|C|2|0|117|21|U|525|1
12|4|140|B|1|0|117|21|U|516|1
12|4|143|C|2|0|114|20|U|613|1
12|4|144|B|1|0|113|20|U|703|1
12|4|147|C|2|0|115|20|U|514|1
12|4|164|C|2|0|108|19|U|695|1
12|4|192|C|1|0|35|6|U|574|1
12|4|195|B|1|0|103|18|U|425|1
12|4|196|B|1|0|103|18|U|475|1
12|4|227|C|1|0|70|12|U|479|1
12|4|334|C|2|0|133|23|R|706|1
12|4|347|C|3|0|126|22|M|727|1
12|5|1568|E|1|0|42|8|R|553|37
12|5|2024|C|1|0|71|13|R|664|53
12|5|2026|C|3|0|50|9|M|717|53
12|5|2510|B|1|0|95|18|M|594|63
12|5|2514|C|1|0|98|18|R|536|63
12|5|2521|B|1|0|102|18|R|560|63
12|5|2681|B|1|0|99|18|R|480|72
12|5|2687|C|1|0|108|19|M|596|72
12|5|2691|C|3|0|107|19|M|724|72
12|5|474|C|2|0|1|1|U|500|5
12|5|1432|C|1|0|33|6|M|539|34
12|5|1437|C|2|0|40|7|R|544|34
12|5|1795|B|1|0|31|5|R|256|46
12|5|1798|B|1|0|30|5|M|647|46
12|5|1800|C|2|0|28|5|R|597|46
12|5|2565|C|4|0|121|21|U|735|67
12|5|2570|C|1|0|126|22|U|630|67
12|5|2586|C|2|0|118|20|R|647|67
12|5|468|B|1|0|10|2|R|434|4
12|5|472|B|1|0|12|2|R|555|4
12|5|572|B|1|0|15|3|R|437|9
12|5|572|E|1|0|15|3|R|145|9
12|5|1714|B|1|0|46|9|R|477|78
12|5|1716|B|1|0|52|10|R|694|42
12|5|1742|B|1|0|85|16|R|227|44
12|5|1753|E|1|0|81|15|R|385|44
12|5|1761|C|1|0|92|17|R|407|79
12|5|2591|B|1|0|123|21|R|103|67
12|5|2597|B|1|0|133|22|R|333|67
12|5|2663|B|1|0|18|3|R|715|70
12|6|1774|B|1|0|80|14|R|188|45
12|6|1974|B|1|0|90|15|M|562|52
12|6|1983|B|1|0|91|16|R|600|52
12|6|1991|E|1|0|93|16|R|102|52
12|6|2485|C|3|0|110|19|U|620|62
12|6|2491|B|1|0|112|19|U|518|62
12|6|2492|C|2|0|106|18|U|585|62
12|6|2752|C|2|0|128|22|M|589|75
12|6|1114|C|2|0|34|6|M|653|28
12|6|1132|C|2|0|45|8|M|682|28
12|6|1150|B|1|0|47|8|R|500|28
12|6|1157|C|1|0|59|10|U|630|28
12|6|1157|C|2|0|59|10|U|630|28
12|6|1164|E|1|0|68|12|R|432|28
12|6|1178|C|1|0|67|12|M|740|28
12|6|1191|C|1|0|146|25|R|394|77
12|6|1195|B|1|0|147|25|M|739|77
12|6|1196|B|1|0|148|25|R|466|77
12|6|1199|E|1|0|150|25|R|614|77
12|6|398|B|1|0|2|1|R|412|2
12|6|400|B|1|0|9|2|R|725|2
12|6|409|C|1|0|8|2|R|699|2
12|6|575|B|1|0|12|3|R|285|10
12|6|584|E|1|0|15|3|R|473|10
12|6|587|E|1|0|16|3|R|119|10
12|6|591|E|2|0|22|4|R|139|10
12|6|878|B|1|0|29|5|R|322|20
12|6|2693|B|1|0|123|21|M|401|73
12|6|2698|B|1|0|123|21|R|732|73
12|6|2713|E|3|0|140|24|R|138|76
12|7|1204|C|6|0|2|1|U|721|29
12|7|1209|B|1|0|29|5|U|605|29
12|7|1211|C|3|0|27|5|U|645|29
12|7|1213|C|6|0|6|1|M|748|29
12|7|1215|C|1|0|10|2|U|562|29
12|7|1222|B|1|0|12|2|U|664|29
12|7|1234|C|2|0|15|3|U|586|29
12|7|1240|B|1|0|41|7|U|708|29
12|7|1254|B|1|0|45|8|U|520|29
12|7|1255|C|1|0|51|9|U|591|29
12|7|1256|C|1|0|51|9|U|550|29
12|7|1262|C|1|0|53|9|U|515|29
12|7|1267|C|1|0|58|10|U|709|29
12|7|1267|C|8|0|59|10|U|709|29
12|7|1268|C|1|0|55|10|U|656|29
12|7|1269|B|1|0|55|10|U|569|29
12|7|1279|C|1|0|71|12|U|653|29
12|7|1280|C|1|0|70|12|U|591|29
12|7|1295|C|1|0|62|11|R|723|29
12|7|1302|E|1|0|63|11|M|415|29
12|7|1307|B|1|0|78|14|U|613|29
12|7|1310|B|1|0|81|15|U|659|30
12|7|1314|C|1|0|84|15|U|609|30
12|7|1322|B|1|0|92|17|R|386|30
12|7|1326|E|1|0|96|17|R|284|30
12|7|1334|B|1|0|90|16|M|580|30
12|7|1383|B|1|0|101|18|M|722|33
12|7|1405|B|1|0|102|18|R|434|33
12|7|1679|C|1|0|119|22|M|516|41
12|7|1693|B|1|0|125|23|R|456|41
12|8|1676|B|1|0|7|2|R|712|40
12|8|2042|B|1|0|35|6|U|507|54
12|8|2064|B|1|0|35|6|R|179|54
12|8|2047|C|2|0|38|7|M|505|54
12|8|2055|B|1|0|26|5|R|253|54
12|8|2058|B|1|0|28|5|R|466|54
12|8|2061|E|1|0|34|6|R|498|54
12|8|2259|E|1|0|24|4|R|146|57
12|8|672|C|2|0|52|9|U|617|12
12|8|678|B|1|0|46|8|R|278|12
12|8|688|E|1|0|48|8|R|261|12
12|8|705|B|1|0|65|11|R|604|12
12|8|710|B|1|0|63|11|R|678|12
12|8|844|C|1|0|83|15|U|628|18
12|8|850|B|1|0|85|15|R|414|18
12|8|852|B|1|0|86|15|R|428|18
12|8|857|B|1|0|86|15|R|470|18
12|8|1038|B|1|0|78|14|M|619|25
12|8|1049|B|1|0|80|14|R|381|25
12|8|1339|B|1|0|68|13|M|625|31
12|8|1347|B|1|0|71|12|R|389|31
12|8|727|C|1|0|96|17|U|608|13
12|8|743|B|1|0|94|16|M|493|81
12|8|1018|B|1|0|91|16|R|322|80
12|8|1019|B|1|0|129|23|R|218|23
12|8|1021|B|1|0|130|23|R|126|23
12|8|1813|S|1|0|108|19|M|0|47
12|8|1818|B|1|0|114|20|M|577|47
12|8|1827|B|1|0|104|18|R|234|47
12|8|1832|B|1|0|105|18|R|239|47
12|9|293|B|1|0|51|9|U|604|1
12|9|294|C|3|0|53|10|U|725|1
12|9|301|B|1|0|48|9|U|702|1
12|9|301|E|1|0|52|9|U|682|1
12|9|306|C|5|0|58|10|U|703|1
12|9|307|C|1|0|60|11|U|724|1
12|9|370|B|1|0|87|15|U|620|1
12|9|371|E|1|1|82|14|M|544|1
12|9|374|C|1|0|77|14|M|633|1
12|9|377|B|1|0|74|13|R|540|1
12|9|2796|C|1|0|85|15|R|423|1
12|9|176|C|1|0|8|2|U|701|1
12|9|180|B|1|0|20|4|U|575|1
12|9|180|E|1|1|21|4|U|628|1
12|9|181|B|1|0|22|4|U|510|1
12|9|186|B|1|0|12|3|U|664|1
12|9|206|B|1|0|28|5|U|629|1
12|9|210|C|1|0|32|6|U|716|1
12|9|247|C|1|0|34|6|U|658|1
12|9|266|C|1|0|38|7|M|621|1
12|9|280|C|1|0|40|7|U|611|1
12|9|114|C|1|0|112|20|U|727|1
12|9|116|C|2|0|120|22|U|650|1
12|9|117|C|2|0|121|22|U|605|1
12|9|120|B|1|0|111|20|U|511|1
12|9|156|B|1|0|119|21|U|655|1
12|9|316|C|1|0|94|17|R|395|1
12|9|339|C|1|0|103|18|R|608|1
12|9|340|B|1|0|95|17|R|640|1
12|9|357|B|1|0|84|15|R|573|1
13|1|162|C|2|0|1|1|M|597|10
13|1|165|B|1|0|3|1|R|647|10
13|1|166|C|1|0|4|1|R|486|10
13|1|435|B|1|0|26|5|R|629|26
13|1|467|C|2|0|38|9|U|726|28
13|1|486|C|1|0|53|7|R|569|28
13|1|491|E|1|0|55|11|M|278|28
13|1|495|E|1|1|58|10|R|526|28
13|1|503|E|1|0|63|8|R|422|28
13|1|661|C|1|0|95|12|R|495|35
13|1|663|B|1|0|73|12|R|515|35
13|1|1057|C|1|0|87|15|R|537|53
13|1|1247|B|1|0|100|17|R|320|62
13|1|1260|B|1|0|103|16|R|412|62
13|1|1346|B|1|0|104|18|R|415|67
13|1|1414|C|1|0|115|20|U|571|72
13|1|1419|C|1|0|118|20|R|590|72
13|1|1424|C|1|0|121|20|R|425|72
13|1|1567|C|1|0|125|21|R|606|78
13|1|1595|B|1|0|139|24|R|384|80
13|2|247|C|1|0|12|2|R|378|14
13|2|256|C|1|0|41|8|R|446|14
13|2|324|B|1|0|28|5|R|365|18
13|2|568|B|1|0|34|6|R|428|30
13|2|646|B|1|0|75|13|M|503|34
13|2|788|B|1|0|77|14|R|349|43
13|2|789|B|1|0|78|14|R|191|43
13|2|965|B|1|0|89|16|R|328|48
13|2|984|C|1|0|94|17|M|664|49
13|2|1089|B|1|0|106|19|R|726|54
13|2|1132|B|1|0|118|21|U|665|58
13|2|1136|B|1|0|118|21|R|102|58
13|2|1142|B|1|0|120|21|R|722|58
13|2|1143|B|1|0|121|21|R|291|58
13|2|1174|E|1|0|123|22|R|627|59
13|2|1176|B|1|0|130|23|R|264|59
13|2|1645|B|1|0|142|24|M|682|84
13|2|1648|C|1|0|143|25|M|518|84
13|2|1673|B|1|0|145|26|R|183|84
13|2|1680|B|1|0|151|26|R|668|84
13|3|35|E|1|1|3|1|U|508|3
13|3|61|C|1|0|16|3|R|401|3
13|3|89|C|1|0|25|4|U|741|5
13|3|193|E|1|0|31|5|R|457|11
13|3|194|B|1|0|30|5|R|581|11
13|3|397|C|1|0|65|11|R|494|24
13|3|400|C|2|0|60|11|R|589|24
13|3|683|B|1|0|70|12|R|100|37
13|3|685|B|1|0|73|13|R|336|37
13|3|697|C|1|0|71|13|R|513|37
13|3|703|B|1|0|78|14|R|106|38
13|3|710|B|1|0|77|14|R|565|38
13|3|717|C|1|0|81|15|U|377|39
13|3|749|C|1|0|89|16|U|528|41
13|3|1023|E|1|1|111|20|R|393|51
13|3|1374|C|1|0|124|22|U|645|69
13|3|1377|B|1|0|126|22|R|707|69
13|3|1602|C|3|0|137|24|U|678|81
13|3|1604|C|2|0|139|24|M|539|81
13|3|1605|B|1|0|140|24|M|735|81
