"V1" "V2" "V3"
"1" 1.16672617209906 -1.29632035548057 2.94632033163871
"2" 1.09711999323881 -1.23798667693704 2.98642465526431
"3" 1.23633235095931 -1.33642467910617 2.88798665309518
"4" 1.07345950322554 -1.30271290082501 2.91925189111398
"5" 1.14306568208579 -1.35193190190958 2.87003289002942
"6" 1.04869594589303 -1.36811306962366 2.85119309911127
"7" 1.18387421537413 -1.22217012684797 2.99485910054301
"8" 1.25348039423438 -1.27138912793253 2.94564009945844
"9" 1.27175274684033 -1.20548085121823 3.00401083378506
"10" 0.981302982341789 -1.30841958238545 2.89306757314864
"11" 1.12051534006229 -1.40685758455459 2.79462957097951
"12" 1.19989086864778 -1.14889071846304 3.04266866261062
"13" 1.33910322636828 -1.24732872063217 2.94423066044149
"14" 1.01581265858347 -1.24271671024207 2.94648076144103
"15" 1.20474311414465 -1.37631071654205 2.81288675514106
"16" 1.12216146425622 -1.16499248952877 3.01915646405231
"17" 1.3110919198174 -1.29858649582874 2.88556245775234
"18" 1.04740190066649 -1.17880326395761 2.99755324309599
"19" 1.28605044353164 -1.34755326693784 2.82880324011575
"20" 0.957791017822664 -1.36123207887355 2.81419112836662
"21" 1.02739719668291 -1.41045107995811 2.76497212728206
"22" 0.937425600036105 -1.24565761293546 2.90887761618272
"23" 1.17607414290125 -1.41440761591569 2.74012761320248
"24" 1.27486470944952 -1.12483656692506 3.02620553138853
"25" 1.34447088830977 -1.17405556800962 2.97698653030396
"26" 0.933465787714673 -1.41430134797448 2.73442132497186
"27" 1.14422602433796 -1.09430105649389 3.04998102449334
"28" 1.38287456720311 -1.26305105947412 2.88123102151311
"29" 0.903615977679833 -1.29953757201072 2.84463155542251
"30" 1.09254643324101 -1.43313157831069 2.71103754912253
"31" 0.867685109706364 -1.35409713943762 2.77806519379181
"32" 1.00689746742686 -1.45253514160675 2.67962719162268
"33" 1.20955986672672 -1.07076453264533 3.04852851327239
"34" 1.39849032228789 -1.20435853894531 2.91493450697242
"35" 1.35068705060547 -1.09994911007942 3.01010905556739
"36" 1.27712817170448 -1.04502558793956 3.04803357359105
"37" 1.41634052942498 -1.14346359010869 2.94959557142192
"38" 0.977380675447175 -1.15652694627445 2.93250196501415
"39" 1.25580397896875 -1.35340195223491 2.73562695905369
"40" 0.828057394136034 -1.28996364508216 2.79851364825313
"41" 1.06670593700118 -1.45871364806239 2.6297636452729
"42" 1.07141172746783 -1.08952073714798 2.9984757449395
"43" 1.3498350309894 -1.28639574310844 2.80160073897903
"44" 0.846722897813247 -1.39184764910101 2.68598065290212
"45" 0.915090222745079 -1.4401906481719 2.63763765383124
"46" 0.79507937124773 -1.32984801703831 2.71969604069134
"47" 0.982770962343779 -1.46256601387402 2.58697804385563
"48" 0.875366335968982 -1.20835377142386 2.84005872771697
"49" 1.15378963949055 -1.40522877738433 2.64318372175651
"50" 1.21698733208281 -0.994838532667653 3.05341852889587
"51" 1.45563587494795 -1.16358853564789 2.88466852591564
"52" 1.00762715054678 -1.07775427384786 2.95275424404554
"53" 1.32582519365135 -1.3027542678874 2.72775425000601
"54" 0.821339913516534 -1.43427423416883 2.59582427918226
"55" 1.14830249913607 -1.00435624051991 3.02205122042599
"56" 1.42672580265765 -1.20123124648037 2.82517621446553
"57" 1.34187727135117 -1.01148547432659 3.00762451268074
"58" 1.41148345021142 -1.06070447541115 2.95840551159618
"59" 1.08639885177036 -1.00720509207971 2.99360507047898
"60" 1.40459689487494 -1.23220508611924 2.76860507643945
"61" 0.764415642347872 -1.36471526878956 2.63562824386242
"62" 0.89867118297199 -1.45964827197674 2.54069524067524
"63" 0.917075067989605 -1.12389461415567 2.87083460109987
"64" 1.23527311109418 -1.3488946081952 2.64583460706033
"65" 1.27392779817801 -0.96045735019677 3.02925133246415
"66" 1.46285825373919 -1.09405135649674 2.89565732616418
"67" 0.720145867614196 -1.31063342852041 2.66657348734781
"68" 0.958794410479341 -1.47938343150064 2.49782348436758
"69" 0.772934911277925 -1.24001912596238 2.72686417224419
"70" 1.0513582147995 -1.43689413192284 2.52998916628373
"71" 0.818907471375001 -1.17391360772993 2.78202364815618
"72" 1.13710551447958 -1.39891360176946 2.55702365411665
"73" 1.40724146210503 -0.977093340407827 2.9672333016505
"74" 1.06238901443231 -1.02357086611661 2.9197658307639
"75" 1.34081231795389 -1.22044587207707 2.72289082480343
"76" 1.3324663937434 -0.923857052425358 3.00512510220191
"77" 1.4716787514639 -1.02229505459449 2.90668710003278
