CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|PRS|MC|NVA_ALIANZA|MORENA|ES|PAN_PRD_PT_PRS|PAN_PRD_PT|PAN_PRD_PRS|PAN_PT_PRS|PRD_PT_PRS|PAN_PRD|PAN_PT|PAN_PRS|PRD_PT|PRD_PRS|PT_PRS|PRI_PVEM_NVA_ALIANZA|PRI_PVEM|PRI_NVA_ALIANZA|PVEM_NVA_ALIANZA|CAND_IND1|CAND_IND2|CAND_IND3|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|564.00|U|C01|53.00|70.00|39.00|1.00|2.00|3.00|13.00|0.00|27.00|6.00|2.00|1.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|1.00|1.00|35.00|0.00|257.00|7.00|264.00|397.00|||||1|2|16|TECUALA|564|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|565.00|R|B|10.00|46.00|3.00|4.00|1.00|0.00|7.00|2.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|41.00|0.00|121.00|3.00|124.00|164.00|||||1|2|16|TECUALA|565|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|566.00|R|B|4.00|42.00|41.00|0.00|1.00|0.00|1.00|1.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|27.00|0.00|121.00|2.00|123.00|147.00|||||1|2|16|TECUALA|566|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|567.00|R|B|53.00|224.00|34.00|4.00|0.00|2.00|0.00|0.00|8.00|0.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|1.00|1.00|0.00|121.00|0.00|453.00|9.00|462.00|639.00|||||1|2|16|TECUALA|567|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|567.00|R|E01|6.00|30.00|9.00|0.00|1.00|0.00|3.00|1.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|22.00|0.00|81.00|4.00|85.00|100.00|||||1|2|16|TECUALA|567|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|568.00|R|B|44.00|140.00|34.00|3.00|4.00|2.00|92.00|4.00|11.00|1.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|3.00|0.00|3.00|0.00|73.00|0.00|417.00|9.00|426.00|663.00|||||1|2|16|TECUALA|568|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|569.00|R|B|75.00|54.00|6.00|1.00|1.00|3.00|7.00|1.00|9.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|2.00|0.00|71.00|0.00|232.00|6.00|238.00|321.00|||||1|2|16|TECUALA|569|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|570.00|R|B|58.00|105.00|52.00|5.00|12.00|3.00|9.00|4.00|12.00|10.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|7.00|0.00|0.00|3.00|1.00|33.00|0.00|317.00|19.00|336.00|494.00|||||1|2|16|TECUALA|570|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|570.00|R|C01|63.00|83.00|45.00|4.00|8.00|0.00|15.00|3.00|14.00|5.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|1.00|0.00|6.00|1.00|0.00|4.00|0.00|34.00|0.00|288.00|32.00|320.00|493.00|||||1|2|16|TECUALA|570|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|571.00|U|B|29.00|83.00|48.00|0.00|1.00|1.00|8.00|3.00|31.00|0.00|1.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|2.00|0.00|46.00|0.00|257.00|19.00|276.00|389.00|||||1|2|16|TECUALA|571|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|571.00|U|C01|38.00|68.00|52.00|3.00|2.00|0.00|5.00|2.00|22.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|2.00|1.00|66.00|0.00|266.00|13.00|279.00|388.00|||||1|2|16|TECUALA|571|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|572.00|U|B|56.00|115.00|65.00|6.00|5.00|5.00|5.00|11.00|44.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|5.00|1.00|3.00|1.00|1.00|62.00|0.00|388.00|17.00|405.00|606.00|||||1|2|16|TECUALA|572|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|573.00|U|B|92.00|123.00|86.00|3.00|6.00|2.00|8.00|14.00|34.00|1.00|0.00|1.00|0.00|0.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|1.00|2.00|75.00|0.00|453.00|16.00|469.00|749.00|||||1|2|16|TECUALA|573|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|574.00|U|B|74.00|110.00|72.00|0.00|3.00|1.00|4.00|11.00|27.00|1.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|4.00|2.00|56.00|0.00|370.00|14.00|384.00|541.00|||||1|2|16|TECUALA|574|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|575.00|U|B|43.00|53.00|42.00|1.00|3.00|0.00|2.00|11.00|27.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|1.00|1.00|0.00|1.00|0.00|58.00|0.00|246.00|10.00|256.00|395.00|||||1|2|16|TECUALA|575|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|575.00|U|C01|46.00|54.00|47.00|0.00|2.00|2.00|7.00|5.00|25.00|0.00|2.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|1.00|47.00|0.00|242.00|11.00|253.00|394.00|||||1|2|16|TECUALA|575|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|576.00|R|B|112.00|115.00|40.00|1.00|7.00|4.00|6.00|16.00|47.00|0.00|2.00|0.00|0.00|0.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|4.00|6.00|0.00|0.00|4.00|1.00|27.00|0.00|396.00|18.00|414.00|717.00|||||1|2|16|TECUALA|576|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|577.00|M|B|62.00|106.00|22.00|3.00|1.00|1.00|9.00|2.00|35.00|1.00|1.00|1.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|2.00|0.00|77.00|0.00|327.00|8.00|335.00|499.00|||||1|2|16|TECUALA|577|M|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|578.00|U|B|25.00|76.00|23.00|2.00|0.00|0.00|4.00|5.00|33.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|3.00|0.00|49.00|0.00|223.00|9.00|232.00|413.00|||||1|2|16|TECUALA|578|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|578.00|U|C01|38.00|55.00|26.00|5.00|0.00|0.00|8.00|3.00|28.00|1.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|1.00|1.00|0.00|59.00|0.00|230.00|15.00|245.00|413.00|||||1|2|16|TECUALA|578|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|579.00|R|B|28.00|140.00|34.00|2.00|2.00|0.00|9.00|1.00|26.00|2.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|168.00|0.00|415.00|11.00|426.00|613.00|||||1|2|16|TECUALA|579|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|580.00|R|B|27.00|53.00|10.00|2.00|4.00|0.00|2.00|0.00|18.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|3.00|1.00|141.00|0.00|263.00|12.00|275.00|381.00|||||1|2|16|TECUALA|580|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|580.00|R|C01|33.00|62.00|14.00|1.00|5.00|1.00|2.00|4.00|14.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|107.00|0.00|246.00|5.00|251.00|381.00|||||1|2|16|TECUALA|580|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|581.00|R|B|31.00|143.00|14.00|6.00|3.00|2.00|19.00|1.00|28.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|84.00|0.00|332.00|15.00|347.00|484.00|||||1|2|16|TECUALA|581|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|582.00|R|B|33.00|74.00|59.00|3.00|8.00|3.00|2.00|3.00|10.00|0.00|0.00|2.00|1.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|1.00|69.00|0.00|273.00|10.00|283.00|485.00|||||1|2|16|TECUALA|582|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|582.00|R|C01|35.00|76.00|44.00|5.00|4.00|0.00|6.00|4.00|14.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|1.00|0.00|2.00|0.00|0.00|1.00|2.00|91.00|0.00|287.00|20.00|307.00|484.00|||||1|2|16|TECUALA|582|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|583.00|U|B|34.00|66.00|41.00|2.00|2.00|1.00|6.00|2.00|34.00|2.00|2.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|3.00|0.00|45.00|0.00|244.00|10.00|254.00|395.00|||||1|2|16|TECUALA|583|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|583.00|U|C01|44.00|54.00|40.00|1.00|2.00|3.00|6.00|2.00|45.00|0.00|2.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|47.00|0.00|251.00|12.00|263.00|395.00|||||1|2|16|TECUALA|583|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|584.00|U|B|57.00|106.00|67.00|2.00|5.00|6.00|12.00|4.00|65.00|1.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|2.00|0.00|83.00|0.00|416.00|20.00|436.00|704.00|||||1|2|16|TECUALA|584|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|585.00|U|B|36.00|69.00|20.00|2.00|2.00|10.00|9.00|0.00|38.00|1.00|3.00|1.00|2.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|1.00|83.00|0.00|282.00|21.00|303.00|463.00|||||1|2|16|TECUALA|585|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|586.00|U|B|30.00|119.00|50.00|3.00|3.00|8.00|8.00|0.00|15.00|0.00|2.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|2.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|110.00|0.00|356.00|29.00|385.00|577.00|||||1|2|16|TECUALA|586|U|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|587.00|R|B|54.00|189.00|79.00|3.00|6.00|1.00|7.00|8.00|13.00|1.00|6.00|1.00|0.00|0.00|1.00|2.00|0.00|0.00|1.00|0.00|0.00|1.00|1.00|3.00|1.00|0.00|1.00|52.00|0.00|431.00|30.00|461.00|678.00|||||1|2|16|TECUALA|587|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|588.00|R|B|30.00|117.00|30.00|2.00|4.00|2.00|3.00|7.00|32.00|0.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|3.00|0.00|0.00|1.00|0.00|1.00|0.00|1.00|0.00|17.00|0.00|253.00|13.00|266.00|447.00|||||1|2|16|TECUALA|588|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|588.00|R|C01|49.00|99.00|44.00|0.00|3.00|3.00|7.00|7.00|37.00|0.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|20.00|0.00|274.00|19.00|293.00|447.00|||||1|2|16|TECUALA|588|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|589.00|R|B|17.00|42.00|5.00|1.00|0.00|0.00|4.00|1.00|14.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|38.00|0.00|125.00|4.00|129.00|250.00|||||1|2|16|TECUALA|589|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|590.00|R|B|10.00|29.00|6.00|0.00|0.00|0.00|1.00|3.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|5.00|0.00|67.00|6.00|73.00|101.00|||||1|2|16|TECUALA|590|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|590.00|R|E01|10.00|20.00|32.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22.00|0.00|87.00|1.00|88.00|101.00|||||1|2|16|TECUALA|590|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|591.00|R|B|62.00|92.00|20.00|4.00|5.00|1.00|6.00|1.00|7.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|14.00|0.00|215.00|8.00|223.00|383.00|||||1|2|16|TECUALA|591|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|591.00|R|C01|55.00|60.00|28.00|6.00|2.00|2.00|6.00|3.00|11.00|1.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|32.00|0.00|210.00|15.00|225.00|383.00|||||1|2|16|TECUALA|591|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|592.00|R|B|24.00|34.00|19.00|1.00|3.00|2.00|1.00|2.00|25.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|8.00|0.00|122.00|3.00|125.00|186.00|||||1|2|16|TECUALA|592|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|593.00|R|B|29.00|128.00|20.00|3.00|4.00|4.00|4.00|4.00|37.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|2.00|0.00|3.00|1.00|20.00|0.00|263.00|13.00|276.00|407.00|||||1|2|16|TECUALA|593|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|594.00|R|B|47.00|70.00|15.00|4.00|2.00|8.00|15.00|1.00|26.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|26.00|0.00|219.00|9.00|228.00|325.00|||||1|2|16|TECUALA|594|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|595.00|R|B|67.00|99.00|26.00|4.00|3.00|2.00|4.00|2.00|16.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|1.00|2.00|0.00|26.00|0.00|256.00|4.00|260.00|367.00|||||1|2|16|TECUALA|595|R|
1.00|18.00|NAYARIT|1|2.00|TECUALA|16.00|TECUALA|596.00|R|B|11.00|88.00|11.00|2.00|6.00|0.00|2.00|2.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|3.00|37.00|0.00|174.00|7.00|181.00|286.00|||||1|2|16|TECUALA|596|R|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|597.00|U|B|107.00|56.00|10.00|14.00|1.00|1.00|8.00|3.00|48.00|6.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|7.00|1.00|23.00|0.00|289.00|6.00|295.00|502.00|||||2|6|17|TEPIC|597|U|
1.00|18.00|NAYARIT|2|6.00|TEPIC|17.00|TEPIC|597.00|U|C01|91.00|47.00|21.00|14.00|2.00|2.00|20.00|3.00|56.00|5.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14.00|1.00|24.00|0.00|303.00|1.00|304.00|501.00|||||2|6|17|TEPIC|597|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|598.00|U|B|108.00|81.00|26.00|18.00|4.00|1.00|18.00|4.00|81.00|4.00|6.00|2.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|15.00|0.00|40.00|0.00|412.00|7.00|419.00|716.00|||||2|9|17|TEPIC|598|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|598.00|U|C01|113.00|83.00|22.00|12.00|2.00|0.00|10.00|4.00|70.00|5.00|4.00|4.00|0.00|0.00|0.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|9.00|2.00|31.00|0.00|379.00|8.00|387.00|715.00|||||2|9|17|TEPIC|598|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|598.00|U|C02|116.00|70.00|23.00|15.00|2.00|0.00|15.00|5.00|60.00|5.00|4.00|2.00|0.00|0.00|1.00|2.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|16.00|8.00|32.00|0.00|379.00|7.00|386.00|715.00|||||2|9|17|TEPIC|598|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|598.00|U|C03|129.00|58.00|25.00|11.00|4.00|0.00|16.00|3.00|66.00|5.00|2.00|1.00|0.00|0.00|0.00|3.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|11.00|3.00|45.00|0.00|385.00|10.00|395.00|715.00|||||2|9|17|TEPIC|598|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|598.00|U|C04|114.00|75.00|18.00|17.00|2.00|2.00|12.00|6.00|50.00|7.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|6.00|3.00|49.00|0.00|370.00|7.00|377.00|715.00|||||2|9|17|TEPIC|598|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|599.00|U|B|114.00|112.00|9.00|12.00|3.00|0.00|21.00|3.00|80.00|7.00|1.00|2.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|11.00|2.00|47.00|0.00|426.00|10.00|436.00|728.00|||||2|9|17|TEPIC|599|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|600.00|U|B|95.00|44.00|10.00|10.00|3.00|14.00|3.00|3.00|59.00|5.00|0.00|7.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|19.00|4.00|55.00|0.00|333.00|17.00|350.00|629.00|||||2|9|17|TEPIC|600|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|600.00|U|C01|106.00|53.00|10.00|7.00|3.00|0.00|16.00|3.00|64.00|2.00|1.00|0.00|0.00|1.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|17.00|0.00|55.00|1.00|344.00|3.00|348.00|628.00|||||2|9|17|TEPIC|600|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|601.00|U|B|104.00|41.00|9.00|12.00|7.00|0.00|19.00|4.00|65.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|12.00|0.00|44.00|0.00|320.00|6.00|326.00|574.00|||||2|9|17|TEPIC|601|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|601.00|U|C01|103.00|50.00|11.00|9.00|4.00|0.00|7.00|2.00|61.00|1.00|6.00|2.00|1.00|0.00|1.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|12.00|1.00|34.00|0.00|309.00|9.00|318.00|573.00|||||2|9|17|TEPIC|601|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|601.00|U|C02|106.00|50.00|11.00|7.00|0.00|0.00|12.00|3.00|47.00|3.00|8.00|1.00|0.00|1.00|0.00|6.00|0.00|0.00|1.00|0.00|0.00|2.00|1.00|0.00|0.00|10.00|4.00|40.00|0.00|313.00|11.00|324.00|573.00|||||2|9|17|TEPIC|601|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|601.00|U|C03|100.00|54.00|7.00|11.00|2.00|1.00|14.00|1.00|57.00|3.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|2.00|1.00|0.00|0.00|13.00|0.00|46.00|0.00|315.00|10.00|325.00|573.00|||||2|9|17|TEPIC|601|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|602.00|U|B|136.00|74.00|21.00|13.00|1.00|1.00|12.00|4.00|100.00|6.00|11.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|17.00|3.00|31.00|0.00|432.00|7.00|439.00|640.00|||||2|9|17|TEPIC|602|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|602.00|U|C01|167.00|88.00|18.00|12.00|1.00|1.00|12.00|2.00|84.00|2.00|3.00|0.00|0.00|0.00|0.00|2.00|1.00|1.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|16.00|2.00|27.00|0.00|441.00|5.00|446.00|640.00|||||2|9|17|TEPIC|602|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|603.00|U|B|97.00|56.00|10.00|11.00|2.00|4.00|11.00|9.00|60.00|1.00|2.00|0.00|0.00|0.00|0.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|25.00|1.00|31.00|0.00|325.00|12.00|337.00|557.00|||||2|9|17|TEPIC|603|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|603.00|U|C01|99.00|65.00|13.00|6.00|0.00|1.00|13.00|1.00|80.00|2.00|3.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|14.00|1.00|21.00|0.00|325.00|4.00|329.00|556.00|||||2|9|17|TEPIC|603|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|604.00|U|B|111.00|53.00|13.00|6.00|3.00|1.00|13.00|1.00|97.00|3.00|1.00|1.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|12.00|0.00|32.00|0.00|350.00|7.00|357.00|639.00|||||2|9|17|TEPIC|604|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|604.00|U|C01|102.00|71.00|14.00|9.00|1.00|1.00|14.00|1.00|89.00|4.00|3.00|2.00|0.00|0.00|0.00|4.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|13.00|0.00|27.00|0.00|358.00|3.00|361.00|639.00|||||2|9|17|TEPIC|604|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|605.00|U|B|106.00|79.00|8.00|6.00|2.00|2.00|26.00|1.00|58.00|5.00|1.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|23.00|1.00|36.00|1.00|358.00|9.00|368.00|665.00|||||2|9|17|TEPIC|605|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|605.00|U|C01|88.00|79.00|10.00|6.00|2.00|0.00|13.00|6.00|57.00|5.00|2.00|1.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|20.00|0.00|1.00|51.00|294.00|10.00|355.00|665.00|||||2|9|17|TEPIC|605|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|606.00|U|B|100.00|76.00|15.00|10.00|4.00|0.00|19.00|2.00|62.00|6.00|4.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|32.00|2.00|28.00|0.00|362.00|12.00|374.00|646.00|||||2|9|17|TEPIC|606|U|
1.00|18.00|NAYARIT|2|9.00|TEPIC|17.00|TEPIC|606.00|U|C01|101.00|109.00|11.00|6.00|1.00|2.00|17.00|2.00|65.00|9.00|2.00|0.00|0.00|0.00|0.00|4.00|0.00|0.00|2.00|0.00|0.00|2.00|1.00|1.00|0.00|25.00|2.00|26.00|0.00|388.00|8.00|396.00|645.00|||||2|9|17|TEPIC|606|U|
