CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|PRS|MC|NVA_ALIANZA|MORENA|ES|PAN_PRD_PT_PRS|PAN_PRD_PT|PAN_PRD_PRS|PAN_PT_PRS|PRD_PT_PRS|PAN_PRD|PAN_PT|PAN_PRS|PRD_PT|PRD_PRS|PT_PRS|PRI_PVEM_NVA_ALIANZA|PRI_PVEM|PRI_NVA_ALIANZA|PVEM_NVA_ALIANZA|CAND_IND1|CAND_IND2|CAND_IND3|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
1.00|18.00|NAYARIT|3|16.00|IXTLAN DEL RIO|7.00|IXTLAN DEL RIO|232.00|R|E01|61.00|38.00|1.00|6.00|32.00|0.00|13.00|0.00|2.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|1.00|29.00|0.00|186.00|5.00|191.00|278.00|||||3|16|7|IXTLAN DEL RIO|232|R|
1.00|18.00|NAYARIT|3|16.00|IXTLAN DEL RIO|7.00|IXTLAN DEL RIO|233.00|R|B|69.00|37.00|4.00|12.00|0.00|0.00|20.00|2.00|9.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|6.00|1.00|0.00|0.00|1.00|16.00|0.00|179.00|19.00|198.00|342.00|||||3|16|7|IXTLAN DEL RIO|233|R|
1.00|18.00|NAYARIT|3|16.00|IXTLAN DEL RIO|7.00|IXTLAN DEL RIO|234.00|R|B|44.00|27.00|4.00|5.00|18.00|0.00|14.00|2.00|2.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|14.00|0.00|8.00|0.00|142.00|10.00|152.00|233.00|||||3|16|7|IXTLAN DEL RIO|234|R|
1.00|18.00|NAYARIT|3|16.00|IXTLAN DEL RIO|7.00|IXTLAN DEL RIO|235.00|R|B|89.00|40.00|1.00|3.00|21.00|1.00|19.00|0.00|9.00|5.00|2.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|4.00|0.00|26.00|0.00|225.00|11.00|236.00|392.00|||||3|16|7|IXTLAN DEL RIO|235|R|
1.00|18.00|NAYARIT|3|16.00|IXTLAN DEL RIO|7.00|IXTLAN DEL RIO|236.00|R|B|67.00|53.00|5.00|7.00|43.00|1.00|32.00|3.00|31.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|3.00|1.00|49.00|0.00|303.00|12.00|315.00|510.00|||||3|16|7|IXTLAN DEL RIO|236|R|
1.00|18.00|NAYARIT|3|16.00|IXTLAN DEL RIO|7.00|IXTLAN DEL RIO|236.00|R|C01|60.00|61.00|4.00|5.00|42.00|0.00|28.00|3.00|26.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|8.00|0.00|0.00|0.00|0.00|46.00|0.00|287.00|17.00|304.00|510.00|||||3|16|7|IXTLAN DEL RIO|236|R|
1.00|18.00|NAYARIT|3|16.00|IXTLAN DEL RIO|7.00|IXTLAN DEL RIO|237.00|R|B|25.00|24.00|0.00|3.00|14.00|2.00|15.00|0.00|8.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|18.00|2.00|111.00|10.00|123.00|183.00|||||3|16|7|IXTLAN DEL RIO|237|R|
1.00|18.00|NAYARIT|3|16.00|IXTLAN DEL RIO|7.00|IXTLAN DEL RIO|238.00|R|B|37.00|37.00|2.00|5.00|21.00|1.00|39.00|4.00|13.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|19.00|0.00|181.00|6.00|187.00|330.00|||||3|16|7|IXTLAN DEL RIO|238|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|239.00|U|B|170.00|154.00|1.00|1.00|3.00|0.00|7.00|28.00|6.00|2.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|2.00|4.00|0.00|20.00|0.00|402.00|12.00|414.00|553.00|||||3|13|8|JALA|239|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|240.00|U|B|120.00|100.00|1.00|0.00|0.00|1.00|6.00|13.00|35.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|2.00|0.00|41.00|0.00|320.00|14.00|334.00|482.00|||||3|13|8|JALA|240|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|241.00|U|B|126.00|112.00|0.00|1.00|3.00|0.00|11.00|20.00|33.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|2.00|27.00|0.00|338.00|5.00|343.00|436.00|||||3|13|8|JALA|241|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|241.00|U|C01|97.00|114.00|1.00|1.00|2.00|1.00|5.00|13.00|38.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|3.00|1.00|29.00|0.00|308.00|13.00|321.00|435.00|||||3|13|8|JALA|241|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|242.00|M|B|140.00|109.00|0.00|0.00|2.00|0.00|5.00|19.00|13.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|22.00|0.00|317.00|9.00|326.00|421.00|||||3|13|8|JALA|242|M|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|242.00|M|C01|147.00|134.00|2.00|0.00|0.00|0.00|11.00|9.00|15.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|9.00|0.00|330.00|8.00|338.00|420.00|||||3|13|8|JALA|242|M|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|243.00|U|B|157.00|172.00|1.00|2.00|1.00|0.00|10.00|22.00|21.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|2.00|1.00|8.00|0.00|401.00|5.00|406.00|556.00|||||3|13|8|JALA|243|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|244.00|U|B|147.00|124.00|0.00|1.00|4.00|0.00|8.00|20.00|22.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|26.00|0.00|355.00|8.00|363.00|504.00|||||3|13|8|JALA|244|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|244.00|U|C01|155.00|115.00|2.00|0.00|1.00|0.00|10.00|24.00|21.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|20.00|0.00|349.00|1.00|350.00|504.00|||||3|13|8|JALA|244|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|245.00|R|B|44.00|46.00|1.00|2.00|0.00|2.00|5.00|8.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|8.00|0.00|122.00|5.00|127.00|174.00|||||3|13|8|JALA|245|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|246.00|R|B|39.00|34.00|0.00|1.00|0.00|0.00|20.00|1.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|101.00|1.00|102.00|125.00|||||3|13|8|JALA|246|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|246.00|R|E01|49.00|78.00|1.00|0.00|0.00|0.00|8.00|25.00|13.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|6.00|0.00|184.00|6.00|190.00|237.00|||||3|13|8|JALA|246|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|247.00|R|B|62.00|87.00|0.00|1.00|1.00|0.00|3.00|31.00|15.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|4.00|2.00|12.00|0.00|221.00|9.00|230.00|305.00|||||3|13|8|JALA|247|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|248.00|M|B|182.00|186.00|2.00|0.00|1.00|0.00|43.00|7.00|5.00|3.00|1.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|24.00|0.00|457.00|24.00|481.00|647.00|||||3|13|8|JALA|248|M|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|248.00|M|C01|189.00|188.00|8.00|1.00|3.00|0.00|52.00|4.00|11.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|1.00|0.00|1.00|0.00|20.00|0.00|482.00|11.00|493.00|647.00|||||3|13|8|JALA|248|M|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|249.00|U|B|142.00|154.00|0.00|1.00|1.00|1.00|16.00|9.00|7.00|3.00|1.00|2.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|17.00|0.00|356.00|8.00|364.00|479.00|||||3|13|8|JALA|249|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|249.00|U|C01|159.00|159.00|2.00|1.00|1.00|0.00|11.00|3.00|1.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|3.00|0.00|0.00|0.00|18.00|0.00|364.00|10.00|374.00|479.00|||||3|13|8|JALA|249|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|250.00|R|B|141.00|170.00|9.00|1.00|0.00|0.00|112.00|22.00|21.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|28.00|0.00|507.00|14.00|521.00|711.00|||||3|13|8|JALA|250|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|251.00|R|B|112.00|190.00|5.00|0.00|1.00|0.00|58.00|2.00|14.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|10.00|0.00|394.00|8.00|402.00|529.00|||||3|13|8|JALA|251|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|252.00|R|B|155.00|170.00|1.00|0.00|5.00|0.00|13.00|9.00|7.00|1.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|18.00|10.00|384.00|0.00|394.00|487.00|||||3|13|8|JALA|252|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|252.00|R|C01|159.00|168.00|5.00|0.00|3.00|1.00|13.00|5.00|9.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|11.00|0.00|378.00|10.00|388.00|486.00|||||3|13|8|JALA|252|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|252.00|R|E01|127.00|85.00|0.00|0.00|0.00|0.00|23.00|7.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|12.00|0.00|257.00|3.00|260.00|316.00|||||3|13|8|JALA|252|R|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|253.00|U|B|130.00|139.00|1.00|2.00|8.00|0.00|24.00|9.00|43.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|1.00|58.00|0.00|424.00|8.00|432.00|576.00|||||3|13|8|JALA|253|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|253.00|U|C01|128.00|144.00|2.00|1.00|12.00|0.00|24.00|11.00|49.00|3.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|2.00|54.00|0.00|435.00|15.00|450.00|575.00|||||3|13|8|JALA|253|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|254.00|U|B|69.00|70.00|1.00|0.00|3.00|0.00|18.00|11.00|39.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|1.00|1.00|55.00|0.00|272.00|6.00|278.00|379.00|||||3|13|8|JALA|254|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|254.00|U|C01|96.00|67.00|3.00|2.00|0.00|1.00|29.00|9.00|25.00|6.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|57.00|0.00|299.00|2.00|301.00|378.00|||||3|13|8|JALA|254|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|255.00|U|B|82.00|85.00|1.00|0.00|4.00|0.00|17.00|8.00|49.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|2.00|0.00|45.00|0.00|297.00|11.00|308.00|389.00|||||3|13|8|JALA|255|U|
1.00|18.00|NAYARIT|3|13.00|SANTA MARIA DEL ORO|8.00|JALA|256.00|U|B|148.00|147.00|2.00|1.00|1.00|0.00|23.00|9.00|47.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|1.00|0.00|5.00|2.00|56.00|0.00|445.00|15.00|460.00|575.00|||||3|13|8|JALA|256|U|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|257.00|M|B|223.00|56.00|5.00|1.00|7.00|0.00|18.00|0.00|33.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|14.00|0.00|363.00|12.00|375.00|542.00|||||1|3|9|DEL NAYAR|257|M|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|257.00|M|C01|198.00|88.00|0.00|0.00|24.00|0.00|24.00|0.00|19.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|14.00|0.00|370.00|9.00|379.00|542.00|||||1|3|9|DEL NAYAR|257|M|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|258.00|M|B|225.00|100.00|1.00|3.00|10.00|1.00|22.00|2.00|34.00|4.00|3.00|0.00|0.00|0.00|0.00|2.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|2.00|0.00|22.00|0.00|435.00|27.00|462.00|719.00|||||1|3|9|DEL NAYAR|258|M|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|258.00|M|C01|219.00|107.00|1.00|1.00|16.00|2.00|10.00|11.00|19.00|1.00|8.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|2.00|1.00|0.00|1.00|0.00|27.00|0.00|428.00|19.00|447.00|719.00|||||1|3|9|DEL NAYAR|258|M|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|258.00|M|C02|230.00|63.00|3.00|2.00|18.00|0.00|22.00|6.00|33.00|4.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|1.00|0.00|3.00|0.00|21.00|0.00|411.00|21.00|432.00|719.00|||||1|3|9|DEL NAYAR|258|M|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|258.00|M|SMR01|41.00|27.00|5.00|0.00|5.00|0.00|11.00|0.00|22.00|1.00|2.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|0.00|119.00|6.00|125.00|0.00|||||1|3|9|DEL NAYAR|258|M|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|259.00|R|B|63.00|76.00|71.00|5.00|15.00|1.00|9.00|14.00|21.00|9.00|0.00|0.00|0.00|0.00|0.00|1.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|4.00|1.00|1.00|0.00|10.00|0.00|304.00|30.00|334.00|535.00|||||1|3|9|DEL NAYAR|259|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|259.00|R|C01|81.00|53.00|80.00|4.00|3.00|3.00|9.00|12.00|28.00|12.00|1.00|0.00|0.00|0.00|0.00|4.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|16.00|0.00|308.00|22.00|330.00|534.00|||||1|3|9|DEL NAYAR|259|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|259.00|R|C02|68.00|57.00|58.00|5.00|23.00|2.00|16.00|9.00|24.00|9.00|0.00|0.00|0.00|0.00|0.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|10.00|0.00|287.00|18.00|305.00|534.00|||||1|3|9|DEL NAYAR|259|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|259.00|R|E01|170.00|31.00|33.00|3.00|2.00|0.00|18.00|12.00|9.00|11.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|6.00|0.00|298.00|32.00|330.00|556.00|||||1|3|9|DEL NAYAR|259|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|259.00|R|E01C01|204.00|35.00|15.00|4.00|8.00|6.00|13.00|14.00|16.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|7.00|0.00|327.00|23.00|350.00|555.00|||||1|3|9|DEL NAYAR|259|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|259.00|R|E02|130.00|57.00|57.00|6.00|19.00|0.00|14.00|16.00|13.00|0.00|3.00|0.00|0.00|0.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|7.00|0.00|328.00|30.00|358.00|572.00|||||1|3|9|DEL NAYAR|259|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|259.00|R|E03|85.00|13.00|7.00|1.00|3.00|0.00|5.00|5.00|6.00|24.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|2.00|4.00|0.00|158.00|21.00|179.00|242.00|||||1|3|9|DEL NAYAR|259|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|260.00|R|B|318.00|37.00|2.00|0.00|2.00|4.00|6.00|10.00|13.00|1.00|13.00|0.00|0.00|0.00|0.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|3.00|0.00|26.00|0.00|439.00|31.00|470.00|730.00|||||1|3|9|DEL NAYAR|260|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|260.00|R|E01|87.00|2.00|5.00|0.00|2.00|0.00|1.00|3.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|23.00|0.00|127.00|20.00|147.00|222.00|||||1|3|9|DEL NAYAR|260|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|261.00|R|B|212.00|79.00|3.00|0.00|4.00|3.00|1.00|7.00|18.00|1.00|1.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|1.00|0.00|1.00|0.00|30.00|0.00|366.00|30.00|396.00|581.00|||||1|3|9|DEL NAYAR|261|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|262.00|R|B|105.00|48.00|8.00|4.00|8.00|6.00|16.00|9.00|20.00|126.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|16.00|0.00|371.00|27.00|398.00|691.00|||||1|3|9|DEL NAYAR|262|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|262.00|R|E01|146.00|21.00|4.00|0.00|5.00|4.00|32.00|8.00|17.00|18.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|39.00|0.00|294.00|14.00|308.00|454.00|||||1|3|9|DEL NAYAR|262|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|263.00|R|B|29.00|13.00|0.00|0.00|5.00|0.00|19.00|0.00|8.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|25.00|0.00|104.00|20.00|124.00|152.00|||||1|3|9|DEL NAYAR|263|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|264.00|R|B|176.00|53.00|10.00|1.00|18.00|1.00|3.00|1.00|3.00|0.00|0.00|1.00|0.00|0.00|0.00|3.00|1.00|0.00|0.00|0.00|0.00|2.00|2.00|1.00|0.00|0.00|0.00|50.00|0.00|326.00|33.00|359.00|520.00|||||1|3|9|DEL NAYAR|264|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|264.00|R|E01|74.00|27.00|1.00|0.00|1.00|0.00|0.00|0.00|4.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|10.00|0.00|121.00|5.00|126.00|173.00|||||1|3|9|DEL NAYAR|264|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|265.00|R|B|127.00|70.00|2.00|2.00|4.00|0.00|3.00|1.00|6.00|0.00|6.00|0.00|0.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|1.00|3.00|0.00|0.00|1.00|1.00|36.00|0.00|266.00|24.00|290.00|414.00|||||1|3|9|DEL NAYAR|265|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|266.00|R|B|220.00|42.00|3.00|1.00|20.00|0.00|27.00|12.00|13.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|3.00|0.00|0.00|1.00|12.00|0.00|359.00|35.00|394.00|564.00|||||1|3|9|DEL NAYAR|266|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|267.00|R|B|103.00|69.00|9.00|2.00|29.00|1.00|11.00|3.00|33.00|8.00|1.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|1.00|2.00|0.00|64.00|0.00|341.00|33.00|374.00|579.00|||||1|3|9|DEL NAYAR|267|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|267.00|R|C01|105.00|72.00|8.00|1.00|20.00|1.00|18.00|3.00|23.00|8.00|2.00|0.00|0.00|0.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|3.00|0.00|62.00|0.00|332.00|22.00|354.00|579.00|||||1|3|9|DEL NAYAR|267|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|267.00|R|C02|81.00|74.00|3.00|2.00|26.00|1.00|29.00|2.00|28.00|15.00|6.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|51.00|0.00|320.00|21.00|341.00|578.00|||||1|3|9|DEL NAYAR|267|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|267.00|R|E01|50.00|18.00|0.00|1.00|2.00|2.00|2.00|1.00|10.00|9.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|1.00|0.00|99.00|0.00|198.00|24.00|222.00|321.00|||||1|3|9|DEL NAYAR|267|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|267.00|R|E02|99.00|39.00|3.00|2.00|7.00|3.00|18.00|0.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|25.00|0.00|201.00|8.00|209.00|305.00|||||1|3|9|DEL NAYAR|267|R|
1.00|18.00|NAYARIT|1|3.00|JESUS MARIA|9.00|DEL NAYAR|267.00|R|E03|78.00|15.00|2.00|2.00|2.00|1.00|29.00|5.00|22.00|14.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|64.00|0.00|235.00|19.00|254.00|318.00|||||1|3|9|DEL NAYAR|267|R|
