CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|NVA_ALIANZA|MORENA|ES|PRD_PAN|PRI_PVEM_NVA_ALIANZA|PRI_PVEM|PRI_NVA_ALIANZA|PVEM_NVA_ALIANZA|CAND_IND1|CAND_IND2|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1177.00|RURAL|B|1.00|72.00|3.00|8.00|1.00|2.00|87.00|0.00|0.00|1.00|0.00|0.00|1.00|1.00|1.00|0.00|178.00|3.00|181.00|256.00|GRUPO DE RECUENTO||||4|15|38|PINOS|1177|R|
2|32|ZACATECAS|2|10.00|JEREZ|44.00|SUSTICACAN|1385.00|MIXTO(A)|B|15.00|142.00|5.00|9.00|4.00|5.00|104.00|72.00|1.00|0.00|2.00|0.00|0.00|2.00|7.00|0.00|368.00|16.00|384.00|545.00|ACTA CASILLA||||2|10|43|SUSTICACAN|1385|M|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1571.00|RURAL|B|17.00|66.00|36.00|0.00|2.00|0.00|13.00|10.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|147.00|11.00|158.00|223.00|GRUPO DE RECUENTO||||2|7|49|VALPARAISO|1571|R|
2|32|ZACATECAS|2|10.00|JEREZ|31.00|MONTE ESCOBEDO|940.00|RURAL|B|24.00|35.00|2.00|21.00|1.00|2.00|6.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|95.00|1.00|96.00|168.00|ACTA CASILLA||||2|10|31|MONTE ESCOBEDO|940|R|
2|32|ZACATECAS|2|10.00|JEREZ|31.00|MONTE ESCOBEDO|941.00|RURAL|B|29.00|54.00|0.00|38.00|2.00|2.00|3.00|3.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|132.00|2.00|134.00|195.00|ACTA CASILLA||||2|10|31|MONTE ESCOBEDO|941|R|
2|32|ZACATECAS|2|10.00|JEREZ|31.00|MONTE ESCOBEDO|936.00|RURAL|B|53.00|20.00|2.00|28.00|1.00|2.00|8.00|6.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|122.00|4.00|126.00|192.00|ACTA CASILLA||||2|10|31|MONTE ESCOBEDO|936|R|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1578.00|RURAL|B|16.00|119.00|113.00|0.00|2.00|1.00|31.00|30.00|5.00|2.00|2.00|0.00|0.00|0.00|0.00|0.00|321.00|17.00|338.00|595.00|GRUPO DE RECUENTO||||2|7|49|VALPARAISO|1578|R|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1189.00|RURAL|B|1.00|35.00|3.00|2.00|1.00|0.00|35.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|78.00|2.00|80.00|112.00|GRUPO DE RECUENTO||||4|15|38|PINOS|1189|R|
2|32|ZACATECAS|2|10.00|JEREZ|47.00|TEPETONGO|1440.00|RURAL|B|6.00|61.00|7.00|0.00|1.00|1.00|14.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|91.00|1.00|92.00|162.00|ACTA CASILLA||||2|10|46|TEPETONGO|1440|R|
2|32|ZACATECAS|2|14.00|TLALTENANGO DE SANCHEZ ROMAN|46.00|TEPECHITLAN|1432.00|RURAL|B|18.00|55.00|36.00|8.00|2.00|0.00|27.00|5.00|6.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|158.00|12.00|170.00|259.00|GRUPO DE RECUENTO||||2|14|45|TEPECHITLAN|1432|R|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1185.00|RURAL|B|1.00|27.00|5.00|1.00|0.00|1.00|33.00|5.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|74.00|6.00|80.00|110.00|GRUPO DE RECUENTO||||4|15|38|PINOS|1185|R|
2|32|ZACATECAS|2|10.00|JEREZ|31.00|MONTE ESCOBEDO|938.00|RURAL|B|10.00|21.00|1.00|32.00|1.00|2.00|14.00|3.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|85.00|3.00|88.00|143.00|ACTA CASILLA||||2|10|31|MONTE ESCOBEDO|938|R|
2|32|ZACATECAS|2|10.00|JEREZ|44.00|SUSTICACAN|1387.00|RURAL|B|4.00|51.00|3.00|3.00|1.00|1.00|25.00|97.00|0.00|0.00|0.00|1.00|0.00|2.00|5.00|0.00|193.00|6.00|199.00|256.00|ACTA CASILLA||||2|10|43|SUSTICACAN|1387|R|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1592.00|RURAL|B|1.00|40.00|6.00|2.00|1.00|1.00|9.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|63.00|1.00|64.00|101.00|GRUPO DE RECUENTO||||2|7|49|VALPARAISO|1592|R|
2|32|ZACATECAS|3|12.00|VILLA DE COS|53.00|VILLA DE COS|1653.00|RURAL|B|1.00|41.00|40.00|33.00|1.00|0.00|67.00|7.00|3.00|0.00|1.00|0.00|0.00|1.00|1.00|0.00|196.00|5.00|201.00|291.00|GRUPO DE RECUENTO||||3|12|51|VILLA DE COS|1653|R|
2|32|ZACATECAS|2|14.00|TLALTENANGO DE SANCHEZ ROMAN|33.00|MOYAHUA DE ESTRADA|957.00|MIXTO(A)|B|78.00|96.00|43.00|7.00|3.00|4.00|70.00|6.00|21.00|0.00|1.00|0.00|1.00|3.00|1.00|0.00|334.00|8.00|342.00|576.00|GRUPO DE RECUENTO||||2|14|33|MOYAHUA DE ESTRADA|957|M|
2|32|ZACATECAS|4|15.00|PINOS|56.00|VILLA HIDALGO|1705.00|RURAL|B|2.00|91.00|21.00|1.00|1.00|0.00|15.00|4.00|0.00|0.00|5.00|0.00|0.00|0.00|1.00|0.00|141.00|2.00|143.00|207.00|GRUPO DE RECUENTO||||4|15|54|VILLA HIDALGO|1705|R|
2|32|ZACATECAS|2|10.00|JEREZ|47.00|TEPETONGO|1437.00|RURAL|B|7.00|20.00|10.00|0.00|0.00|2.00|22.00|5.00|1.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|69.00|1.00|70.00|139.00|ACTA CASILLA||||2|10|46|TEPETONGO|1437|R|
2|32|ZACATECAS|4|15.00|PINOS|56.00|VILLA HIDALGO|1707.00|RURAL|B|0.00|82.00|44.00|0.00|2.00|0.00|8.00|2.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|142.00|1.00|143.00|194.00|GRUPO DE RECUENTO||||4|15|54|VILLA HIDALGO|1707|R|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1600.00|RURAL|B|10.00|55.00|51.00|1.00|1.00|0.00|55.00|8.00|6.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|188.00|11.00|199.00|289.00|GRUPO DE RECUENTO||||2|7|49|VALPARAISO|1600|R|
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|688.00|RURAL|B|48.00|60.00|13.00|2.00|5.00|1.00|15.00|11.00|6.00|0.00|0.00|0.00|0.00|2.00|3.00|0.00|166.00|10.00|176.00|298.00|GRUPO DE RECUENTO||||2|10|20|JEREZ|688|R|
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|628.00|MIXTO(A)|S01|49.00|89.00|8.00|9.00|4.00|4.00|96.00|21.00|2.00|3.00|0.00|0.00|0.00|3.00|5.00|0.00|293.00|6.00|299.00|0.00|GRUPO DE RECUENTO||||2|10|20|JEREZ|628|M|
2|32|ZACATECAS|2|10.00|JEREZ|31.00|MONTE ESCOBEDO|916.00|MIXTO(A)|C01|78.00|85.00|5.00|48.00|3.00|3.00|47.00|27.00|6.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|303.00|9.00|312.00|481.00|GRUPO DE RECUENTO||||2|10|31|MONTE ESCOBEDO|916|M|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|136.00|URBANO(A)|C02|16.00|64.00|8.00|9.00|3.00|4.00|75.00|59.00|1.00|1.00|2.00|1.00|5.00|5.00|4.00|0.00|257.00|12.00|269.00|605.00|GRUPO DE RECUENTO||||1|7|10|FRESNILLO|136|U|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|828.00|RURAL|B|0.00|100.00|5.00|0.00|0.00|126.00|38.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|278.00|3.00|281.00|321.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|828|R|
2|32|ZACATECAS|3|12.00|VILLA DE COS|53.00|VILLA DE COS|1627.00|RURAL|B|3.00|51.00|53.00|8.00|2.00|1.00|16.00|8.00|0.00|0.00|0.00|0.00|0.00|5.00|0.00|0.00|147.00|3.00|150.00|224.00|GRUPO DE RECUENTO||||3|12|51|VILLA DE COS|1627|R|
2|32|ZACATECAS|3|18.00|JUAN ALDAMA|40.00|RIO GRANDE|1202.00|URBANO(A)|B|35.00|76.00|22.00|13.00|3.00|5.00|77.00|25.00|7.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|264.00|9.00|273.00|511.00|GRUPO DE RECUENTO||||3|18|39|RIO GRANDE|1202|U|
2|32|ZACATECAS|3|18.00|JUAN ALDAMA|40.00|RIO GRANDE|1202.00|URBANO(A)|C02|33.00|64.00|26.00|25.00|4.00|5.00|63.00|35.00|8.00|1.00|0.00|0.00|0.00|3.00|4.00|0.00|271.00|12.00|283.00|511.00|GRUPO DE RECUENTO||||3|18|39|RIO GRANDE|1202|U|
2|32|ZACATECAS|3|18.00|JUAN ALDAMA|21.00|JUAN ALDAMA|724.00|MIXTO(A)|S01|20.00|90.00|5.00|84.00|11.00|1.00|117.00|58.00|0.00|2.00|1.00|0.00|0.00|2.00|2.00|0.00|393.00|9.00|402.00|0.00|ACTA CASILLA||||3|18|22|JUAN ALDAMA|724|M|
2|32|ZACATECAS|3|18.00|JUAN ALDAMA|21.00|JUAN ALDAMA|724.00|MIXTO(A)|B|3.00|37.00|9.00|6.00|0.00|1.00|63.00|7.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|128.00|0.00|128.00|633.00|ACTA CASILLA||||3|18|22|JUAN ALDAMA|724|M|
2|32|ZACATECAS|3|12.00|VILLA DE COS|7.00|CONCEPCION DEL ORO|99.00|RURAL|B|0.00|57.00|2.00|8.00|2.00|1.00|98.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|180.00|10.00|190.00|271.00|GRUPO DE RECUENTO||||3|12|7|CONCEPCION DEL ORO|99|R|
2|32|ZACATECAS|2|10.00|JEREZ|19.00|JEREZ|647.00|MIXTO(A)|C01|50.00|86.00|5.00|8.00|6.00|6.00|33.00|29.00|1.00|1.00|0.00|2.00|0.00|3.00|11.00|1.00|241.00|11.00|253.00|417.00|ACTA CASILLA||||2|10|20|JEREZ|647|M|
2|32|ZACATECAS|1|7.00|FRESNILLO|13.00|FRESNILLO|279.00|RURAL|B|12.00|142.00|16.00|4.00|4.00|1.00|54.00|12.00|2.00|1.00|2.00|0.00|0.00|3.00|0.00|0.00|253.00|6.00|259.00|412.00|GRUPO DE RECUENTO||||1|7|10|FRESNILLO|279|R|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|839.00|RURAL|B|0.00|27.00|2.00|1.00|0.00|15.00|31.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|76.00|1.00|77.00|113.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|839|R|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|832.00|RURAL|B|1.00|106.00|13.00|0.00|1.00|65.00|11.00|3.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|202.00|7.00|209.00|239.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|832|R|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|826.00|RURAL|B|2.00|102.00|10.00|0.00|0.00|79.00|54.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|250.00|2.00|252.00|285.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|826|R|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|52.00|URBANO(A)|B|77.00|82.00|16.00|17.00|7.00|7.00|42.00|47.00|7.00|2.00|0.00|0.00|0.00|7.00|10.00|0.00|321.00|14.00|335.00|594.00|GRUPO DE RECUENTO||||1|2|5|CALERA|52|U|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|863.00|RURAL|B|0.00|61.00|6.00|0.00|1.00|44.00|35.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|149.00|2.00|151.00|178.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|863|R|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|51.00|URBANO(A)|C01|56.00|54.00|12.00|12.00|2.00|3.00|72.00|33.00|5.00|2.00|0.00|0.00|0.00|1.00|5.00|0.00|257.00|7.00|264.00|427.00|GRUPO DE RECUENTO||||1|2|5|CALERA|51|U|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|45.00|URBANO(A)|C01|42.00|68.00|10.00|5.00|1.00|1.00|47.00|36.00|4.00|1.00|0.00|0.00|0.00|2.00|7.00|0.00|224.00|3.00|227.00|406.00|ACTA CASILLA||||1|2|5|CALERA|45|U|
2|32|ZACATECAS|2|10.00|JEREZ|47.00|TEPETONGO|1433.00|MIXTO(A)|B|33.00|132.00|29.00|2.00|2.00|0.00|33.00|15.00|3.00|1.00|0.00|1.00|0.00|1.00|0.00|0.00|252.00|6.00|258.00|391.00|ACTA CASILLA||||2|10|46|TEPETONGO|1433|M|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|831.00|RURAL|B|0.00|63.00|1.00|3.00|4.00|78.00|116.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|268.00|5.00|273.00|347.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|831|R|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|867.00|RURAL|B|0.00|88.00|18.00|3.00|0.00|37.00|7.00|5.00|3.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|162.00|4.00|166.00|213.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|867|R|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|837.00|RURAL|B|0.00|74.00|0.00|0.00|0.00|5.00|69.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|148.00|4.00|152.00|185.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|837|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1259.00|URBANO(A)|B|35.00|113.00|83.00|7.00|1.00|4.00|139.00|36.00|7.00|0.00|0.00|0.00|0.00|3.00|3.00|0.00|431.00|13.00|444.00|610.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1259|U|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|841.00|RURAL|C01|5.00|93.00|93.00|7.00|2.00|42.00|68.00|6.00|5.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|323.00|10.00|333.00|438.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|841|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1268.00|RURAL|B|20.00|134.00|200.00|8.00|1.00|3.00|43.00|18.00|6.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|434.00|11.00|445.00|684.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1268|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1262.00|MIXTO(A)|B|15.00|103.00|91.00|6.00|1.00|2.00|49.00|7.00|8.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|284.00|17.00|301.00|474.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1262|M|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1267.00|RURAL|B|9.00|72.00|127.00|3.00|1.00|0.00|10.00|3.00|6.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|232.00|2.00|234.00|359.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1267|R|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|842.00|RURAL|B|0.00|50.00|31.00|1.00|0.00|14.00|13.00|3.00|2.00|2.00|0.00|1.00|0.00|0.00|1.00|0.00|118.00|3.00|121.00|162.00|GRUPO DE RECUENTO||||3|12|26|MAZAPIL|842|R|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1235.00|RURAL|B|13.00|189.00|17.00|6.00|5.00|5.00|40.00|16.00|3.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|297.00|18.00|315.00|546.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1235|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1266.00|RURAL|B|10.00|74.00|140.00|5.00|1.00|0.00|45.00|11.00|7.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|295.00|7.00|302.00|412.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1266|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1280.00|RURAL|B|6.00|71.00|92.00|4.00|0.00|2.00|18.00|6.00|4.00|0.00|1.00|0.00|0.00|0.00|2.00|0.00|206.00|1.00|207.00|306.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1280|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1258.00|MIXTO(A)|B|30.00|154.00|89.00|3.00|0.00|9.00|182.00|35.00|5.00|1.00|0.00|0.00|0.00|1.00|2.00|0.00|511.00|16.00|527.00|714.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1258|M|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1264.00|MIXTO(A)|B|14.00|140.00|225.00|5.00|2.00|4.00|55.00|11.00|10.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|467.00|9.00|476.00|745.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1264|M|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1207.00|URBANO(A)|S01|24.00|61.00|8.00|3.00|7.00|1.00|91.00|11.00|3.00|0.00|0.00|0.00|0.00|3.00|6.00|0.00|218.00|3.00|221.00|0.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1207|U|
2|32|ZACATECAS|3|12.00|VILLA DE COS|7.00|CONCEPCION DEL ORO|82.00|RURAL|B|4.00|117.00|12.00|3.00|4.00|0.00|96.00|7.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|245.00|6.00|251.00|386.00|GRUPO DE RECUENTO||||3|12|7|CONCEPCION DEL ORO|82|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1265.00|RURAL|B|11.00|127.00|230.00|3.00|2.00|1.00|16.00|12.00|11.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|414.00|12.00|426.00|598.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1265|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1257.00|URBANO(A)|C01|21.00|77.00|58.00|1.00|1.00|4.00|109.00|10.00|3.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|286.00|5.00|291.00|377.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1257|U|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|821.00|RURAL|B|0.00|65.00|6.00|0.00|3.00|48.00|94.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|223.00|14.00|237.00|317.00|ACTA CASILLA||||3|12|26|MAZAPIL|821|R|
2|32|ZACATECAS|3|12.00|VILLA DE COS|25.00|MAZAPIL|824.00|RURAL|B|2.00|25.00|6.00|4.00|2.00|26.00|34.00|8.00|0.00|0.00|0.00|1.00|1.00|1.00|0.00|0.00|110.00|5.00|115.00|222.00|ACTA CASILLA||||3|12|26|MAZAPIL|824|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1257.00|URBANO(A)|B|13.00|63.00|41.00|6.00|2.00|1.00|114.00|13.00|9.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|263.00|3.00|266.00|377.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1257|U|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1256.00|MIXTO(A)|C01|31.00|117.00|112.00|5.00|4.00|4.00|146.00|19.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|443.00|15.00|458.00|607.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1256|M|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1256.00|MIXTO(A)|B|18.00|117.00|104.00|5.00|4.00|6.00|146.00|18.00|8.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|427.00|9.00|436.00|607.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1256|M|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1260.00|MIXTO(A)|B|19.00|115.00|118.00|5.00|3.00|0.00|145.00|25.00|3.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|434.00|14.00|448.00|639.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1260|M|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1253.00|RURAL|B|13.00|76.00|17.00|22.00|5.00|3.00|57.00|13.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|208.00|12.00|220.00|344.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1253|R|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1235.00|RURAL|C01|8.00|193.00|34.00|10.00|2.00|1.00|47.00|15.00|5.00|1.00|1.00|1.00|0.00|1.00|0.00|0.00|319.00|18.00|337.00|546.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1235|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1282.00|RURAL|B|2.00|26.00|45.00|2.00|1.00|1.00|26.00|8.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|112.00|4.00|116.00|158.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1282|R|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1250.00|RURAL|C01|20.00|48.00|36.00|32.00|7.00|2.00|28.00|40.00|4.00|1.00|1.00|0.00|0.00|1.00|2.00|0.00|222.00|7.00|229.00|403.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1250|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1281.00|RURAL|B|22.00|92.00|87.00|8.00|0.00|1.00|32.00|6.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|251.00|2.00|253.00|402.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1281|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1278.00|MIXTO(A)|B|7.00|167.00|109.00|3.00|3.00|2.00|86.00|3.00|4.00|1.00|5.00|0.00|0.00|0.00|0.00|0.00|390.00|11.00|401.00|530.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1278|U|
2|32|ZACATECAS|3|12.00|VILLA DE COS|7.00|CONCEPCION DEL ORO|83.00|RURAL|B|3.00|94.00|6.00|3.00|1.00|0.00|108.00|1.00|1.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|220.00|4.00|224.00|290.00|GRUPO DE RECUENTO||||3|12|7|CONCEPCION DEL ORO|83|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1276.00|RURAL|B|19.00|55.00|95.00|3.00|1.00|0.00|29.00|6.00|2.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|212.00|14.00|226.00|370.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1276|R|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1247.00|URBANO(A)|B|5.00|56.00|18.00|29.00|2.00|0.00|28.00|1.00|2.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|144.00|10.00|154.00|383.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1247|U|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1249.00|RURAL|C01|7.00|57.00|13.00|21.00|13.00|5.00|36.00|21.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|175.00|3.00|178.00|381.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1249|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1279.00|RURAL|B|10.00|111.00|160.00|3.00|2.00|5.00|39.00|5.00|4.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|341.00|4.00|345.00|502.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1279|R|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1249.00|RURAL|B|1.00|73.00|17.00|15.00|7.00|2.00|41.00|17.00|0.00|0.00|2.00|0.00|0.00|3.00|0.00|0.00|178.00|8.00|186.00|382.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1249|R|
2|32|ZACATECAS|3|16.00|RIO GRANDE|40.00|RIO GRANDE|1248.00|RURAL|B|9.00|84.00|50.00|38.00|5.00|8.00|62.00|29.00|2.00|0.00|2.00|0.00|0.00|3.00|0.00|0.00|292.00|10.00|302.00|520.00|ACTA CASILLA||||3|16|39|RIO GRANDE|1248|R|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1278.00|MIXTO(A)|C01|2.00|194.00|92.00|1.00|3.00|2.00|86.00|5.00|2.00|1.00|5.00|0.00|0.00|0.00|0.00|0.00|393.00|16.00|409.00|530.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1278|U|
2|32|ZACATECAS|2|13.00|JALPA|34.00|NOCHISTLAN DE MEJIA|968.00|URBANO(A)|B|45.00|115.00|12.00|44.00|3.00|2.00|117.00|57.00|5.00|1.00|4.00|0.00|0.00|4.00|4.00|0.00|413.00|12.00|425.00|655.00|GRUPO DE RECUENTO||||2|13|34|NOCHISTLAN DE MEJIA|968|U|
2|32|ZACATECAS|1|16.00|RIO GRANDE|41.00|SAIN ALTO|1275.00|RURAL|B|11.00|77.00|78.00|3.00|2.00|1.00|31.00|5.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|210.00|6.00|216.00|283.00|ACTA CASILLA||||1|16|40|SAIN ALTO|1275|R|
