CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|NVA_ALIANZA|MORENA|ES|PRD_PAN|PRI_PVEM_NVA_ALIANZA|PRI_PVEM|PRI_NVA_ALIANZA|PVEM_NVA_ALIANZA|CAND_IND1|CAND_IND2|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1840.00|URBANO(A)|B|24.00|75.00|15.00|6.00|7.00|2.00|95.00|4.00|1.00|0.00|1.00|1.00|0.00|6.00|4.00|0.00|241.00|8.00|249.00|377.00|ACTA CASILLA||||3|1|56|ZACATECAS|1840|U|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1542.00|MIXTO(A)|B|1.00|24.00|33.00|0.00|1.00|2.00|11.00|5.00|3.00|0.00|5.00|0.00|0.00|0.00|0.00|0.00|85.00|2.00|87.00|115.00|ACTA CASILLA||||2|7|49|VALPARAISO|1542|M|
2|32|ZACATECAS|2|13.00|JALPA|18.00|JALPA|578.00|URBANO(A)|B|60.00|115.00|13.00|20.00|7.00|7.00|88.00|21.00|1.00|0.00|2.00|0.00|1.00|2.00|3.00|0.00|340.00|20.00|360.00|693.00|ACTA CASILLA||||2|13|19|JALPA|578|U|
2|32|ZACATECAS|1|17.00|SOMBRERETE|43.00|SOMBRERETE|1325.00|RURAL|B|27.00|68.00|147.00|3.00|16.00|2.00|64.00|21.00|16.00|2.00|1.00|0.00|0.00|0.00|1.00|0.00|368.00|21.00|389.00|693.00|GRUPO DE RECUENTO||||1|17|42|SOMBRERETE|1325|R|
2|32|ZACATECAS|1|17.00|SOMBRERETE|43.00|SOMBRERETE|1362.00|URBANO(A)|B|70.00|60.00|23.00|16.00|11.00|5.00|35.00|17.00|13.00|0.00|1.00|0.00|0.00|1.00|2.00|0.00|254.00|9.00|263.00|443.00|GRUPO DE RECUENTO||||1|17|42|SOMBRERETE|1362|U|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|54.00|MIXTO(A)|C03|57.00|92.00|15.00|8.00|0.00|7.00|51.00|56.00|0.00|0.00|0.00|0.00|0.00|4.00|6.00|0.00|296.00|6.00|302.00|608.00|ACTA CASILLA||||1|2|5|CALERA|54|M|
2|32|ZACATECAS|2|11.00|VILLANUEVA|15.00|GENARO CODINA|363.00|RURAL|B|0.00|39.00|10.00|5.00|5.00|0.00|20.00|1.00|0.00|3.00|2.00|0.00|0.00|1.00|0.00|0.00|86.00|4.00|90.00|118.00|ACTA CASILLA||||2|11|12|GENARO CODINA|363|R|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|37.00|GENERAL PANFILO NATERA|452.00|MIXTO(A)|B|4.00|30.00|27.00|27.00|81.00|19.00|55.00|15.00|3.00|1.00|7.00|2.00|2.00|4.00|0.00|0.00|277.00|9.00|286.00|428.00|GRUPO DE RECUENTO||||4|8|16|GENERAL PANFILO NATERA|452|M|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1840.00|URBANO(A)|C01|11.00|58.00|22.00|6.00|2.00|3.00|77.00|16.00|3.00|2.00|0.00|0.00|0.00|9.00|4.00|0.00|213.00|4.00|217.00|377.00|ACTA CASILLA||||3|1|56|ZACATECAS|1840|U|
2|32|ZACATECAS|2|13.00|JALPA|18.00|JALPA|579.00|URBANO(A)|B|57.00|117.00|3.00|12.00|6.00|9.00|83.00|32.00|1.00|0.00|0.00|0.00|0.00|1.00|3.00|0.00|324.00|15.00|339.00|741.00|ACTA CASILLA||||2|13|19|JALPA|579|U|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1543.00|URBANO(A)|B|6.00|110.00|79.00|3.00|3.00|3.00|14.00|20.00|5.00|2.00|5.00|1.00|0.00|0.00|1.00|0.00|252.00|4.00|256.00|370.00|ACTA CASILLA||||2|7|49|VALPARAISO|1543|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|55.00|VILLA GONZALEZ ORTEGA|1676.00|MIXTO(A)|C01|8.00|24.00|104.00|12.00|5.00|21.00|122.00|27.00|9.00|1.00|0.00|0.00|1.00|0.00|3.00|1.00|337.00|20.00|358.00|517.00|ACTA CASILLA||||4|8|53|VILLA GONZALEZ ORTEGA|1676|M|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1870.00|MIXTO(A)|E01C04|38.00|129.00|23.00|3.00|6.00|6.00|210.00|12.00|2.00|0.00|0.00|0.00|0.00|9.00|12.00|1.00|450.00|9.00|460.00|721.00|ACTA CASILLA||||3|1|56|ZACATECAS|1870|M|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|56.00|MIXTO(A)|C01|28.00|122.00|51.00|8.00|10.00|9.00|73.00|76.00|15.00|1.00|1.00|0.00|0.00|12.00|6.00|0.00|412.00|15.00|427.00|691.00|ACTA CASILLA||||1|2|5|CALERA|56|U|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1121.00|MIXTO(A)|C01|2.00|115.00|8.00|4.00|9.00|2.00|215.00|17.00|1.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|375.00|10.00|385.00|615.00|ACTA CASILLA||||4|15|38|PINOS|1121|U|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1121.00|MIXTO(A)|B|5.00|110.00|5.00|4.00|17.00|2.00|217.00|14.00|1.00|2.00|3.00|0.00|0.00|0.00|0.00|0.00|380.00|6.00|386.00|615.00|ACTA CASILLA||||4|15|38|PINOS|1121|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|55.00|VILLA GONZALEZ ORTEGA|1678.00|URBANO(A)|B|10.00|39.00|60.00|17.00|8.00|32.00|155.00|22.00|4.00|1.00|1.00|0.00|0.00|4.00|0.00|0.00|353.00|17.00|370.00|538.00|ACTA CASILLA||||4|8|53|VILLA GONZALEZ ORTEGA|1678|M|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|55.00|MIXTO(A)|B|84.00|106.00|12.00|11.00|2.00|7.00|65.00|49.00|7.00|1.00|0.00|0.00|0.00|5.00|10.00|2.00|359.00|5.00|366.00|655.00|ACTA CASILLA||||1|2|5|CALERA|55|M|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1841.00|URBANO(A)|C01|16.00|53.00|18.00|1.00|2.00|4.00|89.00|14.00|3.00|0.00|0.00|0.00|0.00|4.00|5.00|0.00|209.00|10.00|219.00|406.00|ACTA CASILLA||||3|1|56|ZACATECAS|1841|U|
2|32|ZACATECAS|4|9.00|LORETO|54.00|VILLA GARCIA|1665.00|RURAL|C01|5.00|89.00|16.00|16.00|8.00|19.00|132.00|34.00|0.00|6.00|0.00|3.00|0.00|8.00|1.00|0.00|337.00|14.00|351.00|471.00|GRUPO DE RECUENTO||||4|9|52|VILLA GARCIA|1665|R|
2|32|ZACATECAS|3|18.00|JUAN ALDAMA|21.00|JUAN ALDAMA|739.00|RURAL|B|23.00|180.00|27.00|55.00|7.00|0.00|66.00|51.00|0.00|1.00|3.00|0.00|0.00|1.00|0.00|0.00|414.00|12.00|426.00|664.00|ACTA CASILLA||||3|18|22|JUAN ALDAMA|739|R|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1550.00|RURAL|B|1.00|51.00|37.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|92.00|1.00|93.00|172.00|ACTA CASILLA||||2|7|49|VALPARAISO|1550|R|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|57.00|MIXTO(A)|B|23.00|134.00|72.00|20.00|6.00|5.00|56.00|64.00|12.00|1.00|0.00|0.00|1.00|5.00|4.00|0.00|403.00|15.00|418.00|742.00|ACTA CASILLA||||1|2|5|CALERA|57|M|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1122.00|RURAL|B|2.00|44.00|2.00|5.00|5.00|0.00|89.00|4.00|0.00|0.00|0.00|0.00|0.00|3.00|3.00|0.00|157.00|3.00|160.00|220.00|ACTA CASILLA||||4|15|38|PINOS|1122|R|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1842.00|URBANO(A)|B|12.00|73.00|17.00|5.00|5.00|3.00|109.00|13.00|3.00|0.00|0.00|0.00|0.00|4.00|5.00|0.00|249.00|6.00|255.00|396.00|ACTA CASILLA||||3|1|56|ZACATECAS|1842|U|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1551.00|RURAL|B|10.00|141.00|68.00|2.00|1.00|1.00|37.00|10.00|10.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|281.00|25.00|306.00|457.00|ACTA CASILLA||||2|7|49|VALPARAISO|1551|R|
2|32|ZACATECAS|2|13.00|JALPA|18.00|JALPA|583.00|MIXTO(A)|B|47.00|100.00|2.00|19.00|11.00|13.00|60.00|35.00|1.00|0.00|2.00|0.00|0.00|2.00|3.00|2.00|295.00|21.00|318.00|691.00|ACTA CASILLA||||2|13|19|JALPA|583|M|
2|32|ZACATECAS|2|11.00|VILLANUEVA|15.00|GENARO CODINA|369.00|RURAL|B|16.00|119.00|42.00|4.00|31.00|2.00|15.00|22.00|4.00|1.00|10.00|0.00|0.00|9.00|13.00|0.00|288.00|23.00|311.00|389.00|ACTA CASILLA||||2|11|12|GENARO CODINA|369|R|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1570.00|RURAL|B|18.00|62.00|17.00|3.00|2.00|0.00|21.00|12.00|3.00|1.00|2.00|0.00|0.00|1.00|0.00|0.00|142.00|2.00|144.00|231.00|ACTA CASILLA||||2|7|49|VALPARAISO|1570|R|
2|32|ZACATECAS|2|11.00|VILLANUEVA|15.00|GENARO CODINA|364.00|RURAL|B|15.00|133.00|36.00|4.00|70.00|3.00|56.00|31.00|3.00|9.00|31.00|0.00|1.00|7.00|19.00|0.00|418.00|13.00|431.00|631.00|ACTA CASILLA||||2|11|12|GENARO CODINA|364|R|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|54.00|MIXTO(A)|C04|61.00|87.00|15.00|8.00|7.00|4.00|62.00|63.00|4.00|0.00|2.00|0.00|0.00|5.00|12.00|0.00|330.00|2.00|332.00|608.00|ACTA CASILLA||||1|2|5|CALERA|54|M|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1544.00|RURAL|B|5.00|49.00|37.00|2.00|0.00|0.00|35.00|8.00|3.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|140.00|4.00|144.00|232.00|ACTA CASILLA||||2|7|49|VALPARAISO|1544|R|
2|32|ZACATECAS|2|14.00|TLALTENANGO DE SANCHEZ ROMAN|22.00|JUCHIPILA|743.00|URBANO(A)|B|76.00|101.00|14.00|5.00|7.00|3.00|133.00|11.00|5.00|0.00|1.00|1.00|0.00|8.00|2.00|0.00|367.00|24.00|391.00|711.00|GRUPO DE RECUENTO||||2|14|23|JUCHIPILA|743|U|
2|32|ZACATECAS|2|11.00|VILLANUEVA|15.00|GENARO CODINA|364.00|RURAL|E01|6.00|57.00|12.00|6.00|12.00|1.00|25.00|18.00|3.00|2.00|0.00|0.00|0.00|2.00|3.00|0.00|147.00|6.00|153.00|228.00|ACTA CASILLA||||2|11|12|GENARO CODINA|364|R|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|55.00|VILLA GONZALEZ ORTEGA|1677.00|MIXTO(A)|B|5.00|40.00|62.00|19.00|18.00|36.00|135.00|23.00|5.00|1.00|1.00|1.00|4.00|2.00|0.00|0.00|352.00|9.00|361.00|501.00|ACTA CASILLA||||4|8|53|VILLA GONZALEZ ORTEGA|1677|M|
2|32|ZACATECAS|2|13.00|JALPA|18.00|JALPA|580.00|MIXTO(A)|B|53.00|133.00|8.00|10.00|9.00|5.00|27.00|39.00|4.00|0.00|1.00|0.00|0.00|2.00|3.00|0.00|294.00|7.00|301.00|574.00|ACTA CASILLA||||2|13|19|JALPA|580|M|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1841.00|URBANO(A)|B|18.00|67.00|22.00|3.00|3.00|2.00|89.00|23.00|1.00|1.00|2.00|0.00|1.00|7.00|5.00|0.00|244.00|2.00|246.00|407.00|ACTA CASILLA||||3|1|56|ZACATECAS|1841|U|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|507.00|URBANO(A)|C03|16.00|105.00|30.00|11.00|6.00|3.00|108.00|25.00|1.00|1.00|0.00|2.00|0.00|5.00|5.00|0.00|318.00|16.00|334.00|668.00|GRUPO DE RECUENTO||||4|3|17|GUADALUPE|507|U|
2|32|ZACATECAS|3|18.00|JUAN ALDAMA|26.00|GENERAL FRANCISCO R MURGUIA|391.00|URBANO(A)|B|12.00|119.00|6.00|7.00|1.00|2.00|247.00|45.00|1.00|6.00|1.00|0.00|0.00|3.00|5.00|0.00|455.00|10.00|465.00|697.00|ACTA CASILLA||||3|18|14|GENERAL FRANCISCO R. MURGUIA|391|U|
2|32|ZACATECAS|2|13.00|JALPA|18.00|JALPA|581.00|MIXTO(A)|B|67.00|90.00|9.00|7.00|2.00|7.00|47.00|15.00|3.00|0.00|4.00|0.00|0.00|1.00|2.00|0.00|254.00|11.00|265.00|434.00|ACTA CASILLA||||2|13|19|JALPA|581|M|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|55.00|VILLA GONZALEZ ORTEGA|1678.00|URBANO(A)|C01|7.00|27.00|84.00|20.00|11.00|14.00|190.00|18.00|4.00|0.00|1.00|0.00|1.00|0.00|1.00|0.00|378.00|17.00|395.00|538.00|ACTA CASILLA||||4|8|53|VILLA GONZALEZ ORTEGA|1678|M|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1842.00|URBANO(A)|C01|11.00|67.00|8.00|9.00|2.00|2.00|99.00|18.00|0.00|0.00|0.00|0.00|0.00|4.00|4.00|0.00|224.00|3.00|227.00|395.00|ACTA CASILLA||||3|1|56|ZACATECAS|1842|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|50.00|TRANCOSO|530.00|MIXTO(A)|C01|11.00|111.00|74.00|19.00|12.00|5.00|54.00|38.00|2.00|2.00|1.00|0.00|0.00|1.00|3.00|0.00|333.00|16.00|349.00|516.00|GRUPO DE RECUENTO||||4|8|57|TRANCOSO|530|M|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1123.00|RURAL|B|1.00|119.00|30.00|1.00|3.00|1.00|102.00|2.00|1.00|0.00|0.00|0.00|0.00|2.00|1.00|0.00|263.00|17.00|280.00|398.00|ACTA CASILLA||||4|15|38|PINOS|1123|R|
2|32|ZACATECAS|1|17.00|SOMBRERETE|43.00|SOMBRERETE|1371.00|RURAL|B|14.00|25.00|30.00|3.00|3.00|4.00|36.00|6.00|1.00|8.00|1.00|0.00|0.00|1.00|0.00|0.00|132.00|6.00|138.00|237.00|GRUPO DE RECUENTO||||1|17|42|SOMBRERETE|1371|R|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1124.00|RURAL|B|2.00|138.00|5.00|2.00|11.00|3.00|188.00|2.00|0.00|0.00|0.00|0.00|1.00|3.00|0.00|0.00|355.00|14.00|369.00|540.00|ACTA CASILLA||||4|15|38|PINOS|1124|R|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|218.00|RURAL|B|0.00|133.00|5.00|11.00|4.00|1.00|186.00|3.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|345.00|9.00|354.00|489.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|218|R|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1558.00|RURAL|B|11.00|72.00|48.00|2.00|0.00|0.00|17.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|152.00|2.00|154.00|257.00|ACTA CASILLA||||2|7|49|VALPARAISO|1558|R|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1843.00|URBANO(A)|C01|14.00|61.00|8.00|5.00|2.00|3.00|118.00|22.00|1.00|0.00|0.00|0.00|0.00|9.00|4.00|0.00|247.00|4.00|251.00|430.00|ACTA CASILLA||||3|1|56|ZACATECAS|1843|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|55.00|VILLA GONZALEZ ORTEGA|1684.00|URBANO(A)|B|7.00|42.00|61.00|33.00|10.00|87.00|40.00|26.00|2.00|1.00|0.00|1.00|1.00|3.00|5.00|0.00|319.00|16.00|335.00|547.00|ACTA CASILLA||||4|8|53|VILLA GONZALEZ ORTEGA|1684|U|
2|32|ZACATECAS|2|13.00|JALPA|18.00|JALPA|586.00|RURAL|E01|25.00|64.00|7.00|8.00|6.00|4.00|51.00|13.00|2.00|0.00|0.00|0.00|0.00|1.00|3.00|0.00|184.00|7.00|191.00|417.00|ACTA CASILLA||||2|13|19|JALPA|586|R|
2|32|ZACATECAS|3|2.00|ZACATECAS|58.00|ZACATECAS|1777.00|URBANO(A)|B|23.00|109.00|18.00|6.00|7.00|3.00|178.00|13.00|2.00|2.00|1.00|0.00|0.00|6.00|9.00|0.00|377.00|13.00|390.00|561.00|GRUPO DE RECUENTO||||3|2|56|ZACATECAS|1777|U|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1559.00|MIXTO(A)|B|14.00|232.00|120.00|5.00|8.00|0.00|75.00|28.00|3.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|487.00|9.00|496.00|684.00|ACTA CASILLA||||2|7|49|VALPARAISO|1559|M|
2|32|ZACATECAS|2|11.00|VILLANUEVA|15.00|GENARO CODINA|372.00|RURAL|B|1.00|37.00|12.00|3.00|8.00|1.00|43.00|10.00|0.00|0.00|1.00|0.00|0.00|2.00|2.00|0.00|120.00|2.00|122.00|164.00|ACTA CASILLA||||2|11|12|GENARO CODINA|372|R|
2|32|ZACATECAS|4|3.00|GUADALUPE|16.00|GUADALUPE|471.00|URBANO(A)|C02|24.00|71.00|28.00|8.00|9.00|1.00|126.00|22.00|0.00|0.00|0.00|0.00|0.00|6.00|8.00|0.00|303.00|7.00|310.00|591.00|GRUPO DE RECUENTO||||4|3|17|GUADALUPE|471|U|
2|32|ZACATECAS|1|6.00|FRESNILLO|13.00|FRESNILLO|203.00|URBANO(A)|B|38.00|120.00|11.00|5.00|3.00|7.00|128.00|28.00|1.00|0.00|1.00|0.00|0.00|6.00|7.00|0.00|355.00|7.00|362.00|607.00|ACTA CASILLA||||1|6|10|FRESNILLO|203|U|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1160.00|RURAL|B|2.00|191.00|2.00|3.00|1.00|0.00|68.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|269.00|7.00|276.00|342.00|ACTA CASILLA||||4|15|38|PINOS|1160|R|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|57.00|MIXTO(A)|C01|25.00|122.00|43.00|18.00|8.00|11.00|64.00|55.00|17.00|1.00|1.00|0.00|0.00|8.00|6.00|1.00|379.00|19.00|399.00|742.00|ACTA CASILLA||||1|2|5|CALERA|57|M|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1553.00|RURAL|B|1.00|82.00|9.00|0.00|3.00|0.00|15.00|20.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|131.00|7.00|138.00|204.00|ACTA CASILLA||||2|7|49|VALPARAISO|1553|R|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1845.00|URBANO(A)|C01|10.00|81.00|13.00|2.00|3.00|3.00|108.00|13.00|1.00|0.00|0.00|1.00|0.00|7.00|1.00|0.00|243.00|3.00|246.00|389.00|ACTA CASILLA||||3|1|56|ZACATECAS|1845|U|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1555.00|RURAL|B|8.00|100.00|41.00|2.00|1.00|1.00|18.00|11.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|184.00|2.00|186.00|316.00|ACTA CASILLA||||2|7|49|VALPARAISO|1555|R|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|58.00|MIXTO(A)|B|8.00|60.00|20.00|11.00|1.00|4.00|53.00|27.00|6.00|0.00|0.00|0.00|0.00|3.00|4.00|0.00|197.00|4.00|201.00|389.00|ACTA CASILLA||||1|2|5|CALERA|58|M|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|157.00|URBANO(A)|C01|31.00|102.00|18.00|4.00|2.00|9.00|133.00|39.00|0.00|2.00|1.00|1.00|0.00|3.00|11.00|0.00|356.00|8.00|364.00|677.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|157|U|
2|32|ZACATECAS|3|1.00|ZACATECAS|58.00|ZACATECAS|1843.00|URBANO(A)|B|13.00|76.00|13.00|5.00|3.00|3.00|100.00|24.00|1.00|0.00|1.00|0.00|0.00|3.00|5.00|0.00|247.00|6.00|253.00|431.00|ACTA CASILLA||||3|1|56|ZACATECAS|1843|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|50.00|TRANCOSO|528.00|MIXTO(A)|B|11.00|118.00|90.00|28.00|8.00|10.00|104.00|34.00|7.00|1.00|3.00|2.00|0.00|1.00|1.00|0.00|418.00|13.00|431.00|715.00|GRUPO DE RECUENTO||||4|8|57|TRANCOSO|528|M|
2|32|ZACATECAS|1|17.00|SOMBRERETE|43.00|SOMBRERETE|1372.00|RURAL|B|25.00|30.00|9.00|3.00|8.00|0.00|7.00|4.00|5.00|2.00|1.00|0.00|0.00|1.00|0.00|0.00|95.00|2.00|97.00|171.00|GRUPO DE RECUENTO||||1|17|42|SOMBRERETE|1372|R|
2|32|ZACATECAS|2|13.00|JALPA|18.00|JALPA|586.00|RURAL|B|16.00|39.00|4.00|1.00|4.00|0.00|20.00|14.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|99.00|3.00|102.00|217.00|ACTA CASILLA||||2|13|19|JALPA|586|R|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|157.00|URBANO(A)|B|38.00|110.00|15.00|4.00|3.00|8.00|150.00|26.00|0.00|0.00|2.00|0.00|0.00|4.00|9.00|1.00|369.00|12.00|382.00|677.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|157|U|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|55.00|VILLA GONZALEZ ORTEGA|1685.00|URBANO(A)|B|10.00|47.00|36.00|16.00|8.00|42.00|64.00|11.00|2.00|0.00|0.00|2.00|0.00|2.00|2.00|0.00|242.00|1.00|243.00|440.00|ACTA CASILLA||||4|8|53|VILLA GONZALEZ ORTEGA|1685|U|
2|32|ZACATECAS|1|2.00|ZACATECAS|5.00|CALERA|60.00|RURAL|B|4.00|37.00|15.00|4.00|3.00|0.00|11.00|8.00|1.00|0.00|0.00|0.00|0.00|4.00|1.00|0.00|88.00|3.00|91.00|134.00|ACTA CASILLA||||1|2|5|CALERA|60|R|
2|32|ZACATECAS|2|11.00|VILLANUEVA|15.00|GENARO CODINA|371.00|RURAL|B|19.00|95.00|19.00|9.00|29.00|0.00|28.00|21.00|3.00|0.00|10.00|0.00|0.00|14.00|14.00|0.00|261.00|16.00|277.00|429.00|ACTA CASILLA||||2|11|12|GENARO CODINA|371|R|
2|32|ZACATECAS|1|17.00|SOMBRERETE|43.00|SOMBRERETE|1375.00|RURAL|B|71.00|39.00|32.00|5.00|3.00|1.00|25.00|19.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|201.00|9.00|210.00|320.00|GRUPO DE RECUENTO||||1|17|42|SOMBRERETE|1375|R|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1557.00|RURAL|B|6.00|72.00|79.00|2.00|1.00|1.00|35.00|12.00|8.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|216.00|4.00|220.00|358.00|ACTA CASILLA||||2|7|49|VALPARAISO|1557|R|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1127.00|RURAL|C01|3.00|191.00|19.00|8.00|25.00|3.00|228.00|11.00|1.00|1.00|4.00|0.00|0.00|7.00|5.00|0.00|506.00|9.00|515.00|706.00|ACTA CASILLA||||4|15|38|PINOS|1127|R|
2|32|ZACATECAS|2|11.00|VILLANUEVA|15.00|GENARO CODINA|377.00|RURAL|B|4.00|41.00|16.00|3.00|6.00|2.00|13.00|14.00|2.00|0.00|2.00|0.00|0.00|4.00|1.00|0.00|108.00|1.00|109.00|166.00|ACTA CASILLA||||2|11|12|GENARO CODINA|377|R|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|223.00|RURAL|B|0.00|84.00|5.00|2.00|0.00|2.00|48.00|5.00|1.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|149.00|0.00|149.00|228.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|223|R|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|269.00|RURAL|B|19.00|97.00|12.00|11.00|0.00|5.00|104.00|22.00|0.00|0.00|0.00|0.00|0.00|1.00|2.00|0.00|273.00|2.00|275.00|474.00|ACTA CASILLA||||1|5|10|FRESNILLO|269|R|
2|32|ZACATECAS|1|5.00|FRESNILLO|13.00|FRESNILLO|227.00|RURAL|B|4.00|146.00|4.00|20.00|8.00|1.00|188.00|18.00|0.00|0.00|2.00|0.00|1.00|0.00|2.00|0.00|394.00|3.00|397.00|478.00|GRUPO DE RECUENTO||||1|5|10|FRESNILLO|227|R|
2|32|ZACATECAS|3|2.00|ZACATECAS|32.00|MORELOS|946.00|MIXTO(A)|B|38.00|77.00|25.00|8.00|1.00|14.00|133.00|20.00|2.00|0.00|1.00|0.00|0.00|24.00|7.00|0.00|350.00|11.00|361.00|490.00|ACTA CASILLA||||3|2|32|MORELOS|946|M|
2|32|ZACATECAS|4|15.00|PINOS|39.00|PINOS|1128.00|RURAL|B|1.00|154.00|2.00|3.00|1.00|3.00|141.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|310.00|6.00|316.00|421.00|ACTA CASILLA||||4|15|38|PINOS|1128|R|
2|32|ZACATECAS|2|7.00|FRESNILLO|51.00|VALPARAISO|1563.00|MIXTO(A)|B|26.00|208.00|82.00|2.00|0.00|0.00|64.00|13.00|8.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|406.00|6.00|412.00|597.00|ACTA CASILLA||||2|7|49|VALPARAISO|1563|M|
2|32|ZACATECAS|4|8.00|OJOCALIENTE|50.00|TRANCOSO|528.00|MIXTO(A)|C01|7.00|105.00|91.00|35.00|8.00|14.00|109.00|61.00|9.00|1.00|2.00|0.00|0.00|1.00|2.00|0.00|445.00|11.00|456.00|715.00|GRUPO DE RECUENTO||||4|8|57|TRANCOSO|528|M|
