CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|MC|NVA_ALIANZA|MORENA|PH|ES|PPG|COMUN_PRI_PVEM|COMUN_PRD_PT|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|124.00|URBANA|C02|7.00|107.00|66.00|6.00|7.00|58.00|2.00|5.00|7.00|1.00|2.00|0.00|0.00|0.00|268.00|6.00|274.00|642.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|124|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|125.00|URBANA|B|13.00|117.00|39.00|5.00|5.00|48.00|2.00|6.00|2.00|2.00|2.00|3.00|1.00|0.00|245.00|17.00|262.00|577.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|125|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|125.00|URBANA|C01|10.00|105.00|47.00|7.00|12.00|43.00|2.00|11.00|4.00|0.00|4.00|3.00|2.00|0.00|250.00|16.00|266.00|577.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|125|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|125.00|URBANA|C02|9.00|114.00|39.00|5.00|6.00|69.00|0.00|2.00|4.00|2.00|1.00|1.00|2.00|0.00|254.00|9.00|263.00|576.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|125|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|125.00|URBANA|S01|28.00|268.00|94.00|15.00|15.00|63.00|0.00|11.00|2.00|1.00|5.00|3.00|1.00|0.00|506.00|14.00|520.00|0.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|125|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|126.00|URBANA|B|14.00|104.00|29.00|5.00|12.00|24.00|3.00|2.00|1.00|2.00|3.00|3.00|0.00|0.00|202.00|8.00|210.00|512.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|126|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|126.00|URBANA|C01|5.00|111.00|28.00|10.00|10.00|29.00|0.00|4.00|2.00|2.00|0.00|0.00|0.00|0.00|201.00|8.00|209.00|511.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|126|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|126.00|URBANA|C02|4.00|113.00|31.00|8.00|6.00|31.00|2.00|2.00|1.00|3.00|2.00|1.00|1.00|0.00|205.00|4.00|209.00|511.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|126|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|166.00|URBANA|B|9.00|161.00|41.00|2.00|10.00|49.00|3.00|10.00|2.00|2.00|3.00|3.00|2.00|2.00|297.00|11.00|310.00|657.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|166|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|166.00|URBANA|C01|9.00|141.00|40.00|7.00|13.00|51.00|3.00|5.00|1.00|3.00|0.00|1.00|3.00|3.00|277.00|19.00|299.00|657.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|166|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|166.00|URBANA|C02|16.00|132.00|55.00|2.00|14.00|65.00|2.00|5.00|2.00|4.00|2.00|9.00|0.00|3.00|308.00|22.00|333.00|657.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|166|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|167.00|URBANA|B|9.00|106.00|95.00|8.00|21.00|67.00|2.00|8.00|7.00|5.00|5.00|1.00|5.00|0.00|339.00|13.00|352.00|720.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|167|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|167.00|URBANA|C01|8.00|141.00|89.00|7.00|25.00|65.00|0.00|8.00|9.00|2.00|10.00|5.00|2.00|0.00|371.00|25.00|396.00|719.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|167|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|168.00|URBANA|B|12.00|113.00|76.00|4.00|8.00|34.00|4.00|8.00|0.00|3.00|4.00|5.00|7.00|0.00|278.00|11.00|289.00|569.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|168|U|
4.00|12.00|GUERRERO|4|8.00|ACAPULCO DE JUAREZ|1.00|ACAPULCO DE JUAREZ|168.00|URBANA|C01|10.00|122.00|81.00|0.00|8.00|43.00|3.00|4.00|2.00|0.00|3.00|5.00|2.00|0.00|283.00|18.00|301.00|568.00|Acta Casilla||||4|8|1|ACAPULCO DE JUAREZ|168|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|883.00|URBANA|B|4.00|123.00|44.00|6.00|87.00|25.00|1.00|12.00|3.00|1.00|0.00|3.00|1.00|0.00|310.00|16.00|326.00|565.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|883|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|883.00|URBANA|C01|3.00|102.00|56.00|8.00|63.00|33.00|1.00|15.00|4.00|0.00|3.00|1.00|1.00|0.00|290.00|12.00|302.00|564.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|883|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|883.00|URBANA|C02|3.00|100.00|58.00|8.00|80.00|21.00|0.00|14.00|5.00|2.00|0.00|1.00|2.00|0.00|294.00|12.00|306.00|564.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|883|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|884.00|URBANA|B|6.00|123.00|106.00|11.00|71.00|21.00|2.00|11.00|5.00|2.00|0.00|1.00|2.00|0.00|361.00|10.00|371.00|600.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|884|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|884.00|URBANA|C01|8.00|130.00|73.00|9.00|75.00|20.00|2.00|14.00|5.00|1.00|0.00|1.00|3.00|0.00|341.00|26.00|367.00|600.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|884|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|885.00|URBANA|B|4.00|112.00|81.00|8.00|54.00|18.00|4.00|21.00|4.00|3.00|2.00|0.00|2.00|0.00|313.00|13.00|326.00|602.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|885|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|885.00|URBANA|C01|4.00|146.00|69.00|21.00|52.00|21.00|5.00|15.00|5.00|0.00|3.00|0.00|0.00|0.00|341.00|11.00|352.00|601.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|885|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|886.00|URBANA|B|7.00|105.00|44.00|4.00|26.00|19.00|1.00|9.00|3.00|3.00|1.00|0.00|0.00|0.00|222.00|7.00|229.00|380.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|886|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|886.00|URBANA|C01|6.00|102.00|42.00|12.00|26.00|25.00|2.00|7.00|1.00|0.00|3.00|3.00|0.00|0.00|229.00|8.00|237.00|380.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|886|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|886.00|URBANA|S01|10.00|108.00|93.00|13.00|39.00|32.00|1.00|9.00|6.00|2.00|1.00|0.00|0.00|0.00|314.00|14.00|328.00|0.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|886|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|887.00|URBANA|B|3.00|115.00|18.00|6.00|93.00|25.00|1.00|22.00|0.00|1.00|2.00|0.00|0.00|0.00|286.00|12.00|298.00|486.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|887|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|887.00|URBANA|C01|14.00|106.00|91.00|15.00|43.00|19.00|1.00|10.00|0.00|2.00|4.00|0.00|0.00|0.00|305.00|5.00|310.00|485.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|887|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|888.00|MIXTA|B|1.00|103.00|55.00|11.00|55.00|28.00|2.00|7.00|4.00|1.00|3.00|0.00|2.00|0.00|272.00|14.00|286.00|538.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|888|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|888.00|MIXTA|C01|3.00|119.00|60.00|5.00|38.00|13.00|1.00|5.00|3.00|1.00|4.00|0.00|0.00|0.00|252.00|0.00|252.00|538.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|888|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|888.00|MIXTA|C02|5.00|116.00|75.00|7.00|46.00|13.00|2.00|10.00|4.00|0.00|1.00|1.00|0.00|0.00|280.00|10.00|290.00|537.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|888|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|889.00|URBANA|B|6.00|140.00|76.00|11.00|42.00|28.00|3.00|16.00|2.00|1.00|0.00|2.00|3.00|0.00|330.00|20.00|350.00|561.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|889|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|889.00|URBANA|C01|40.00|89.00|48.00|9.00|34.00|31.00|9.00|21.00|31.00|3.00|2.00|2.00|0.00|0.00|319.00|15.00|334.00|561.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|889|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|889.00|URBANA|C02|4.00|129.00|81.00|3.00|31.00|29.00|0.00|17.00|2.00|1.00|3.00|0.00|0.00|0.00|300.00|0.00|300.00|560.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|889|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|890.00|MIXTA|B|6.00|124.00|74.00|0.00|61.00|18.00|3.00|12.00|7.00|0.00|1.00|0.00|0.00|0.00|306.00|14.00|320.00|503.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|890|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|890.00|MIXTA|C01|13.00|72.00|31.00|5.00|44.00|39.00|5.00|16.00|34.00|1.00|5.00|116.00|36.00|0.00|417.00|13.00|430.00|503.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|890|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|890.00|MIXTA|C02|3.00|93.00|59.00|6.00|56.00|36.00|3.00|12.00|7.00|1.00|1.00|2.00|1.00|0.00|280.00|12.00|292.00|503.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|890|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|891.00|RURAL|B|6.00|61.00|34.00|9.00|95.00|11.00|1.00|0.00|7.00|0.00|0.00|4.00|0.00|0.00|228.00|24.00|252.00|375.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|891|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|892.00|RURAL|B|1.00|96.00|7.00|1.00|88.00|39.00|1.00|1.00|0.00|0.00|0.00|4.00|1.00|0.00|239.00|24.00|263.00|484.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|892|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|893.00|RURAL|B|2.00|90.00|87.00|4.00|11.00|22.00|1.00|0.00|7.00|0.00|0.00|2.00|0.00|0.00|226.00|6.00|232.00|338.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|893|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|894.00|RURAL|B|15.00|93.00|32.00|14.00|35.00|39.00|2.00|1.00|0.00|1.00|4.00|1.00|0.00|0.00|237.00|11.00|248.00|409.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|894|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|894.00|RURAL|C01|11.00|115.00|44.00|6.00|25.00|59.00|2.00|1.00|11.00|0.00|2.00|0.00|0.00|0.00|276.00|9.00|285.00|408.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|894|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|895.00|MIXTA|B|1.00|141.00|14.00|4.00|71.00|30.00|0.00|5.00|4.00|0.00|1.00|1.00|0.00|0.00|272.00|21.00|293.00|550.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|895|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|895.00|MIXTA|C01|2.00|127.00|25.00|1.00|83.00|19.00|1.00|6.00|5.00|0.00|1.00|3.00|1.00|0.00|274.00|21.00|295.00|550.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|895|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|895.00|MIXTA|C02|0.00|154.00|31.00|3.00|70.00|70.00|29.00|1.00|1.00|5.00|3.00|3.00|0.00|0.00|370.00|25.00|395.00|550.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|895|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|896.00|MIXTA|B|4.00|128.00|46.00|6.00|86.00|43.00|3.00|5.00|6.00|0.00|0.00|3.00|2.00|0.00|332.00|16.00|348.00|647.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|896|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|897.00|RURAL|B|5.00|102.00|36.00|2.00|57.00|3.00|1.00|2.00|4.00|0.00|0.00|0.00|0.00|0.00|212.00|23.00|235.00|393.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|897|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|898.00|RURAL|B|4.00|50.00|43.00|11.00|44.00|85.00|2.00|3.00|10.00|0.00|2.00|0.00|0.00|0.00|254.00|19.00|273.00|487.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|898|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|899.00|RURAL|B|1.00|117.00|32.00|8.00|104.00|77.00|1.00|4.00|16.00|1.00|0.00|4.00|0.00|0.00|365.00|30.00|395.00|594.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|899|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|900.00|RURAL|B|1.00|134.00|19.00|1.00|80.00|53.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|291.00|16.00|307.00|439.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|900|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|901.00|RURAL|B|1.00|58.00|8.00|3.00|57.00|1.00|1.00|0.00|0.00|0.00|0.00|24.00|0.00|0.00|153.00|0.00|153.00|235.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|901|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|902.00|RURAL|B|2.00|51.00|10.00|1.00|48.00|39.00|0.00|2.00|1.00|0.00|1.00|2.00|1.00|0.00|158.00|8.00|166.00|314.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|902|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|903.00|RURAL|B|5.00|147.00|57.00|4.00|69.00|39.00|3.00|5.00|8.00|0.00|6.00|0.00|0.00|19.00|343.00|19.00|381.00|596.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|903|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|903.00|RURAL|C01|15.00|143.00|50.00|5.00|94.00|39.00|3.00|3.00|4.00|1.00|7.00|0.00|0.00|0.00|364.00|22.00|386.00|596.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|903|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|904.00|RURAL|B|1.00|40.00|8.00|0.00|28.00|26.00|0.00|0.00|13.00|1.00|1.00|0.00|0.00|0.00|118.00|13.00|131.00|192.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|904|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|905.00|RURAL|B|3.00|129.00|35.00|4.00|73.00|41.00|0.00|1.00|12.00|0.00|1.00|0.00|1.00|0.00|300.00|4.00|304.00|418.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|905|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|906.00|RURAL|B|0.00|86.00|31.00|3.00|19.00|2.00|0.00|0.00|3.00|1.00|0.00|1.00|0.00|0.00|146.00|0.00|146.00|207.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|906|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|907.00|URBANA|B|2.00|146.00|43.00|9.00|65.00|113.00|2.00|3.00|8.00|10.00|0.00|0.00|0.00|0.00|401.00|0.00|401.00|606.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|907|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|907.00|URBANA|C01|3.00|132.00|51.00|6.00|82.00|104.00|2.00|1.00|13.00|0.00|4.00|0.00|0.00|0.00|398.00|0.00|398.00|606.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|907|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|908.00|URBANA|B|7.00|107.00|74.00|4.00|49.00|61.00|0.00|1.00|10.00|0.00|0.00|0.00|0.00|0.00|313.00|26.00|339.00|532.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|908|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|908.00|URBANA|C01|5.00|107.00|58.00|6.00|65.00|74.00|0.00|4.00|6.00|0.00|0.00|0.00|0.00|0.00|325.00|23.00|348.00|532.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|908|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|909.00|RURAL|B|6.00|110.00|168.00|16.00|33.00|59.00|2.00|1.00|11.00|0.00|0.00|1.00|4.00|0.00|411.00|27.00|438.00|641.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|909|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|909.00|RURAL|C01|3.00|126.00|151.00|6.00|28.00|52.00|0.00|1.00|13.00|3.00|2.00|1.00|0.00|0.00|386.00|25.00|411.00|641.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|909|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|910.00|RURAL|B|5.00|182.00|130.00|9.00|110.00|28.00|1.00|15.00|5.00|0.00|2.00|0.00|0.00|0.00|487.00|22.00|509.00|707.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|910|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|911.00|RURAL|B|4.00|75.00|68.00|14.00|29.00|17.00|2.00|2.00|4.00|2.00|2.00|0.00|1.00|0.00|220.00|12.00|232.00|312.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|911|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|912.00|MIXTA|B|4.00|211.00|37.00|8.00|109.00|47.00|6.00|5.00|15.00|0.00|2.00|0.00|0.00|0.00|444.00|10.00|454.00|748.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|912|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|913.00|URBANA|B|2.00|118.00|75.00|5.00|63.00|13.00|3.00|9.00|5.00|1.00|3.00|1.00|0.00|0.00|298.00|17.00|315.00|536.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|913|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|913.00|URBANA|C01|4.00|149.00|84.00|3.00|65.00|11.00|3.00|9.00|3.00|0.00|3.00|2.00|2.00|0.00|338.00|11.00|349.00|535.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|913|U|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|914.00|RURAL|B|1.00|115.00|49.00|8.00|65.00|154.00|1.00|3.00|5.00|0.00|0.00|3.00|2.00|0.00|406.00|11.00|417.00|646.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|914|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|915.00|RURAL|B|2.00|109.00|60.00|8.00|36.00|22.00|5.00|15.00|1.00|0.00|1.00|1.00|0.00|0.00|260.00|10.00|270.00|414.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|915|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|915.00|RURAL|C01|0.00|113.00|63.00|0.00|43.00|17.00|6.00|17.00|3.00|1.00|2.00|0.00|0.00|0.00|265.00|6.00|271.00|414.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|915|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|916.00|RURAL|B|1.00|141.00|73.00|7.00|76.00|9.00|0.00|3.00|8.00|1.00|0.00|1.00|0.00|0.00|320.00|16.00|336.00|476.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|916|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|917.00|MIXTA|B|3.00|177.00|35.00|3.00|75.00|19.00|2.00|4.00|0.00|0.00|0.00|5.00|0.00|0.00|323.00|24.00|347.00|574.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|917|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|917.00|MIXTA|C01|1.00|188.00|38.00|6.00|48.00|6.00|5.00|8.00|1.00|0.00|0.00|7.00|0.00|0.00|308.00|20.00|328.00|573.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|917|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|917.00|MIXTA|C02|2.00|186.00|41.00|1.00|58.00|9.00|3.00|8.00|0.00|0.00|0.00|1.00|0.00|0.00|309.00|14.00|323.00|573.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|917|M|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|918.00|RURAL|B|3.00|124.00|24.00|6.00|44.00|42.00|1.00|3.00|4.00|0.00|2.00|2.00|1.00|0.00|256.00|8.00|264.00|442.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|918|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|918.00|RURAL|C01|3.00|130.00|32.00|0.00|0.00|85.00|0.00|3.00|2.00|1.00|0.00|0.00|0.00|0.00|256.00|7.00|263.00|442.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|918|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|919.00|RURAL|B|6.00|184.00|75.00|6.00|75.00|70.00|6.00|5.00|6.00|2.00|4.00|0.00|0.00|0.00|439.00|0.00|439.00|660.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|919|R|
4.00|12.00|GUERRERO|7|8.00|ACAPULCO DE JUAREZ|21.00|COYUCA DE BENITEZ|920.00|RURAL|B|2.00|66.00|30.00|5.00|16.00|31.00|1.00|6.00|2.00|0.00|0.00|0.00|0.00|0.00|159.00|13.00|172.00|259.00|Acta Casilla||||3|8|21|COYUCA DE BENITEZ|920|R|
