CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|MC|NVA_ALIANZA|MORENA|PH|ES|PPG|COMUN_PRI_PVEM|COMUN_PRD_PT|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
4.00|12.00|GUERRERO|5|16.00|OMETEPEC|72.00|XOCHISTLAHUACA|2690.00|RURAL|C01|149.00|228.00|21.00|2.00|4.00|25.00|1.00|0.00|0.00|1.00|0.00|2.00|0.00|0.00|433.00|10.00|443.00|557.00|Acta Casilla||||5|16|72|XOCHISTLAHUACA|2690|R|
4.00|12.00|GUERRERO|5|16.00|OMETEPEC|72.00|XOCHISTLAHUACA|2691.00|MIXTA|B|154.00|239.00|16.00|3.00|2.00|93.00|0.00|3.00|0.00|0.00|0.00|1.00|0.00|0.00|511.00|11.00|522.00|622.00|Acta Casilla||||5|16|72|XOCHISTLAHUACA|2691|M|
4.00|12.00|GUERRERO|5|16.00|OMETEPEC|72.00|XOCHISTLAHUACA|2691.00|MIXTA|C01|161.00|242.00|11.00|2.00|1.00|89.00|3.00|0.00|2.00|0.00|0.00|1.00|0.00|0.00|512.00|13.00|525.00|622.00|Acta Casilla||||5|16|72|XOCHISTLAHUACA|2691|M|
4.00|12.00|GUERRERO|5|16.00|OMETEPEC|72.00|XOCHISTLAHUACA|2691.00|MIXTA|C02|149.00|251.00|7.00|3.00|6.00|78.00|0.00|2.00|0.00|0.00|0.00|2.00|2.00|0.00|500.00|6.00|506.00|622.00|Acta Casilla||||5|16|72|XOCHISTLAHUACA|2691|M|
4.00|12.00|GUERRERO|5|16.00|OMETEPEC|72.00|XOCHISTLAHUACA|2691.00|MIXTA|C03|174.00|274.00|15.00|2.00|2.00|65.00|1.00|2.00|1.00|0.00|1.00|1.00|3.00|0.00|541.00|7.00|548.00|622.00|Acta Casilla||||5|16|72|XOCHISTLAHUACA|2691|M|
4.00|12.00|GUERRERO|5|16.00|OMETEPEC|72.00|XOCHISTLAHUACA|2691.00|MIXTA|C04|164.00|254.00|12.00|3.00|4.00|69.00|1.00|1.00|0.00|0.00|5.00|1.00|0.00|0.00|514.00|13.00|527.00|621.00|Acta Casilla||||5|16|72|XOCHISTLAHUACA|2691|M|
4.00|12.00|GUERRERO|5|16.00|OMETEPEC|72.00|XOCHISTLAHUACA|2692.00|RURAL|B|125.00|215.00|13.00|3.00|2.00|169.00|2.00|1.00|0.00|3.00|0.00|1.00|1.00|0.00|535.00|16.00|551.00|645.00|Acta Casilla||||5|16|72|XOCHISTLAHUACA|2692|R|
4.00|12.00|GUERRERO|5|16.00|OMETEPEC|72.00|XOCHISTLAHUACA|2692.00|RURAL|C01|149.00|201.00|13.00|3.00|0.00|159.00|0.00|0.00|1.00|2.00|0.00|0.00|0.00|0.00|528.00|24.00|552.00|645.00|Acta Casilla||||5|16|72|XOCHISTLAHUACA|2692|R|
4.00|12.00|GUERRERO|5|16.00|OMETEPEC|72.00|XOCHISTLAHUACA|2692.00|RURAL|E01|168.00|222.00|25.00|0.00|8.00|101.00|0.00|0.00|0.00|0.00|0.00|3.00|2.00|0.00|529.00|17.00|546.00|622.00|Acta Casilla||||5|16|72|XOCHISTLAHUACA|2692|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|411.00|MIXTA|B|1.00|157.00|141.00|5.00|1.00|109.00|0.00|12.00|1.00|0.00|0.00|0.00|0.00|0.00|427.00|12.00|439.00|569.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|411|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|411.00|MIXTA|C01|0.00|203.00|113.00|0.00|0.00|83.00|1.00|19.00|0.00|1.00|0.00|0.00|0.00|0.00|420.00|0.00|420.00|568.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|411|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|412.00|URBANA|B|3.00|131.00|60.00|1.00|0.00|49.00|0.00|12.00|0.00|0.00|0.00|0.00|0.00|0.00|256.00|2.00|258.00|373.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|412|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|413.00|MIXTA|B|4.00|227.00|144.00|11.00|2.00|153.00|0.00|11.00|1.00|0.00|0.00|0.00|1.00|0.00|554.00|11.00|565.00|746.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|413|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|414.00|URBANA|B|7.00|152.00|176.00|2.00|4.00|123.00|1.00|6.00|0.00|0.00|0.00|4.00|1.00|0.00|476.00|11.00|487.00|622.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|414|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|414.00|URBANA|C01|3.00|162.00|190.00|1.00|4.00|113.00|0.00|11.00|0.00|0.00|0.00|6.00|2.00|0.00|492.00|7.00|499.00|622.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|414|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|414.00|URBANA|C02|5.00|168.00|135.00|3.00|3.00|113.00|2.00|10.00|0.00|0.00|0.00|3.00|2.00|0.00|444.00|7.00|451.00|622.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|414|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|414.00|URBANA|C03|17.00|140.00|164.00|3.00|3.00|112.00|0.00|20.00|0.00|0.00|0.00|4.00|0.00|0.00|463.00|0.00|463.00|621.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|414|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|415.00|MIXTA|B|19.00|167.00|141.00|2.00|1.00|73.00|0.00|4.00|0.00|0.00|0.00|0.00|2.00|0.00|409.00|11.00|420.00|668.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|415|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|415.00|MIXTA|C01|7.00|211.00|138.00|0.00|0.00|77.00|0.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|437.00|7.00|444.00|668.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|415|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|415.00|MIXTA|C02|12.00|190.00|136.00|2.00|1.00|70.00|0.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|414.00|1.00|415.00|668.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|415|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|416.00|RURAL|B|0.00|102.00|79.00|2.00|2.00|40.00|0.00|0.00|0.00|1.00|0.00|1.00|3.00|0.00|230.00|12.00|242.00|394.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|416|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|416.00|RURAL|C01|2.00|108.00|95.00|1.00|1.00|42.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|251.00|10.00|261.00|394.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|416|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|417.00|URBANA|B|0.00|84.00|117.00|13.00|0.00|64.00|0.00|4.00|0.00|0.00|0.00|0.00|3.00|0.00|285.00|6.00|291.00|457.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|417|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|417.00|URBANA|C01|1.00|94.00|106.00|8.00|0.00|55.00|0.00|8.00|1.00|0.00|0.00|0.00|0.00|0.00|273.00|0.00|273.00|457.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|417|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|418.00|URBANA|B|4.00|185.00|158.00|10.00|1.00|64.00|0.00|9.00|0.00|8.00|0.00|5.00|3.00|0.00|447.00|10.00|457.00|679.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|418|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|418.00|URBANA|C01|5.00|182.00|130.00|6.00|1.00|92.00|0.00|7.00|1.00|0.00|1.00|1.00|5.00|0.00|431.00|8.00|439.00|678.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|418|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|419.00|RURAL|B|2.00|204.00|174.00|5.00|0.00|89.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|477.00|4.00|481.00|664.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|419|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|420.00|RURAL|B|0.00|76.00|105.00|0.00|0.00|51.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|232.00|0.00|232.00|491.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|420|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|421.00|RURAL|B|6.00|179.00|105.00|2.00|2.00|69.00|0.00|4.00|0.00|0.00|0.00|1.00|1.00|0.00|369.00|2.00|371.00|550.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|421|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|421.00|RURAL|C01|3.00|143.00|138.00|1.00|2.00|51.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|340.00|0.00|340.00|549.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|421|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|422.00|URBANA|B|4.00|146.00|97.00|1.00|0.00|57.00|4.00|11.00|0.00|0.00|1.00|0.00|1.00|0.00|322.00|2.00|324.00|518.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|422|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|422.00|URBANA|C01|3.00|174.00|92.00|1.00|0.00|43.00|0.00|43.00|0.00|0.00|0.00|0.00|0.00|0.00|356.00|4.00|360.00|517.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|422|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|423.00|MIXTA|B|0.00|135.00|81.00|3.00|0.00|66.00|0.00|7.00|0.00|0.00|0.00|1.00|1.00|0.00|294.00|1.00|295.00|446.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|423|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|423.00|MIXTA|C01|2.00|176.00|54.00|0.00|0.00|43.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|278.00|4.00|282.00|445.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|423|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|424.00|RURAL|B|1.00|200.00|112.00|9.00|3.00|120.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|447.00|0.00|447.00|591.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|424|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|425.00|RURAL|B|1.00|147.00|149.00|4.00|1.00|73.00|1.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|380.00|8.00|388.00|508.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|425|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|426.00|RURAL|B|0.00|148.00|89.00|2.00|2.00|66.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|307.00|7.00|314.00|431.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|426|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|427.00|RURAL|B|0.00|166.00|104.00|0.00|1.00|92.00|5.00|9.00|0.00|0.00|2.00|0.00|0.00|0.00|379.00|9.00|388.00|656.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|427|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|428.00|RURAL|B|1.00|175.00|90.00|0.00|1.00|97.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|365.00|15.00|380.00|692.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|428|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|429.00|RURAL|B|0.00|12.00|42.00|0.00|0.00|28.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|83.00|0.00|83.00|146.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|429|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|430.00|RURAL|B|0.00|28.00|76.00|0.00|0.00|13.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|119.00|6.00|125.00|198.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|430|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|431.00|RURAL|B|1.00|41.00|74.00|2.00|0.00|25.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|145.00|6.00|151.00|224.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|431|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|432.00|RURAL|B|0.00|149.00|188.00|0.00|0.00|104.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|442.00|2.00|444.00|616.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|432|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|433.00|RURAL|B|0.00|83.00|78.00|0.00|0.00|41.00|0.00|9.00|0.00|0.00|0.00|1.00|2.00|0.00|214.00|1.00|215.00|300.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|433|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|434.00|URBANA|B|5.00|116.00|138.00|2.00|1.00|59.00|0.00|6.00|0.00|0.00|2.00|0.00|0.00|0.00|329.00|7.00|336.00|494.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|434|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|434.00|URBANA|C01|2.00|121.00|154.00|0.00|0.00|49.00|0.00|4.00|0.00|0.00|1.00|0.00|0.00|0.00|331.00|5.00|336.00|494.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|434|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|435.00|RURAL|B|3.00|96.00|82.00|1.00|0.00|164.00|1.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|350.00|3.00|353.00|615.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|435|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|436.00|RURAL|B|2.00|118.00|45.00|0.00|2.00|57.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|225.00|1.00|226.00|338.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|436|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|437.00|RURAL|B|1.00|34.00|64.00|1.00|0.00|44.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|144.00|1.00|145.00|206.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|437|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|438.00|RURAL|B|1.00|254.00|233.00|4.00|0.00|73.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|567.00|5.00|572.00|678.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|438|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|439.00|RURAL|B|0.00|50.00|39.00|0.00|0.00|19.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|109.00|2.00|111.00|136.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|439|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|440.00|RURAL|B|0.00|104.00|89.00|1.00|2.00|57.00|3.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|261.00|0.00|261.00|348.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|440|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|441.00|RURAL|B|9.00|89.00|49.00|0.00|0.00|42.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|191.00|0.00|191.00|237.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|441|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|442.00|RURAL|B|17.00|136.00|76.00|0.00|0.00|65.00|0.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|298.00|3.00|301.00|411.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|442|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|443.00|RURAL|B|0.00|144.00|61.00|3.00|1.00|67.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|276.00|7.00|283.00|450.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|443|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|443.00|RURAL|C01|1.00|177.00|42.00|1.00|54.00|0.00|0.00|2.00|0.00|0.00|1.00|0.00|0.00|0.00|278.00|8.00|286.00|450.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|443|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|444.00|RURAL|B|5.00|54.00|58.00|2.00|0.00|25.00|2.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|149.00|4.00|153.00|224.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|444|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|445.00|RURAL|B|7.00|115.00|213.00|1.00|4.00|67.00|1.00|0.00|0.00|0.00|0.00|4.00|3.00|0.00|415.00|21.00|436.00|773.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|445|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|446.00|RURAL|B|0.00|119.00|88.00|1.00|2.00|51.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|263.00|8.00|271.00|452.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|446|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|447.00|RURAL|B|3.00|92.00|68.00|0.00|0.00|33.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|197.00|5.00|202.00|336.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|447|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|448.00|RURAL|B|2.00|86.00|60.00|2.00|2.00|45.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|198.00|2.00|200.00|275.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|448|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|449.00|RURAL|B|1.00|33.00|32.00|1.00|2.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|76.00|1.00|77.00|118.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|449|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|450.00|RURAL|B|2.00|97.00|40.00|1.00|1.00|8.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|151.00|0.00|151.00|254.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|450|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|453.00|RURAL|B|2.00|81.00|56.00|7.00|2.00|39.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|188.00|6.00|194.00|296.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|453|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|454.00|RURAL|B|3.00|68.00|22.00|2.00|3.00|32.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|131.00|2.00|133.00|348.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|454|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|3.00|AJUCHITLAN DEL PROGRESO|455.00|RURAL|B|0.00|216.00|118.00|3.00|2.00|43.00|0.00|3.00|0.00|0.00|0.00|0.00|1.00|0.00|386.00|25.00|411.00|702.00|Acta Casilla||||1|17|3|AJUCHITLAN DEL PROGRESO|455|R|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|943.00|URBANA|B|0.00|199.00|181.00|5.00|2.00|12.00|4.00|10.00|3.00|0.00|0.00|0.00|5.00|0.00|421.00|5.00|426.00|655.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|943|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|943.00|URBANA|C01|2.00|176.00|206.00|10.00|3.00|12.00|3.00|6.00|0.00|0.00|0.00|7.00|5.00|0.00|430.00|16.00|446.00|654.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|943|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|944.00|URBANA|B|7.00|100.00|96.00|0.00|0.00|0.00|0.00|5.00|0.00|1.00|0.00|0.00|0.00|0.00|209.00|5.00|214.00|329.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|944|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|945.00|MIXTA|B|2.00|160.00|176.00|4.00|2.00|6.00|3.00|6.00|2.00|1.00|2.00|2.00|7.00|0.00|373.00|4.00|377.00|597.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|945|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|945.00|MIXTA|C01|3.00|160.00|156.00|8.00|2.00|5.00|0.00|7.00|1.00|2.00|2.00|0.00|3.00|0.00|349.00|12.00|361.00|597.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|945|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|945.00|MIXTA|C02|5.00|164.00|149.00|4.00|3.00|9.00|2.00|12.00|0.00|0.00|3.00|7.00|7.00|0.00|365.00|11.00|376.00|597.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|945|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|945.00|MIXTA|S01|1.00|103.00|118.00|5.00|0.00|1.00|0.00|6.00|0.00|1.00|0.00|3.00|9.00|0.00|247.00|4.00|251.00|0.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|945|M|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|946.00|URBANA|B|3.00|159.00|194.00|8.00|3.00|3.00|1.00|6.00|1.00|0.00|1.00|1.00|5.00|0.00|385.00|11.00|396.00|676.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|946|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|946.00|URBANA|C01|7.00|175.00|179.00|16.00|1.00|7.00|2.00|10.00|0.00|1.00|0.00|4.00|8.00|0.00|410.00|9.00|419.00|675.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|946|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|946.00|URBANA|C02|4.00|186.00|203.00|6.00|3.00|3.00|3.00|7.00|0.00|2.00|1.00|4.00|5.00|0.00|427.00|11.00|438.00|675.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|946|U|
4.00|12.00|GUERRERO|1|17.00|COYUCA DE CATALAN|22.00|COYUCA DE CATALAN|947.00|RURAL|B|0.00|42.00|40.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|83.00|1.00|84.00|135.00|Acta Casilla||||1|17|22|COYUCA DE CATALAN|947|R|
