CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|MC|NVA_ALIANZA|MORENA|PH|ES|PRI_PVEM|PRD_PT_NVA_ALIANZA|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
5.00|16.00|MICHOACAN|3|13.00|ZIT́CUARO|5.00|ANGANGUEO|55.00|MIXTA|C02|72.00|122.00|71.00|105.00|72.00|0.00|1.00|12.00|11.00|0.00|2.00|4.00|0.00|472.00|9.00|481.00|659.00|ACTA CASILLA||||3|13|5|ANGANGUEO|55|M|
5.00|16.00|MICHOACAN|3|13.00|ZIT́CUARO|5.00|ANGANGUEO|56.00|RURAL|B|10.00|151.00|92.00|123.00|42.00|1.00|1.00|3.00|8.00|0.00|3.00|9.00|0.00|443.00|8.00|451.00|589.00|ACTA CASILLA||||3|13|5|ANGANGUEO|56|R|
5.00|16.00|MICHOACAN|3|13.00|ZIT́CUARO|5.00|ANGANGUEO|56.00|RURAL|C01|18.00|114.00|106.00|118.00|53.00|2.00|2.00|3.00|8.00|0.00|1.00|7.00|0.00|432.00|16.00|448.00|588.00|ACTA CASILLA||||3|13|5|ANGANGUEO|56|R|
5.00|16.00|MICHOACAN|3|13.00|ZIT́CUARO|5.00|ANGANGUEO|57.00|RURAL|B|31.00|209.00|70.00|116.00|21.00|3.00|1.00|9.00|0.00|0.00|0.00|3.00|0.00|463.00|11.00|474.00|631.00|ACTA CASILLA||||3|13|5|ANGANGUEO|57|R|
5.00|16.00|MICHOACAN|3|13.00|ZIT́CUARO|5.00|ANGANGUEO|57.00|RURAL|C01|45.00|195.00|100.00|81.00|15.00|2.00|3.00|7.00|4.00|0.00|0.00|7.00|0.00|459.00|15.00|474.00|631.00|ACTA CASILLA||||3|13|5|ANGANGUEO|57|R|
5.00|16.00|MICHOACAN|3|13.00|ZIT́CUARO|5.00|ANGANGUEO|57.00|RURAL|C02|35.00|192.00|78.00|4.00|19.00|3.00|3.00|18.00|0.00|0.00|1.00|3.00|0.00|356.00|18.00|374.00|631.00|ACTA CASILLA||||3|13|5|ANGANGUEO|57|R|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|58.00|URBANA|B|58.00|70.00|54.00|11.00|4.00|3.00|3.00|7.00|2.00|0.00|0.00|1.00|0.00|213.00|6.00|219.00|513.00|RECUENTO||||12|23|6|APATZINGAN|58|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|58.00|URBANA|C01|45.00|71.00|60.00|17.00|1.00|9.00|3.00|13.00|1.00|0.00|0.00|1.00|0.00|221.00|1.00|222.00|513.00|RECUENTO||||12|23|6|APATZINGAN|58|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|59.00|URBANA|B|58.00|76.00|72.00|3.00|17.00|12.00|0.00|6.00|3.00|0.00|0.00|0.00|0.00|247.00|14.00|261.00|502.00|ACTA CASILLA||||12|23|6|APATZINGAN|59|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|59.00|URBANA|C01|40.00|55.00|73.00|11.00|5.00|8.00|2.00|8.00|4.00|0.00|1.00|3.00|0.00|210.00|6.00|216.00|502.00|ACTA CASILLA||||12|23|6|APATZINGAN|59|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|59.00|URBANA|C02|67.00|54.00|66.00|17.00|1.00|3.00|0.00|4.00|2.00|0.00|0.00|0.00|0.00|214.00|0.00|214.00|502.00|ACTA CASILLA||||12|23|6|APATZINGAN|59|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|60.00|URBANA|B|56.00|64.00|51.00|21.00|6.00|2.00|2.00|11.00|1.00|0.00|9.00|0.00|2.00|223.00|8.00|233.00|574.00|RECUENTO||||12|23|6|APATZINGAN|60|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|60.00|URBANA|C01|43.00|70.00|80.00|34.00|4.00|3.00|2.00|5.00|0.00|0.00|0.00|0.00|0.00|241.00|5.00|246.00|574.00|ACTA CASILLA||||12|23|6|APATZINGAN|60|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|60.00|URBANA|C02|48.00|64.00|60.00|34.00|6.00|5.00|1.00|8.00|2.00|0.00|4.00|4.00|0.00|236.00|10.00|246.00|573.00|RECUENTO||||12|23|6|APATZINGAN|60|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|61.00|MIXTA|B|62.00|64.00|55.00|26.00|3.00|3.00|0.00|11.00|2.00|0.00|1.00|2.00|0.00|229.00|9.00|238.00|678.00|RECUENTO||||12|23|6|APATZINGAN|61|M|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|61.00|MIXTA|C01|55.00|84.00|58.00|31.00|2.00|5.00|5.00|7.00|1.00|0.00|4.00|5.00|0.00|257.00|13.00|270.00|678.00|RECUENTO||||12|23|6|APATZINGAN|61|M|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|62.00|URBANA|B|74.00|71.00|64.00|27.00|2.00|8.00|2.00|10.00|3.00|0.00|2.00|2.00|1.00|265.00|13.00|279.00|735.00|ACTA CASILLA||||12|23|6|APATZINGAN|62|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|62.00|URBANA|C01|72.00|77.00|70.00|23.00|9.00|8.00|8.00|7.00|4.00|0.00|1.00|0.00|0.00|279.00|16.00|295.00|735.00|RECUENTO||||12|23|6|APATZINGAN|62|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|63.00|URBANA|B|51.00|88.00|58.00|25.00|2.00|15.00|5.00|12.00|1.00|0.00|2.00|7.00|2.00|266.00|15.00|283.00|681.00|RECUENTO||||12|23|6|APATZINGAN|63|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|63.00|URBANA|C01|45.00|78.00|57.00|37.00|2.00|11.00|1.00|7.00|2.00|0.00|3.00|5.00|0.00|248.00|6.00|254.00|681.00|ACTA CASILLA||||12|23|6|APATZINGAN|63|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|63.00|URBANA|C02|66.00|71.00|60.00|26.00|2.00|14.00|3.00|14.00|3.00|0.00|5.00|2.00|0.00|266.00|9.00|275.00|680.00|ACTA CASILLA||||12|23|6|APATZINGAN|63|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|64.00|URBANA|B|38.00|69.00|72.00|10.00|2.00|8.00|3.00|11.00|1.00|0.00|1.00|3.00|1.00|218.00|13.00|232.00|509.00|RECUENTO||||12|23|6|APATZINGAN|64|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|64.00|URBANA|C01|57.00|76.00|70.00|16.00|2.00|10.00|0.00|15.00|2.00|0.00|2.00|1.00|0.00|251.00|5.00|256.00|508.00|ACTA CASILLA||||12|23|6|APATZINGAN|64|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|64.00|URBANA|C02|60.00|56.00|60.00|19.00|3.00|7.00|1.00|3.00|3.00|0.00|2.00|1.00|2.00|215.00|11.00|228.00|508.00|ACTA CASILLA||||12|23|6|APATZINGAN|64|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|65.00|URBANA|B|62.00|41.00|55.00|24.00|5.00|5.00|4.00|13.00|1.00|0.00|0.00|1.00|0.00|211.00|8.00|219.00|504.00|RECUENTO||||12|23|6|APATZINGAN|65|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|65.00|URBANA|C01|62.00|40.00|66.00|11.00|2.00|8.00|1.00|14.00|2.00|0.00|0.00|2.00|1.00|208.00|7.00|216.00|504.00|RECUENTO||||12|23|6|APATZINGAN|65|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|65.00|URBANA|C02|55.00|46.00|55.00|21.00|6.00|7.00|3.00|12.00|5.00|0.00|3.00|0.00|0.00|213.00|3.00|216.00|503.00|RECUENTO||||12|23|6|APATZINGAN|65|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|66.00|URBANA|B|66.00|49.00|71.00|23.00|2.00|4.00|3.00|11.00|4.00|0.00|1.00|0.00|0.00|234.00|16.00|250.00|539.00|ACTA CASILLA||||12|23|6|APATZINGAN|66|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|66.00|URBANA|C01|56.00|42.00|73.00|19.00|3.00|4.00|1.00|16.00|1.00|0.00|3.00|0.00|0.00|218.00|5.00|223.00|538.00|ACTA CASILLA||||12|23|6|APATZINGAN|66|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|66.00|URBANA|C02|70.00|44.00|83.00|17.00|0.00|4.00|1.00|13.00|2.00|0.00|0.00|2.00|0.00|236.00|15.00|251.00|538.00|RECUENTO||||12|23|6|APATZINGAN|66|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|67.00|URBANA|B|65.00|59.00|37.00|16.00|2.00|5.00|3.00|7.00|1.00|0.00|0.00|1.00|1.00|196.00|6.00|203.00|432.00|RECUENTO||||12|23|6|APATZINGAN|67|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|67.00|URBANA|C01|66.00|47.00|33.00|25.00|2.00|2.00|1.00|12.00|2.00|0.00|0.00|0.00|0.00|190.00|12.00|202.00|431.00|RECUENTO||||12|23|6|APATZINGAN|67|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|68.00|URBANA|B|77.00|45.00|59.00|22.00|0.00|5.00|5.00|17.00|5.00|0.00|3.00|6.00|1.00|244.00|16.00|261.00|511.00|ACTA CASILLA||||12|23|6|APATZINGAN|68|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|68.00|URBANA|C01|90.00|44.00|50.00|17.00|3.00|6.00|1.00|13.00|4.00|0.00|0.00|1.00|0.00|229.00|10.00|239.00|510.00|ACTA CASILLA||||12|23|6|APATZINGAN|68|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|68.00|URBANA|C02|85.00|51.00|51.00|11.00|3.00|14.00|2.00|24.00|4.00|0.00|3.00|1.00|0.00|249.00|11.00|260.00|510.00|ACTA CASILLA||||12|23|6|APATZINGAN|68|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|69.00|URBANA|B|123.00|60.00|89.00|13.00|8.00|15.00|10.00|18.00|4.00|0.00|4.00|1.00|1.00|345.00|14.00|360.00|604.00|RECUENTO||||12|23|6|APATZINGAN|69|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|69.00|URBANA|C01|130.00|78.00|103.00|20.00|0.00|11.00|3.00|33.00|2.00|0.00|1.00|0.00|0.00|381.00|8.00|389.00|603.00|RECUENTO||||12|23|6|APATZINGAN|69|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|70.00|URBANA|B|54.00|49.00|51.00|18.00|3.00|3.00|3.00|9.00|3.00|0.00|0.00|0.00|0.00|193.00|7.00|200.00|489.00|RECUENTO||||12|23|6|APATZINGAN|70|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|70.00|URBANA|C01|58.00|46.00|34.00|21.00|0.00|5.00|4.00|3.00|0.00|0.00|3.00|0.00|0.00|174.00|6.00|180.00|488.00|RECUENTO||||12|23|6|APATZINGAN|70|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|71.00|URBANA|B|74.00|81.00|76.00|18.00|5.00|6.00|2.00|18.00|2.00|0.00|3.00|3.00|0.00|288.00|16.00|304.00|658.00|ACTA CASILLA||||12|23|6|APATZINGAN|71|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|71.00|URBANA|C01|75.00|88.00|63.00|28.00|6.00|10.00|1.00|18.00|0.00|0.00|0.00|2.00|1.00|291.00|5.00|297.00|657.00|ACTA CASILLA||||12|23|6|APATZINGAN|71|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|72.00|URBANA|B|56.00|76.00|56.00|25.00|4.00|8.00|4.00|9.00|2.00|0.00|2.00|0.00|3.00|242.00|13.00|258.00|486.00|RECUENTO||||12|23|6|APATZINGAN|72|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|72.00|URBANA|C01|48.00|39.00|51.00|16.00|10.00|11.00|4.00|17.00|4.00|0.00|0.00|0.00|1.00|200.00|13.00|214.00|485.00|ACTA CASILLA||||12|23|6|APATZINGAN|72|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|73.00|URBANA|B|44.00|67.00|103.00|16.00|7.00|11.00|3.00|8.00|2.00|0.00|1.00|2.00|0.00|264.00|17.00|281.00|633.00|ACTA CASILLA||||12|23|6|APATZINGAN|73|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|73.00|URBANA|C01|65.00|72.00|125.00|21.00|3.00|7.00|5.00|5.00|3.00|0.00|0.00|3.00|4.00|309.00|10.00|323.00|632.00|ACTA CASILLA||||12|23|6|APATZINGAN|73|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|73.00|URBANA|C02|43.00|77.00|106.00|27.00|6.00|13.00|8.00|8.00|3.00|0.00|0.00|0.00|0.00|291.00|14.00|305.00|632.00|RECUENTO||||12|23|6|APATZINGAN|73|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|74.00|URBANA|B|67.00|112.00|90.00|24.00|2.00|10.00|3.00|8.00|0.00|0.00|0.00|2.00|0.00|318.00|6.00|324.00|632.00|RECUENTO||||12|23|6|APATZINGAN|74|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|74.00|URBANA|C01|96.00|105.00|73.00|15.00|5.00|15.00|3.00|9.00|3.00|0.00|0.00|0.00|1.00|324.00|11.00|336.00|632.00|ACTA CASILLA||||12|23|6|APATZINGAN|74|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|75.00|URBANA|B|80.00|60.00|73.00|20.00|2.00|7.00|2.00|19.00|2.00|0.00|2.00|1.00|0.00|268.00|9.00|277.00|507.00|ACTA CASILLA||||12|23|6|APATZINGAN|75|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|75.00|URBANA|C01|96.00|60.00|68.00|15.00|2.00|9.00|1.00|11.00|4.00|0.00|0.00|0.00|1.00|266.00|7.00|274.00|506.00|ACTA CASILLA||||12|23|6|APATZINGAN|75|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|76.00|URBANA|B|74.00|62.00|59.00|15.00|1.00|2.00|5.00|2.00|1.00|0.00|2.00|0.00|0.00|223.00|11.00|234.00|512.00|RECUENTO||||12|23|6|APATZINGAN|76|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|76.00|URBANA|C01|87.00|66.00|53.00|14.00|4.00|4.00|3.00|11.00|1.00|0.00|1.00|1.00|0.00|245.00|7.00|252.00|511.00|RECUENTO||||12|23|6|APATZINGAN|76|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|77.00|URBANA|B|101.00|67.00|80.00|15.00|5.00|8.00|5.00|11.00|4.00|0.00|0.00|4.00|0.00|300.00|8.00|308.00|571.00|RECUENTO||||12|23|6|APATZINGAN|77|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|77.00|URBANA|C01|62.00|53.00|62.00|21.00|2.00|5.00|2.00|14.00|4.00|0.00|1.00|1.00|1.00|227.00|10.00|238.00|570.00|RECUENTO||||12|23|6|APATZINGAN|77|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|77.00|URBANA|C02|113.00|58.00|84.00|20.00|1.00|9.00|6.00|10.00|0.00|0.00|3.00|2.00|0.00|306.00|10.00|316.00|570.00|RECUENTO||||12|23|6|APATZINGAN|77|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|78.00|URBANA|B|87.00|65.00|94.00|43.00|4.00|8.00|5.00|13.00|2.00|0.00|0.00|4.00|0.00|325.00|14.00|339.00|713.00|ACTA CASILLA||||12|23|6|APATZINGAN|78|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|78.00|URBANA|C01|95.00|78.00|69.00|48.00|1.00|7.00|4.00|10.00|3.00|0.00|0.00|2.00|0.00|317.00|18.00|335.00|712.00|ACTA CASILLA||||12|23|6|APATZINGAN|78|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|79.00|URBANA|B|73.00|65.00|46.00|11.00|1.00|4.00|0.00|22.00|1.00|0.00|2.00|3.00|0.00|228.00|3.00|231.00|420.00|ACTA CASILLA||||12|23|6|APATZINGAN|79|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|79.00|URBANA|C01|89.00|49.00|43.00|8.00|1.00|3.00|0.00|8.00|0.00|0.00|3.00|0.00|0.00|204.00|8.00|212.00|420.00|ACTA CASILLA||||12|23|6|APATZINGAN|79|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|80.00|URBANA|B|83.00|65.00|70.00|18.00|1.00|7.00|5.00|13.00|0.00|0.00|0.00|2.00|0.00|264.00|11.00|275.00|533.00|ACTA CASILLA||||12|23|6|APATZINGAN|80|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|80.00|URBANA|C01|112.00|70.00|71.00|18.00|4.00|4.00|3.00|7.00|4.00|0.00|1.00|1.00|0.00|295.00|8.00|303.00|533.00|ACTA CASILLA||||12|23|6|APATZINGAN|80|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|81.00|URBANA|B|88.00|55.00|72.00|19.00|4.00|3.00|3.00|7.00|2.00|0.00|0.00|0.00|0.00|253.00|5.00|258.00|422.00|ACTA CASILLA||||12|23|6|APATZINGAN|81|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|81.00|URBANA|C01|106.00|35.00|53.00|10.00|2.00|8.00|1.00|11.00|1.00|0.00|0.00|5.00|1.00|232.00|3.00|236.00|422.00|ACTA CASILLA||||12|23|6|APATZINGAN|81|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|82.00|URBANA|B|88.00|94.00|77.00|21.00|3.00|17.00|4.00|7.00|4.00|0.00|4.00|1.00|0.00|320.00|13.00|333.00|707.00|RECUENTO||||12|23|6|APATZINGAN|82|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|82.00|URBANA|C01|97.00|86.00|102.00|18.00|3.00|8.00|6.00|7.00|4.00|0.00|0.00|0.00|0.00|331.00|9.00|340.00|707.00|ACTA CASILLA||||12|23|6|APATZINGAN|82|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|83.00|URBANA|B|58.00|46.00|57.00|2.00|37.00|15.00|0.00|8.00|7.00|0.00|1.00|5.00|0.00|236.00|14.00|250.00|491.00|ACTA CASILLA||||12|23|6|APATZINGAN|83|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|83.00|URBANA|C01|66.00|49.00|55.00|27.00|5.00|7.00|1.00|13.00|2.00|0.00|0.00|0.00|0.00|225.00|9.00|234.00|490.00|RECUENTO||||12|23|6|APATZINGAN|83|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|84.00|MIXTA|B|50.00|59.00|60.00|41.00|2.00|7.00|4.00|5.00|5.00|0.00|0.00|2.00|2.00|235.00|23.00|260.00|530.00|RECUENTO||||12|23|6|APATZINGAN|84|M|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|84.00|MIXTA|C01|57.00|62.00|63.00|21.00|6.00|10.00|2.00|2.00|3.00|0.00|4.00|4.00|0.00|234.00|26.00|260.00|529.00|RECUENTO||||12|23|6|APATZINGAN|84|M|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|84.00|MIXTA|C02|58.00|60.00|70.00|25.00|1.00|6.00|1.00|10.00|6.00|0.00|1.00|0.00|0.00|238.00|0.00|238.00|529.00|ACTA CASILLA||||12|23|6|APATZINGAN|84|M|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|85.00|URBANA|B|94.00|70.00|59.00|14.00|3.00|12.00|2.00|22.00|3.00|0.00|0.00|2.00|3.00|281.00|12.00|296.00|477.00|ACTA CASILLA||||12|23|6|APATZINGAN|85|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|85.00|URBANA|C01|86.00|68.00|68.00|19.00|2.00|6.00|4.00|6.00|3.00|0.00|0.00|0.00|2.00|262.00|15.00|279.00|476.00|RECUENTO||||12|23|6|APATZINGAN|85|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|86.00|URBANA|B|144.00|91.00|104.00|24.00|2.00|2.00|5.00|26.00|4.00|0.00|1.00|2.00|2.00|405.00|8.00|415.00|727.00|ACTA CASILLA||||12|23|6|APATZINGAN|86|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|87.00|URBANA|B|103.00|58.00|62.00|16.00|5.00|9.00|3.00|14.00|2.00|0.00|3.00|1.00|0.00|276.00|10.00|286.00|480.00|ACTA CASILLA||||12|23|6|APATZINGAN|87|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|87.00|URBANA|C01|88.00|71.00|60.00|14.00|4.00|9.00|2.00|12.00|4.00|0.00|0.00|0.00|0.00|264.00|0.00|264.00|479.00|ACTA CASILLA||||12|23|6|APATZINGAN|87|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|88.00|URBANA|B|102.00|62.00|65.00|21.00|2.00|9.00|3.00|9.00|7.00|0.00|4.00|0.00|0.00|284.00|13.00|297.00|568.00|ACTA CASILLA||||12|23|6|APATZINGAN|88|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|88.00|URBANA|C01|98.00|48.00|74.00|25.00|6.00|4.00|5.00|14.00|0.00|0.00|0.00|3.00|3.00|277.00|12.00|292.00|567.00|RECUENTO||||12|23|6|APATZINGAN|88|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|89.00|URBANA|B|106.00|60.00|47.00|21.00|4.00|0.00|5.00|8.00|5.00|0.00|2.00|0.00|0.00|258.00|8.00|266.00|523.00|ACTA CASILLA||||12|23|6|APATZINGAN|89|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|89.00|URBANA|C01|104.00|42.00|62.00|21.00|7.00|1.00|5.00|16.00|4.00|0.00|1.00|0.00|0.00|263.00|10.00|273.00|523.00|ACTA CASILLA||||12|23|6|APATZINGAN|89|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|90.00|URBANA|B|72.00|54.00|68.00|0.00|0.00|5.00|0.00|12.00|1.00|0.00|1.00|0.00|0.00|213.00|0.00|213.00|385.00|ACTA CASILLA||||12|23|6|APATZINGAN|90|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|90.00|URBANA|C01|89.00|40.00|41.00|8.00|1.00|6.00|3.00|7.00|2.00|0.00|0.00|3.00|0.00|200.00|3.00|203.00|385.00|ACTA CASILLA||||12|23|6|APATZINGAN|90|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|91.00|URBANA|B|100.00|64.00|64.00|14.00|1.00|3.00|1.00|8.00|0.00|0.00|2.00|2.00|0.00|259.00|11.00|270.00|469.00|ACTA CASILLA||||12|23|6|APATZINGAN|91|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|92.00|URBANA|B|86.00|62.00|51.00|10.00|6.00|2.00|2.00|14.00|2.00|0.00|1.00|0.00|0.00|236.00|12.00|248.00|404.00|ACTA CASILLA||||12|23|6|APATZINGAN|92|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|92.00|URBANA|C01|90.00|58.00|48.00|10.00|4.00|5.00|0.00|10.00|1.00|0.00|2.00|1.00|0.00|229.00|3.00|232.00|404.00|ACTA CASILLA||||12|23|6|APATZINGAN|92|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|93.00|URBANA|B|147.00|93.00|55.00|40.00|1.00|2.00|4.00|16.00|3.00|0.00|3.00|0.00|0.00|364.00|17.00|381.00|728.00|RECUENTO||||12|23|6|APATZINGAN|93|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|94.00|URBANA|B|85.00|59.00|40.00|24.00|4.00|3.00|0.00|10.00|4.00|0.00|1.00|2.00|0.00|232.00|5.00|237.00|464.00|ACTA CASILLA||||12|23|6|APATZINGAN|94|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|94.00|URBANA|C01|74.00|47.00|55.00|26.00|1.00|3.00|2.00|20.00|2.00|0.00|0.00|0.00|0.00|230.00|15.00|245.00|463.00|RECUENTO||||12|23|6|APATZINGAN|94|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|95.00|URBANA|B|151.00|98.00|57.00|13.00|1.00|13.00|0.00|10.00|1.00|0.00|2.00|2.00|1.00|348.00|9.00|358.00|630.00|ACTA CASILLA||||12|23|6|APATZINGAN|95|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|95.00|URBANA|S01|177.00|124.00|134.00|27.00|5.00|23.00|6.00|31.00|5.00|0.00|1.00|4.00|1.00|537.00|14.00|552.00|0.00|RECUENTO||||12|23|6|APATZINGAN|95|U|
5.00|16.00|MICHOACAN|12|23.00|APATZINǴN|6.00|APATZINǴN|96.00|URBANA|B|65.00|85.00|65.00|8.00|2.00|2.00|2.00|14.00|1.00|0.00|2.00|1.00|0.00|247.00|15.00|262.00|497.00|RECUENTO||||12|23|6|APATZINGAN|96|U|
