CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PT|PVEM|MC|NVA_ALIANZA|MORENA|PH|ES|PRI_PVEM|PRD_PT_NVA_ALIANZA|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|994.00|URBANA|B|73.00|71.00|60.00|5.00|3.00|7.00|3.00|8.00|8.00|0.00|0.00|2.00|1.00|240.00|15.00|256.00|451.00|RECUENTO||||10|17|54|MORELIA|994|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|994.00|URBANA|C01|101.00|58.00|43.00|4.00|2.00|11.00|2.00|8.00|9.00|0.00|0.00|2.00|0.00|240.00|13.00|253.00|450.00|ACTA CASILLA||||10|17|54|MORELIA|994|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|995.00|URBANA|B|92.00|48.00|49.00|4.00|1.00|7.00|0.00|13.00|4.00|0.00|1.00|0.00|0.00|219.00|7.00|226.00|430.00|ACTA CASILLA||||10|17|54|MORELIA|995|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|995.00|URBANA|C01|101.00|41.00|32.00|3.00|1.00|1.00|1.00|8.00|3.00|0.00|1.00|3.00|0.00|195.00|9.00|204.00|429.00|ACTA CASILLA||||10|17|54|MORELIA|995|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|996.00|URBANA|B|153.00|84.00|53.00|9.00|3.00|8.00|2.00|18.00|8.00|0.00|0.00|5.00|0.00|343.00|10.00|353.00|651.00|ACTA CASILLA||||10|17|54|MORELIA|996|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|996.00|URBANA|S01|147.00|76.00|184.00|17.00|7.00|27.00|2.00|31.00|18.00|0.00|0.00|0.00|0.00|509.00|22.00|531.00|0.00|ACTA CASILLA||||10|17|54|MORELIA|996|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|997.00|URBANA|B|109.00|68.00|53.00|5.00|4.00|13.00|3.00|25.00|4.00|0.00|2.00|4.00|1.00|290.00|14.00|305.00|511.00|ACTA CASILLA||||10|17|54|MORELIA|997|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|997.00|URBANA|C01|129.00|69.00|55.00|5.00|3.00|14.00|3.00|13.00|9.00|0.00|0.00|0.00|0.00|300.00|12.00|312.00|510.00|ACTA CASILLA||||10|17|54|MORELIA|997|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|998.00|URBANA|B|104.00|61.00|64.00|7.00|6.00|11.00|3.00|24.00|11.00|0.00|7.00|222.00|0.00|520.00|19.00|539.00|619.00|ACTA CASILLA||||8|16|54|MORELIA|998|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|998.00|URBANA|C01|96.00|66.00|93.00|5.00|6.00|9.00|6.00|23.00|5.00|0.00|3.00|6.00|0.00|318.00|28.00|346.00|618.00|RECUENTO||||8|16|54|MORELIA|998|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|999.00|URBANA|B|102.00|74.00|67.00|1.00|5.00|14.00|5.00|13.00|11.00|0.00|3.00|0.00|0.00|295.00|10.00|305.00|549.00|ACTA CASILLA||||8|16|54|MORELIA|999|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|999.00|URBANA|C01|87.00|87.00|73.00|3.00|5.00|16.00|1.00|13.00|4.00|0.00|2.00|2.00|3.00|293.00|7.00|303.00|548.00|RECUENTO||||8|16|54|MORELIA|999|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|1000.00|URBANA|B|65.00|54.00|66.00|7.00|8.00|10.00|1.00|7.00|3.00|0.00|2.00|2.00|0.00|225.00|3.00|228.00|418.00|RECUENTO||||8|16|54|MORELIA|1000|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|1000.00|URBANA|C01|47.00|62.00|53.00|7.00|1.00|9.00|5.00|12.00|5.00|0.00|1.00|2.00|2.00|204.00|12.00|218.00|418.00|RECUENTO||||8|16|54|MORELIA|1000|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|1020.00|URBANA|B|59.00|84.00|63.00|7.00|11.00|6.00|4.00|18.00|5.00|0.00|1.00|1.00|0.00|259.00|16.00|275.00|574.00|RECUENTO||||8|16|54|MORELIA|1020|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|1020.00|URBANA|C01|54.00|66.00|113.00|8.00|2.00|14.00|4.00|25.00|6.00|0.00|0.00|0.00|0.00|292.00|15.00|307.00|574.00|RECUENTO||||8|16|54|MORELIA|1020|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|1021.00|URBANA|B|83.00|39.00|35.00|3.00|2.00|9.00|3.00|10.00|0.00|0.00|1.00|0.00|0.00|185.00|10.00|195.00|393.00|ACTA CASILLA||||8|16|54|MORELIA|1021|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|1021.00|URBANA|C01|78.00|57.00|40.00|2.00|0.00|10.00|0.00|13.00|7.00|0.00|0.00|2.00|0.00|209.00|11.00|220.00|393.00|ACTA CASILLA||||8|16|54|MORELIA|1021|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|1022.00|URBANA|B|95.00|33.00|36.00|4.00|0.00|0.00|4.00|14.00|2.00|0.00|0.00|3.00|3.00|191.00|5.00|199.00|375.00|RECUENTO||||10|17|54|MORELIA|1022|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|1023.00|URBANA|B|73.00|60.00|48.00|5.00|2.00|17.00|0.00|20.00|1.00|0.00|1.00|3.00|1.00|230.00|9.00|240.00|444.00|ACTA CASILLA||||10|17|54|MORELIA|1023|U|
5.00|16.00|MICHOACAN|8|11.00|MORELIA NORESTE|54.00|MORELIA|1023.00|URBANA|S01|174.00|92.00|170.00|12.00|3.00|21.00|5.00|35.00|13.00|0.00|6.00|6.00|0.00|537.00|14.00|551.00|0.00|RECUENTO||||10|17|54|MORELIA|1023|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1024.00|URBANA|B|110.00|49.00|44.00|1.00|2.00|15.00|1.00|4.00|5.00|0.00|2.00|2.00|2.00|235.00|11.00|248.00|418.00|ACTA CASILLA||||10|17|54|MORELIA|1024|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1025.00|URBANA|B|120.00|43.00|44.00|1.00|4.00|15.00|5.00|10.00|11.00|0.00|3.00|0.00|1.00|256.00|11.00|268.00|469.00|ACTA CASILLA||||10|17|54|MORELIA|1025|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1026.00|URBANA|B|156.00|56.00|52.00|6.00|3.00|12.00|1.00|16.00|4.00|0.00|3.00|1.00|2.00|310.00|19.00|331.00|600.00|ACTA CASILLA||||10|17|54|MORELIA|1026|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1027.00|URBANA|B|109.00|34.00|28.00|4.00|0.00|7.00|1.00|10.00|2.00|0.00|0.00|0.00|0.00|195.00|6.00|201.00|338.00|ACTA CASILLA||||10|17|54|MORELIA|1027|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1028.00|URBANA|B|126.00|38.00|47.00|1.00|2.00|7.00|0.00|7.00|5.00|0.00|0.00|2.00|0.00|235.00|11.00|246.00|413.00|ACTA CASILLA||||10|17|54|MORELIA|1028|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1029.00|URBANA|B|179.00|56.00|65.00|5.00|4.00|15.00|2.00|16.00|3.00|0.00|1.00|1.00|0.00|347.00|20.00|367.00|642.00|ACTA CASILLA||||10|17|54|MORELIA|1029|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1030.00|URBANA|B|80.00|55.00|37.00|2.00|6.00|10.00|1.00|12.00|9.00|0.00|61.00|122.00|2.00|395.00|7.00|404.00|426.00|ACTA CASILLA||||10|17|54|MORELIA|1030|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1030.00|URBANA|C01|100.00|46.00|32.00|5.00|2.00|11.00|1.00|10.00|7.00|0.00|0.00|1.00|1.00|215.00|11.00|227.00|426.00|ACTA CASILLA||||10|17|54|MORELIA|1030|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1031.00|URBANA|B|78.00|31.00|68.00|1.00|5.00|7.00|2.00|12.00|10.00|0.00|2.00|3.00|0.00|219.00|13.00|232.00|496.00|RECUENTO||||10|11|54|MORELIA|1031|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1031.00|URBANA|C01|105.00|38.00|48.00|9.00|4.00|10.00|2.00|12.00|2.00|0.00|1.00|1.00|0.00|232.00|8.00|240.00|495.00|ACTA CASILLA||||10|11|54|MORELIA|1031|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1032.00|URBANA|B|110.00|42.00|61.00|5.00|4.00|9.00|0.00|5.00|2.00|0.00|1.00|5.00|0.00|244.00|8.00|252.00|503.00|ACTA CASILLA||||10|11|54|MORELIA|1032|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1032.00|URBANA|C01|73.00|33.00|72.00|2.00|4.00|12.00|1.00|12.00|3.00|0.00|3.00|3.00|0.00|218.00|20.00|238.00|503.00|RECUENTO||||10|11|54|MORELIA|1032|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1033.00|URBANA|B|57.00|37.00|74.00|2.00|10.00|9.00|3.00|13.00|8.00|0.00|2.00|4.00|0.00|219.00|16.00|235.00|519.00|ACTA CASILLA||||10|11|54|MORELIA|1033|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1033.00|URBANA|C01|77.00|37.00|71.00|4.00|3.00|19.00|1.00|12.00|7.00|0.00|1.00|5.00|0.00|237.00|19.00|256.00|519.00|RECUENTO||||10|11|54|MORELIA|1033|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1033.00|URBANA|C02|85.00|40.00|72.00|6.00|3.00|10.00|3.00|7.00|5.00|0.00|0.00|5.00|0.00|236.00|10.00|246.00|518.00|ACTA CASILLA||||10|11|54|MORELIA|1033|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1034.00|URBANA|B|92.00|56.00|73.00|12.00|4.00|9.00|5.00|17.00|8.00|0.00|2.00|3.00|1.00|281.00|11.00|293.00|525.00|ACTA CASILLA||||10|11|54|MORELIA|1034|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1034.00|URBANA|C01|78.00|53.00|61.00|5.00|6.00|14.00|3.00|14.00|13.00|0.00|2.00|1.00|1.00|250.00|14.00|265.00|525.00|RECUENTO||||10|11|54|MORELIA|1034|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1035.00|URBANA|B|73.00|50.00|84.00|16.00|5.00|10.00|3.00|8.00|7.00|0.00|1.00|10.00|0.00|267.00|14.00|281.00|668.00|RECUENTO||||10|11|54|MORELIA|1035|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1035.00|URBANA|C01|86.00|38.00|65.00|17.00|4.00|10.00|4.00|18.00|4.00|0.00|1.00|3.00|0.00|250.00|11.00|261.00|667.00|ACTA CASILLA||||10|11|54|MORELIA|1035|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1035.00|URBANA|C02|72.00|31.00|65.00|9.00|4.00|8.00|2.00|12.00|11.00|0.00|3.00|3.00|1.00|220.00|14.00|235.00|667.00|RECUENTO||||10|11|54|MORELIA|1035|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1035.00|URBANA|C03|71.00|44.00|76.00|16.00|5.00|14.00|4.00|14.00|8.00|0.00|3.00|2.00|0.00|257.00|7.00|264.00|667.00|RECUENTO||||10|11|54|MORELIA|1035|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1035.00|URBANA|C04|102.00|37.00|66.00|10.00|3.00|9.00|4.00|15.00|9.00|0.00|0.00|5.00|0.00|260.00|17.00|277.00|667.00|ACTA CASILLA||||10|11|54|MORELIA|1035|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1035.00|URBANA|C05|88.00|38.00|81.00|8.00|4.00|10.00|5.00|7.00|4.00|0.00|1.00|3.00|0.00|249.00|16.00|265.00|667.00|RECUENTO||||10|11|54|MORELIA|1035|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1035.00|URBANA|C06|75.00|31.00|66.00|6.00|2.00|9.00|2.00|13.00|7.00|0.00|1.00|3.00|0.00|215.00|12.00|227.00|667.00|ACTA CASILLA||||10|11|54|MORELIA|1035|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1035.00|URBANA|C07|86.00|31.00|66.00|12.00|6.00|9.00|3.00|11.00|7.00|0.00|4.00|2.00|1.00|237.00|10.00|248.00|667.00|ACTA CASILLA||||10|11|54|MORELIA|1035|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1035.00|URBANA|C08|86.00|43.00|67.00|6.00|4.00|16.00|3.00|12.00|3.00|0.00|2.00|3.00|1.00|245.00|18.00|264.00|667.00|ACTA CASILLA||||10|11|54|MORELIA|1035|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1036.00|URBANA|B|57.00|42.00|73.00|9.00|6.00|9.00|2.00|9.00|12.00|0.00|0.00|5.00|0.00|224.00|6.00|230.00|650.00|ACTA CASILLA||||10|11|54|MORELIA|1036|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1036.00|URBANA|C01|71.00|46.00|68.00|11.00|6.00|4.00|2.00|14.00|4.00|0.00|4.00|4.00|0.00|234.00|16.00|250.00|649.00|RECUENTO||||10|11|54|MORELIA|1036|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1036.00|URBANA|C02|60.00|36.00|83.00|9.00|8.00|15.00|4.00|22.00|5.00|0.00|2.00|6.00|2.00|250.00|13.00|265.00|649.00|ACTA CASILLA||||10|11|54|MORELIA|1036|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1036.00|URBANA|C03|80.00|40.00|57.00|13.00|8.00|16.00|4.00|15.00|8.00|0.00|2.00|4.00|0.00|247.00|14.00|261.00|649.00|ACTA CASILLA||||10|11|54|MORELIA|1036|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1036.00|URBANA|C04|67.00|54.00|62.00|5.00|9.00|6.00|3.00|6.00|3.00|0.00|2.00|3.00|3.00|220.00|13.00|236.00|649.00|RECUENTO||||10|11|54|MORELIA|1036|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1036.00|URBANA|C05|73.00|66.00|66.00|6.00|6.00|3.00|1.00|12.00|7.00|0.00|0.00|3.00|1.00|243.00|13.00|257.00|649.00|RECUENTO||||10|11|54|MORELIA|1036|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1036.00|URBANA|C06|75.00|31.00|66.00|6.00|2.00|9.00|2.00|13.00|7.00|0.00|1.00|4.00|0.00|216.00|12.00|228.00|649.00|RECUENTO||||10|11|54|MORELIA|1036|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1037.00|URBANA|B|117.00|53.00|75.00|4.00|13.00|24.00|1.00|10.00|7.00|0.00|2.00|1.00|3.00|307.00|23.00|333.00|669.00|ACTA CASILLA||||10|11|54|MORELIA|1037|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1037.00|URBANA|C01|136.00|46.00|77.00|7.00|9.00|13.00|5.00|15.00|5.00|0.00|0.00|1.00|2.00|314.00|14.00|330.00|668.00|ACTA CASILLA||||10|11|54|MORELIA|1037|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1037.00|URBANA|C02|141.00|60.00|52.00|4.00|4.00|15.00|2.00|6.00|11.00|0.00|1.00|2.00|1.00|298.00|20.00|319.00|668.00|ACTA CASILLA||||10|11|54|MORELIA|1037|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1038.00|URBANA|B|141.00|50.00|77.00|6.00|6.00|17.00|3.00|31.00|11.00|0.00|1.00|6.00|0.00|349.00|13.00|362.00|744.00|ACTA CASILLA||||10|11|54|MORELIA|1038|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1038.00|URBANA|C01|127.00|67.00|93.00|11.00|6.00|19.00|3.00|18.00|12.00|0.00|1.00|0.00|0.00|357.00|11.00|368.00|743.00|ACTA CASILLA||||10|11|54|MORELIA|1038|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1039.00|URBANA|B|135.00|85.00|84.00|5.00|3.00|7.00|6.00|15.00|8.00|0.00|88.00|285.00|0.00|721.00|10.00|731.00|640.00|ACTA CASILLA||||10|11|54|MORELIA|1039|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1039.00|URBANA|C01|122.00|61.00|69.00|6.00|4.00|16.00|5.00|10.00|9.00|0.00|2.00|4.00|0.00|308.00|13.00|321.00|640.00|RECUENTO||||10|11|54|MORELIA|1039|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1040.00|URBANA|B|99.00|51.00|66.00|5.00|7.00|18.00|4.00|14.00|6.00|0.00|0.00|1.00|0.00|271.00|8.00|279.00|559.00|ACTA CASILLA||||10|11|54|MORELIA|1040|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1040.00|URBANA|C01|120.00|40.00|49.00|2.00|5.00|11.00|1.00|15.00|9.00|0.00|2.00|1.00|2.00|255.00|19.00|276.00|558.00|RECUENTO||||10|11|54|MORELIA|1040|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1041.00|URBANA|B|75.00|38.00|48.00|4.00|3.00|12.00|3.00|4.00|5.00|0.00|1.00|1.00|0.00|194.00|10.00|204.00|401.00|ACTA CASILLA||||10|11|54|MORELIA|1041|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1041.00|URBANA|C01|88.00|34.00|39.00|0.00|4.00|11.00|5.00|8.00|7.00|0.00|0.00|0.00|0.00|196.00|9.00|205.00|401.00|ACTA CASILLA||||10|11|54|MORELIA|1041|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1042.00|URBANA|B|158.00|34.00|52.00|7.00|2.00|16.00|1.00|13.00|7.00|0.00|1.00|1.00|0.00|292.00|11.00|303.00|509.00|ACTA CASILLA||||10|17|54|MORELIA|1042|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1088.00|URBANA|B|232.00|71.00|78.00|8.00|0.00|20.00|3.00|17.00|9.00|0.00|0.00|0.00|0.00|438.00|18.00|456.00|717.00|ACTA CASILLA||||10|11|54|MORELIA|1088|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1089.00|URBANA|B|115.00|61.00|43.00|9.00|3.00|14.00|7.00|18.00|11.00|0.00|2.00|0.00|0.00|283.00|15.00|298.00|455.00|ACTA CASILLA||||10|11|54|MORELIA|1089|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1089.00|URBANA|C01|113.00|77.00|50.00|6.00|3.00|10.00|2.00|18.00|9.00|0.00|2.00|2.00|2.00|292.00|11.00|305.00|455.00|ACTA CASILLA||||10|11|54|MORELIA|1089|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1090.00|URBANA|B|130.00|103.00|64.00|1.00|7.00|18.00|4.00|15.00|12.00|0.00|9.00|1.00|1.00|364.00|23.00|388.00|572.00|ACTA CASILLA||||10|11|54|MORELIA|1090|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1091.00|URBANA|B|133.00|72.00|83.00|6.00|2.00|19.00|2.00|16.00|11.00|0.00|3.00|6.00|3.00|353.00|21.00|377.00|602.00|ACTA CASILLA||||10|11|54|MORELIA|1091|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1092.00|URBANA|B|134.00|60.00|52.00|4.00|5.00|17.00|3.00|11.00|6.00|0.00|4.00|0.00|1.00|296.00|9.00|306.00|511.00|ACTA CASILLA||||10|11|54|MORELIA|1092|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1092.00|URBANA|C01|124.00|50.00|56.00|4.00|5.00|20.00|2.00|16.00|9.00|0.00|3.00|0.00|2.00|289.00|10.00|301.00|510.00|ACTA CASILLA||||10|11|54|MORELIA|1092|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1093.00|URBANA|B|149.00|75.00|79.00|4.00|3.00|18.00|3.00|14.00|5.00|0.00|2.00|2.00|1.00|354.00|15.00|370.00|683.00|ACTA CASILLA||||10|11|54|MORELIA|1093|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1093.00|URBANA|C01|147.00|78.00|84.00|6.00|8.00|28.00|0.00|23.00|10.00|0.00|2.00|4.00|0.00|390.00|14.00|404.00|683.00|ACTA CASILLA||||10|11|54|MORELIA|1093|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1094.00|URBANA|B|128.00|36.00|56.00|9.00|3.00|10.00|3.00|13.00|5.00|0.00|0.00|2.00|1.00|265.00|11.00|277.00|499.00|ACTA CASILLA||||10|11|54|MORELIA|1094|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1094.00|URBANA|C01|85.00|38.00|54.00|8.00|3.00|6.00|3.00|10.00|11.00|0.00|1.00|4.00|2.00|223.00|23.00|248.00|499.00|ACTA CASILLA||||10|11|54|MORELIA|1094|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1095.00|URBANA|B|95.00|70.00|76.00|14.00|5.00|18.00|7.00|26.00|10.00|0.00|1.00|4.00|0.00|326.00|16.00|342.00|644.00|ACTA CASILLA||||10|11|54|MORELIA|1095|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1096.00|URBANA|B|109.00|50.00|69.00|5.00|6.00|9.00|5.00|21.00|4.00|0.00|2.00|2.00|0.00|282.00|19.00|301.00|596.00|ACTA CASILLA||||10|11|54|MORELIA|1096|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1096.00|URBANA|C01|108.00|51.00|67.00|7.00|6.00|21.00|4.00|16.00|3.00|0.00|0.00|1.00|0.00|284.00|20.00|304.00|595.00|ACTA CASILLA||||10|11|54|MORELIA|1096|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1097.00|URBANA|B|112.00|61.00|71.00|3.00|7.00|15.00|4.00|8.00|7.00|0.00|3.00|3.00|0.00|294.00|13.00|307.00|636.00|ACTA CASILLA||||10|11|54|MORELIA|1097|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1097.00|URBANA|C01|133.00|50.00|61.00|6.00|5.00|13.00|5.00|20.00|8.00|0.00|3.00|0.00|0.00|304.00|18.00|322.00|636.00|ACTA CASILLA||||10|11|54|MORELIA|1097|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1097.00|URBANA|C02|116.00|63.00|63.00|6.00|4.00|6.00|1.00|28.00|7.00|0.00|1.00|4.00|3.00|299.00|17.00|319.00|635.00|ACTA CASILLA||||10|11|54|MORELIA|1097|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1098.00|URBANA|B|107.00|35.00|60.00|11.00|7.00|14.00|3.00|15.00|3.00|0.00|2.00|3.00|3.00|260.00|18.00|281.00|626.00|ACTA CASILLA||||10|11|54|MORELIA|1098|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1098.00|URBANA|C01|102.00|42.00|54.00|4.00|16.00|10.00|0.00|10.00|6.00|0.00|1.00|7.00|0.00|252.00|18.00|270.00|625.00|ACTA CASILLA||||10|11|54|MORELIA|1098|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1099.00|URBANA|B|78.00|70.00|74.00|4.00|12.00|16.00|1.00|8.00|5.00|0.00|0.00|5.00|0.00|273.00|13.00|286.00|608.00|RECUENTO||||10|11|54|MORELIA|1099|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1099.00|URBANA|C01|89.00|56.00|76.00|5.00|11.00|13.00|0.00|8.00|7.00|0.00|67.00|243.00|0.00|575.00|17.00|592.00|608.00|ACTA CASILLA||||10|11|54|MORELIA|1099|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1099.00|URBANA|C02|62.00|66.00|66.00|7.00|19.00|15.00|2.00|12.00|2.00|0.00|1.00|3.00|0.00|255.00|16.00|271.00|608.00|RECUENTO||||10|11|54|MORELIA|1099|U|
5.00|16.00|MICHOACAN|10|11.00|MORELIA NORESTE|54.00|MORELIA|1100.00|URBANA|B|102.00|49.00|46.00|3.00|8.00|10.00|3.00|15.00|4.00|0.00|1.00|1.00|0.00|242.00|14.00|256.00|534.00|ACTA CASILLA||||10|11|54|MORELIA|1100|U|
