V1,V2
-112.00,27.11
-111.99,27.11
-111.99,27.10
-111.98,27.10
-111.97,27.10
-111.97,27.10
-111.96,27.10
-111.96,27.10
-109.81,26.74
-109.81,26.74
-109.81,26.74
-109.82,26.75
-109.82,26.75
-109.82,26.75
-109.83,26.76
-109.83,26.76
-109.83,26.77
-109.83,26.77
-109.84,26.78
-109.84,26.78
-109.84,26.78
-109.84,26.79
-109.85,26.79
-109.85,26.80
-109.85,26.80
-109.85,26.81
-109.86,26.81
-109.86,26.82
-109.86,26.82
-109.87,26.82
-109.87,26.83
-109.87,26.84
-109.87,26.84
-109.87,26.84
-109.88,26.85
-109.88,26.85
-109.88,26.86
-109.88,26.87
-109.88,26.87
-109.88,26.88
-109.88,26.88
-109.88,26.89
-109.88,26.89
-109.88,26.90
-109.89,26.91
-109.89,26.91
-109.89,26.91
-109.89,26.92
-109.90,26.92
-109.90,26.93
-109.90,26.93
-109.90,26.94
-109.91,26.94
-109.91,26.94
-109.91,26.95
-109.92,26.95
-109.92,26.96
-109.92,26.96
-109.93,26.96
-109.93,26.97
-109.93,26.97
-109.94,26.97
-109.94,26.98
-109.94,26.98
-109.95,26.99
-109.95,26.99
-109.95,27.00
-109.94,27.00
-109.94,27.00
-109.94,26.99
-109.93,26.99
-109.93,26.99
-109.93,26.98
-109.92,26.98
-109.92,26.97
-109.92,26.97
-109.92,26.96
-109.91,26.96
-109.91,26.96
-109.91,26.95
-109.90,26.95
-109.90,26.95
-109.89,26.94
-109.89,26.94
-109.89,26.94
-109.88,26.94
-109.88,26.94
-109.88,26.95
-109.89,26.95
-109.89,26.96
-109.89,26.96
-109.89,26.96
-109.90,26.97
-109.90,26.97
-109.90,26.98
-109.90,26.98
-109.90,26.99
-109.91,26.99
-109.91,27.00
-109.91,27.00
-109.91,27.01
-109.91,27.01
-109.91,27.02
-109.91,27.03
-109.91,27.03
-109.92,27.04
-109.92,27.04
-109.92,27.05
-109.92,27.06
-109.92,27.06
-109.92,27.06
-109.93,27.07
-109.93,27.07
-109.94,27.07
-109.94,27.08
-109.94,27.08
-109.94,27.09
-109.95,27.09
-109.95,27.10
-109.96,27.10
-109.96,27.10
-109.96,27.11
-109.97,27.11
-109.97,27.11
-109.98,27.11
-109.98,27.11
-109.99,27.11
-110.00,27.11
-110.00,27.11
-110.01,27.11
-110.01,27.11
-110.01,27.12
-110.02,27.12
-110.02,27.11
-110.03,27.11
-110.03,27.11
-110.03,27.10
-110.04,27.10
-110.04,27.10
-110.05,27.10
-110.06,27.10
-110.06,27.10
-110.07,27.10
-110.07,27.10
-110.08,27.10
-110.08,27.11
-110.09,27.11
-110.10,27.11
-110.10,27.11
-110.11,27.11
-110.11,27.12
-110.12,27.12
-110.12,27.12
-110.13,27.12
-110.14,27.12
-110.14,27.12
-110.15,27.13
-110.16,27.13
-110.16,27.13
-110.17,27.13
-110.18,27.13
-110.18,27.13
-110.19,27.13
-110.20,27.13
-110.20,27.13
-110.21,27.13
-110.22,27.14
-110.22,27.14
-110.23,27.14
-110.24,27.14
-110.24,27.14
-110.25,27.15
-110.25,27.15
-110.25,27.15
-110.26,27.15
-110.27,27.16
-110.27,27.16
-110.28,27.16
-110.28,27.16
-110.29,27.16
-110.30,27.16
-110.30,27.16
-110.30,27.16
-110.31,27.16
-110.31,27.16
-110.31,27.16
-110.32,27.16
-110.32,27.16
-110.32,27.17
-110.33,27.17
-110.33,27.18
-110.33,27.18
-110.33,27.18
-110.34,27.19
-110.34,27.19
-110.35,27.20
-110.35,27.20
-110.35,27.20
-110.36,27.21
-110.36,27.21
-110.36,27.22
-110.36,27.22
-110.37,27.22
-110.37,27.23
-110.37,27.23
-110.38,27.23
-110.38,27.24
-110.39,27.24
-110.39,27.24
-110.40,27.25
-110.40,27.25
-110.40,27.25
-110.41,27.26
-110.41,27.26
-110.41,27.26
-110.42,27.27
-110.42,27.27
-110.43,27.27
-110.43,27.28
-110.44,27.28
-110.44,27.28
-110.45,27.28
-110.45,27.28
-110.46,27.29
-110.47,27.29
-110.47,27.29
-110.48,27.29
-110.48,27.29
-110.49,27.29
-110.50,27.30
-110.50,27.30
-110.51,27.30
-110.51,27.30
-110.50,27.31
-110.49,27.31
-110.49,27.31
-110.48,27.30
-110.47,27.30
-110.47,27.30
-110.46,27.30
-110.45,27.30
-110.45,27.31
-110.45,27.31
-110.45,27.32
-110.45,27.32
-110.45,27.33
-110.46,27.33
-110.46,27.33
-110.46,27.34
-110.47,27.34
-110.47,27.34
-110.48,27.35
-110.48,27.35
-110.48,27.36
-110.47,27.37
-110.47,27.37
-110.47,27.37
-110.48,27.38
-110.48,27.38
-110.49,27.38
-110.49,27.38
-110.50,27.39
-110.50,27.39
-110.51,27.38
-110.51,27.38
-110.52,27.38
-110.52,27.38
-110.52,27.37
-110.53,27.37
-110.54,27.37
-110.54,27.37
-110.55,27.37
-110.55,27.37
-110.55,27.37
-110.55,27.38
-110.55,27.38
-110.55,27.39
-110.55,27.39
-110.55,27.40
-110.55,27.41
-110.55,27.41
-110.55,27.42
-110.55,27.43
-110.55,27.43
-110.55,27.44
-110.56,27.44
-110.56,27.44
-110.56,27.45
-110.57,27.45
-110.57,27.45
-110.58,27.46
-110.58,27.46
-110.58,27.47
-110.58,27.47
-110.58,27.48
-110.58,27.48
-110.58,27.49
-110.58,27.50
-110.58,27.50
-110.58,27.51
-110.58,27.51
-110.58,27.52
-110.58,27.53
-110.58,27.53
-110.58,27.54
-110.58,27.54
-110.59,27.55
-110.59,27.55
-110.59,27.56
-110.59,27.56
-110.59,27.57
-110.60,27.57
-110.60,27.57
-110.60,27.58
-110.61,27.58
-110.61,27.58
-110.61,27.59
-110.62,27.59
-110.62,27.60
-110.62,27.60
-110.62,27.61
-110.63,27.61
-110.63,27.62
-110.63,27.62
-110.63,27.63
-110.63,27.63
-110.63,27.64
-110.64,27.64
-110.64,27.65
-110.64,27.66
-110.63,27.66
-110.63,27.67
-110.63,27.67
-110.63,27.67
-110.62,27.67
-110.62,27.66
-110.62,27.66
-110.61,27.66
-110.60,27.66
-110.60,27.66
-110.60,27.66
-110.59,27.66
-110.59,27.67
-110.58,27.67
-110.58,27.67
-110.57,27.68
-110.57,27.68
-110.57,27.68
-110.57,27.69
-110.57,27.69
-110.57,27.70
-110.58,27.70
-110.59,27.70
-110.59,27.70
-110.59,27.69
-110.60,27.69
-110.60,27.68
-110.60,27.68
-110.60,27.68
-110.60,27.69
-110.60,27.69
-110.60,27.70
-110.59,27.71
-110.59,27.71
-110.59,27.72
-110.59,27.72
-110.58,27.72
-110.57,27.72
-110.57,27.72
-110.56,27.72
-110.55,27.73
-110.55,27.73
-110.55,27.73
-110.54,27.74
-110.55,27.74
-110.56,27.74
-110.56,27.74
-110.57,27.74
-110.57,27.74
-110.58,27.74
-110.59,27.74
-110.59,27.74
-110.60,27.74
-110.60,27.75
-110.60,27.75
-110.61,27.76
-110.61,27.76
-110.60,27.77
-110.60,27.77
-110.60,27.78
-110.59,27.78
-110.59,27.79
-110.59,27.79
-110.60,27.79
-110.61,27.79
-110.61,27.80
-110.61,27.80
-110.61,27.81
-110.61,27.81
-110.61,27.82
-110.61,27.82
-110.61,27.82
-110.60,27.81
-110.60,27.81
-110.59,27.81
-110.59,27.82
-110.59,27.82
-110.59,27.83
-110.59,27.83
-110.58,27.84
-110.58,27.84
-110.57,27.84
-110.56,27.83
-110.56,27.83
-110.55,27.83
-110.55,27.83
-110.54,27.84
-110.53,27.84
-110.53,27.84
-110.52,27.84
-110.52,27.84
-110.51,27.84
-110.51,27.85
-110.51,27.85
-110.51,27.86
-110.51,27.87
-110.52,27.86
-110.52,27.86
-110.52,27.86
-110.53,27.86
-110.54,27.86
-110.54,27.87
-110.55,27.87
-110.55,27.87
-110.56,27.87
-110.56,27.87
-110.57,27.88
-110.57,27.88
-110.58,27.88
-110.58,27.88
-110.59,27.89
-110.60,27.89
-110.60,27.89
-110.61,27.89
-110.61,27.88
-110.61,27.88
-110.61,27.88
-110.60,27.87
-110.60,27.87
-110.60,27.86
-110.60,27.86
-110.61,27.86
-110.61,27.86
-110.62,27.87
-110.62,27.87
-110.63,27.87
-110.63,27.87
-110.64,27.88
-110.64,27.88
-110.65,27.88
-110.65,27.89
-110.66,27.89
-110.66,27.89
-110.67,27.89
-110.67,27.90
-110.68,27.90
-110.68,27.90
-110.69,27.90
-110.70,27.90
-110.71,27.90
-110.71,27.90
-110.72,27.90
-110.72,27.91
-110.73,27.91
-110.74,27.91
-110.74,27.91
-110.75,27.91
-110.75,27.91
-110.76,27.92
-110.77,27.92
-110.78,27.92
-110.78,27.92
-110.79,27.92
-110.79,27.92
-110.80,27.91
-110.80,27.91
-110.81,27.91
-110.82,27.91
-110.82,27.91
-110.83,27.91
-110.83,27.91
-110.84,27.91
-110.85,27.91
-110.84,27.91
-110.84,27.91
-110.84,27.91
-110.83,27.92
-110.83,27.92
-110.82,27.92
-110.81,27.92
-110.81,27.92
-110.81,27.93
-110.81,27.93
-110.82,27.94
-110.82,27.94
-110.82,27.95
-110.83,27.95
-110.83,27.96
-110.82,27.96
-110.82,27.96
-110.82,27.97
-110.82,27.98
-110.83,27.98
-110.83,27.98
-110.84,27.98
-110.84,27.99
-110.85,27.99
-110.86,27.98
-110.86,27.98
-110.86,27.97
-110.85,27.97
-110.85,27.96
-110.85,27.96
-110.85,27.95
-110.85,27.94
-110.85,27.94
-110.85,27.93
-110.86,27.93
-110.86,27.92
-110.86,27.92
-110.87,27.92
-110.87,27.91
-110.88,27.91
-110.88,27.91
-110.88,27.90
-110.89,27.90
-110.89,27.90
-110.88,27.90
-110.88,27.90
-110.87,27.90
-110.86,27.90
-110.86,27.89
-110.86,27.89
-110.86,27.88
-110.86,27.88
-110.86,27.87
-110.87,27.87
-110.87,27.86
-110.87,27.85
-110.87,27.85
-110.87,27.84
-110.87,27.84
-110.88,27.84
-110.88,27.84
-110.89,27.84
-110.89,27.85
-110.89,27.85
-110.90,27.85
-110.91,27.85
-110.91,27.86
-110.91,27.86
-110.91,27.87
-110.91,27.88
-110.92,27.88
-110.92,27.87
-110.93,27.87
-110.93,27.87
-110.94,27.88
-110.94,27.88
-110.94,27.89
-110.95,27.89
-110.95,27.89
-110.95,27.90
-110.96,27.90
-110.96,27.90
-110.96,27.91
-110.96,27.91
-110.95,27.91
-110.95,27.92
-110.94,27.92
-110.94,27.92
-110.94,27.92
-110.95,27.93
-110.95,27.93
-110.96,27.93
-110.96,27.93
-110.97,27.94
-110.97,27.94
-110.97,27.94
-110.98,27.95
-110.98,27.95
-110.98,27.96
-110.99,27.96
-110.99,27.96
-110.99,27.97
-111.00,27.97
-111.01,27.97
-111.02,27.97
-111.02,27.97
-111.03,27.96
-111.03,27.96
-111.04,27.96
-111.04,27.96
-111.05,27.95
-111.05,27.95
-111.06,27.95
-111.06,27.95
-111.07,27.95
-111.07,27.94
-111.08,27.94
-111.08,27.94
-111.09,27.94
-111.09,27.94
-111.10,27.94
-111.11,27.94
-111.10,27.94
-111.10,27.95
-111.10,27.96
-111.10,27.96
-111.11,27.96
-111.12,27.96
-111.12,27.96
-111.12,27.96
-111.13,27.96
-111.13,27.97
-111.13,27.97
-111.13,27.98
-111.14,27.98
-111.14,27.99
-111.15,27.99
-111.15,27.99
-111.16,27.99
-111.16,27.99
-111.17,28.00
-111.17,28.00
-111.17,28.00
-111.18,28.01
-111.18,28.01
-111.19,28.01
-111.19,28.02
-111.19,28.02
-111.20,28.02
-111.20,28.03
-111.21,28.03
-111.21,28.03
-111.22,28.04
-111.22,28.04
-111.22,28.04
-111.23,28.05
-111.23,28.05
-111.23,28.05
-111.24,28.06
-111.24,28.06
-111.25,28.06
-111.25,28.07
-111.25,28.07
-111.26,28.08
-111.26,28.08
-111.26,28.08
-111.27,28.09
-111.27,28.09
-111.27,28.10
-111.27,28.10
-111.28,28.10
-111.28,28.11
-111.28,28.11
-111.29,28.12
-111.29,28.12
-111.29,28.13
-111.29,28.13
-111.30,28.13
-111.30,28.14
-111.30,28.14
-111.31,28.15
-111.31,28.15
-111.31,28.16
-111.31,28.16
-111.32,28.17
-111.32,28.17
-111.32,28.17
-111.33,28.18
-111.33,28.18
-111.33,28.19
-111.33,28.19
-111.34,28.19
-111.34,28.20
-111.34,28.20
-111.35,28.21
-111.35,28.21
-111.36,28.21
-111.36,28.21
-111.37,28.22
-111.37,28.22
-111.37,28.22
-111.38,28.23
-111.38,28.23
-111.38,28.24
-111.38,28.24
-111.39,28.25
-111.38,28.25
-111.39,28.26
-111.39,28.27
-111.39,28.27
-111.39,28.27
-111.40,28.28
-111.40,28.28
-111.41,28.28
-111.41,28.29
-111.41,28.29
-111.42,28.29
-111.42,28.30
-111.43,28.30
-111.43,28.30
-111.43,28.31
-111.44,28.31
-111.44,28.31
-111.45,28.32
-111.45,28.32
-111.45,28.32
-111.46,28.33
-111.46,28.33
-111.46,28.34
-111.46,28.34
-111.46,28.35
-111.46,28.35
-111.45,28.36
-111.45,28.36
-111.44,28.36
-111.44,28.37
-111.43,28.37
-111.43,28.37
-111.44,28.38
-111.44,28.38
-111.45,28.38
-111.45,28.38
-111.46,28.38
-111.46,28.38
-111.46,28.37
-111.47,28.38
-111.48,28.38
-111.48,28.38
-111.49,28.38
-111.49,28.39
-111.50,28.39
-111.50,28.39
-111.51,28.39
-111.51,28.40
-111.52,28.40
-111.52,28.40
-111.53,28.40
-111.53,28.40
-111.54,28.41
-111.55,28.41
-111.55,28.41
-111.56,28.41
-111.56,28.41
-111.57,28.42
-111.57,28.42
-111.58,28.42
-111.58,28.42
-111.59,28.43
-111.59,28.43
-111.60,28.43
-111.61,28.43
-111.61,28.43
-111.62,28.44
-111.62,28.44
-111.63,28.44
-111.64,28.44
-111.64,28.44
-111.65,28.45
-111.65,28.45
-111.66,28.45
-111.66,28.45
-111.67,28.45
-111.67,28.45
-111.68,28.46
-111.69,28.46
-111.69,28.46
-111.70,28.46
-111.70,28.47
-111.70,28.47
-111.70,28.48
-111.70,28.48
-111.71,28.49
-111.71,28.49
-111.71,28.50
-111.71,28.50
-111.71,28.51
-111.72,28.51
-111.72,28.52
-111.72,28.52
-111.72,28.53
-111.72,28.53
-111.73,28.54
-111.73,28.54
-111.73,28.55
-111.74,28.55
-111.74,28.56
-111.74,28.56
-111.74,28.56
-111.75,28.57
-111.75,28.57
-111.75,28.58
-111.76,28.58
-111.76,28.58
-111.76,28.59
-111.77,28.59
-111.77,28.60
-111.77,28.60
-111.78,28.60
-111.78,28.61
-111.78,28.61
-111.79,28.61
-111.79,28.62
-111.80,28.62
-111.80,28.62
-111.80,28.63
-111.81,28.63
-111.81,28.63
-111.82,28.64
-111.82,28.64
-111.83,28.64
-111.83,28.65
-111.83,28.65
-111.84,28.65
-111.84,28.66
-111.85,28.66
-111.85,28.66
-111.85,28.67
-111.86,28.67
-111.86,28.67
-111.87,28.68
-111.87,28.68
-111.87,28.68
-111.88,28.69
-111.88,28.69
-111.88,28.69
-111.89,28.70
-111.89,28.70
-111.90,28.70
-111.90,28.71
-111.90,28.71
-111.91,28.71
-111.91,28.72
-111.92,28.72
-111.92,28.73
-111.92,28.73
-111.93,28.73
-111.93,28.73
-111.94,28.74
-111.94,28.74
-111.94,28.75
-111.94,28.75
-111.94,28.76
-111.95,28.76
-111.94,28.76
-111.94,28.77
-111.93,28.77
-111.93,28.77
-111.93,28.78
-111.92,28.78
-111.92,28.78
-111.91,28.78
-111.90,28.78
-111.90,28.78
-111.89,28.78
-111.89,28.77
-111.89,28.77
-111.89,28.77
-111.88,28.76
-111.88,28.76
-111.88,28.75
-111.88,28.75
-111.87,28.75
-111.86,28.75
-111.86,28.75
-111.86,28.76
-111.86,28.76
-111.86,28.77
-111.86,28.78
-111.86,28.78
-111.85,28.79
-111.85,28.79
-111.86,28.80
-111.86,28.80
-111.87,28.80
-111.88,28.80
-111.88,28.80
-111.89,28.80
-111.90,28.80
-111.91,28.80
-111.91,28.80
-111.92,28.80
-111.92,28.81
-111.93,28.81
-111.93,28.81
-111.93,28.81
-111.94,28.82
-111.94,28.82
-111.95,28.82
-111.95,28.83
-111.96,28.83
-111.96,28.83
-111.97,28.83
-111.97,28.84
-111.98,28.84
-111.98,28.84
-111.99,28.84
-111.99,28.85
-112.00,28.85
-112.00,28.85
-112.01,28.86
-112.01,28.86
-112.01,28.86
-112.02,28.87
-112.02,28.87
-112.03,28.87
-112.03,28.88
-112.04,28.88
-112.04,28.88
-112.04,28.89
-112.04,28.90
-112.04,28.90
-112.04,28.91
-112.04,28.91
-112.05,28.91
-112.05,28.92
-112.06,28.92
-112.06,28.92
-112.07,28.92
-112.07,28.93
-112.08,28.93
-112.08,28.93
-112.09,28.94
-112.09,28.94
-112.09,28.94
-112.10,28.95
-112.10,28.95
-112.10,28.96
-112.11,28.96
-112.11,28.96
-112.12,28.97
-112.12,28.97
-112.13,28.97
-112.14,28.97
-112.14,28.97
-112.15,28.97
-112.16,28.97
-112.16,28.97
-112.16,28.98
-112.16,28.98
-112.16,28.99
-112.15,28.99
-112.15,29.00
-112.15,29.00
-112.15,29.01
-112.16,29.01
-112.16,29.01
-112.16,29.02
-112.17,29.02
-112.17,29.03
-112.17,29.03
-112.17,29.04
-112.17,29.04
-112.17,29.05
-112.18,29.05
-112.18,29.06
-112.18,29.06
-112.18,29.07
-112.18,29.08
-112.18,29.08
-112.17,29.09
-112.17,29.09
-112.17,29.10
-112.17,29.10
-112.17,29.11
-112.16,29.12
-112.16,29.12
-112.16,29.13
-112.17,29.13
-112.17,29.14
-112.17,29.14
-112.17,29.15
-112.18,29.15
-112.18,29.15
-112.19,29.16
-112.19,29.16
-112.19,29.17
-112.19,29.17
-112.19,29.18
-112.20,29.18
-112.21,29.18
-112.21,29.18
-112.22,29.18
-112.22,29.18
-112.22,29.19
-112.22,29.19
-112.22,29.20
-112.21,29.20
-112.21,29.21
-112.21,29.21
-112.21,29.22
-112.21,29.23
-112.20,29.23
-112.20,29.24
-112.20,29.24
-112.20,29.25
-112.20,29.25
-112.20,29.26
-112.20,29.27
-112.20,29.27
-112.20,29.28
-112.20,29.28
-112.20,29.29
-112.21,29.29
-112.21,29.30
-112.21,29.30
-112.21,29.31
-112.22,29.31
-112.22,29.31
-112.22,29.32
-112.23,29.32
-112.23,29.32
-112.24,29.33
-112.24,29.33
-112.25,29.33
-112.25,29.33
-112.26,29.34
-112.27,29.33
-112.27,29.34
-112.28,29.34
-112.29,29.34
-112.29,29.33
-112.30,29.33
-112.31,29.33
-112.31,29.33
-112.32,29.33
-112.33,29.33
-112.33,29.33
-112.34,29.32
-112.34,29.32
-112.33,29.32
-112.33,29.31
-112.33,29.31
-112.33,29.30
-112.33,29.30
-112.33,29.29
-112.34,29.29
-112.34,29.30
-112.35,29.30
-112.35,29.30
-112.35,29.31
-112.36,29.31
-112.36,29.32
-112.36,29.32
-112.37,29.32
-112.38,29.32
-112.38,29.33
-112.39,29.33
-112.39,29.33
-112.39,29.33
-112.40,29.34
-112.40,29.34
-112.40,29.35
-112.40,29.35
-112.40,29.36
-112.41,29.36
-112.41,29.37
-112.41,29.37
-112.41,29.38
-112.41,29.39
-112.41,29.39
-112.40,29.40
-112.40,29.40
-112.40,29.41
-112.40,29.41
-112.39,29.41
-112.39,29.42
-112.39,29.42
-112.39,29.43
-112.38,29.43
-112.38,29.44
-112.38,29.45
-112.38,29.45
-112.38,29.46
-112.38,29.46
-112.38,29.47
-112.38,29.48
-112.38,29.48
-112.37,29.49
-112.38,29.50
-112.38,29.50
-112.38,29.50
-112.39,29.51
-112.39,29.51
-112.40,29.51
-112.40,29.51
-112.41,29.51
-112.42,29.52
-112.42,29.52
-112.42,29.53
-112.42,29.53
-112.42,29.54
-112.42,29.55
-112.42,29.55
-112.43,29.55
-112.43,29.56
-112.43,29.56
-112.44,29.57
-112.44,29.57
-112.44,29.57
-112.45,29.58
-112.45,29.58
-112.46,29.58
-112.46,29.58
-112.47,29.59
-112.47,29.59
-112.48,29.59
-112.48,29.60
-112.48,29.60
-112.49,29.61
-112.49,29.61
-112.49,29.61
-112.50,29.62
-112.50,29.62
-112.50,29.63
-112.51,29.63
-112.51,29.63
-112.51,29.64
-112.51,29.64
-112.52,29.65
-112.52,29.65
-112.52,29.66
-112.52,29.66
-112.53,29.67
-112.53,29.67
-112.53,29.68
-112.53,29.68
-112.53,29.69
-112.54,29.69
-112.54,29.69
-112.55,29.70
-112.55,29.70
-112.56,29.70
-112.56,29.70
-112.57,29.70
-112.57,29.70
-112.57,29.70
-112.57,29.71
-112.57,29.71
-112.58,29.71
-112.58,29.72
-112.58,29.72
-112.59,29.73
-112.59,29.73
-112.59,29.74
-112.59,29.74
-112.59,29.75
-112.59,29.76
-112.59,29.76
-112.60,29.76
-112.60,29.77
-112.60,29.77
-112.61,29.78
-112.61,29.78
-112.61,29.78
-112.61,29.79
-112.62,29.79
-112.62,29.80
-112.62,29.80
-112.63,29.80
-112.63,29.81
-112.63,29.81
-112.63,29.82
-112.64,29.82
-112.64,29.83
-112.64,29.83
-112.65,29.84
-112.65,29.84
-112.65,29.85
-112.65,29.85
-112.65,29.86
-112.65,29.86
-112.65,29.87
-112.65,29.88
-112.66,29.88
-112.66,29.89
-112.66,29.89
-112.66,29.90
-112.66,29.90
-112.67,29.90
-112.67,29.91
-112.68,29.91
-112.68,29.91
-112.69,29.91
-112.69,29.91
-112.69,29.92
-112.70,29.92
-112.70,29.92
-112.71,29.92
-112.71,29.92
-112.71,29.91
-112.72,29.91
-112.72,29.91
-112.73,29.91
-112.73,29.91
-112.74,29.91
-112.74,29.92
-112.74,29.92
-112.74,29.93
-112.74,29.94
-112.74,29.94
-112.74,29.95
-112.74,29.95
-112.74,29.96
-112.74,29.97
-112.74,29.97
-112.73,29.97
-112.73,29.98
-112.73,29.99
-112.73,29.99
-112.73,30.00
-112.73,30.01
-112.73,30.01
-112.73,30.02
-112.73,30.02
-112.73,30.03
-112.74,30.03
-112.74,30.04
-112.74,30.04
-112.75,30.04
-112.75,30.05
-112.75,30.05
-112.75,30.06
-112.75,30.06
-112.76,30.07
-112.76,30.08
-112.75,30.08
-112.75,30.09
-112.75,30.10
-112.75,30.10
-112.75,30.11
-112.75,30.12
-112.75,30.12
-112.75,30.13
-112.75,30.14
-112.75,30.14
-112.75,30.15
-112.75,30.16
-112.75,30.16
-112.75,30.17
-112.75,30.17
-112.75,30.18
-112.75,30.19
-112.75,30.19
-112.75,30.20
-112.76,30.20
-112.76,30.21
-112.76,30.21
-112.76,30.22
-112.76,30.22
-112.77,30.23
-112.77,30.23
-112.77,30.24
-112.78,30.24
-112.78,30.24
-112.78,30.25
-112.79,30.25
-112.79,30.25
-112.79,30.26
-112.80,30.26
-112.80,30.26
-112.81,30.27
-112.81,30.27
-112.81,30.27
-112.82,30.28
-112.82,30.28
-112.83,30.28
-112.83,30.29
-112.84,30.29
-112.84,30.28
-112.85,30.28
-112.85,30.27
-112.85,30.27
-112.86,30.27
-112.86,30.28
-112.86,30.28
-112.86,30.29
-112.86,30.29
-112.85,30.30
-112.85,30.30
-112.85,30.31
-112.85,30.31
-112.84,30.32
-112.84,30.32
-112.84,30.33
-112.84,30.34
-112.84,30.34
-112.84,30.35
-112.84,30.36
-112.84,30.36
-112.85,30.37
-112.85,30.37
-112.85,30.38
-112.85,30.38
-112.85,30.39
-112.85,30.39
-112.86,30.40
-112.86,30.40
-112.86,30.41
-112.86,30.41
-112.87,30.42
-112.87,30.42
-112.87,30.43
-112.87,30.43
-112.87,30.44
-112.88,30.44
-112.88,30.44
-112.88,30.45
-112.89,30.45
-112.89,30.46
-112.89,30.46
-112.90,30.46
-112.90,30.47
-112.91,30.47
-112.91,30.47
-112.91,30.48
-112.92,30.48
-112.92,30.48
-112.92,30.49
-112.93,30.49
-112.93,30.50
-112.93,30.50
-112.94,30.50
-112.94,30.51
-112.94,30.51
-112.95,30.52
-112.95,30.52
-112.95,30.53
-112.96,30.53
-112.96,30.53
-112.96,30.54
-112.97,30.54
-112.97,30.55
-112.97,30.55
-112.98,30.55
-112.98,30.56
-112.98,30.56
-112.99,30.56
-112.99,30.57
-113.00,30.57
-113.00,30.57
-113.00,30.58
-113.01,30.58
-113.01,30.59
-113.01,30.59
-113.02,30.59
-113.02,30.60
-113.02,30.60
-113.02,30.61
-113.03,30.61
-113.03,30.62
-113.03,30.62
-113.04,30.62
-113.04,30.63
-113.04,30.63
-113.05,30.64
-113.05,30.64
-113.05,30.64
-113.05,30.65
-113.06,30.65
-113.06,30.66
-113.06,30.66
-113.07,30.67
-113.07,30.67
-113.07,30.68
-113.07,30.68
-113.07,30.68
-113.08,30.69
-113.08,30.69
-113.08,30.70
-113.08,30.70
-113.08,30.71
-113.09,30.72
-113.09,30.72
-113.09,30.73
-113.09,30.73
-113.09,30.74
-113.09,30.74
-113.09,30.75
-113.10,30.75
-113.10,30.76
-113.10,30.76
-113.10,30.77
-113.10,30.77
-113.10,30.78
-113.11,30.78
-113.11,30.79
-113.11,30.79
-113.11,30.80
-113.12,30.80
-113.12,30.81
-113.12,30.81
-113.12,30.82
-113.11,30.83
-113.11,30.83
-113.11,30.84
-113.11,30.84
-113.11,30.85
-113.11,30.85
-113.10,30.86
-113.10,30.86
-113.10,30.87
-113.10,30.87
-113.10,30.88
-113.09,30.88
-113.09,30.89
-113.09,30.89
-113.09,30.90
-113.08,30.90
-113.08,30.91
-113.08,30.92
-113.08,30.92
-113.08,30.93
-113.08,30.94
-113.08,30.94
-113.08,30.95
-113.08,30.95
-113.08,30.96
-113.08,30.97
-113.08,30.97
-113.09,30.98
-113.09,30.98
-113.09,30.99
-113.09,30.99
-113.09,31.00
-113.10,31.00
-113.10,31.01
-113.10,31.01
-113.10,31.02
-113.11,31.02
-113.11,31.03
-113.11,31.03
-113.11,31.04
-113.11,31.04
-113.12,31.05
-113.12,31.05
-113.12,31.06
-113.12,31.06
-113.12,31.07
-113.12,31.07
-113.11,31.08
-113.11,31.08
-113.10,31.08
-113.10,31.07
-113.10,31.07
-113.10,31.06
-113.10,31.06
-113.10,31.05
-113.10,31.04
-113.09,31.04
-113.09,31.03
-113.09,31.03
-113.09,31.02
-113.08,31.02
-113.08,31.02
-113.08,31.01
-113.08,31.00
-113.08,31.00
-113.07,31.00
-113.07,31.00
-113.07,31.00
-113.06,31.01
-113.06,31.02
-113.06,31.02
-113.06,31.03
-113.06,31.03
-113.06,31.04
-113.05,31.04
-113.05,31.05
-113.05,31.05
-113.05,31.06
-113.05,31.07
-113.05,31.07
-113.04,31.08
-113.04,31.08
-113.04,31.09
-113.04,31.09
-113.04,31.10
-113.04,31.11
-113.04,31.11
-113.04,31.12
-113.04,31.13
-113.04,31.13
-113.04,31.13
-113.04,31.14
-113.04,31.15
-113.04,31.15
-113.04,31.16
-113.04,31.16
-113.04,31.17
-113.04,31.17
-113.05,31.17
-113.05,31.17
-113.05,31.17
-113.06,31.17
-113.06,31.18
-113.06,31.18
-113.06,31.19
-113.07,31.19
-113.07,31.20
-113.07,31.20
-113.07,31.21
-113.07,31.21
-113.08,31.22
-113.08,31.22
-113.08,31.22
-113.09,31.23
-113.09,31.23
-113.10,31.23
-113.10,31.23
-113.11,31.24
-113.12,31.24
-113.12,31.24
-113.13,31.23
-113.14,31.23
-113.14,31.23
-113.14,31.23
-113.14,31.22
-113.13,31.22
-113.13,31.22
-113.12,31.22
-113.11,31.22
-113.11,31.21
-113.11,31.21
-113.11,31.20
-113.11,31.20
-113.11,31.19
-113.12,31.19
-113.13,31.20
-113.13,31.20
-113.14,31.20
-113.14,31.20
-113.15,31.21
-113.15,31.21
-113.15,31.21
-113.16,31.21
-113.16,31.22
-113.17,31.22
-113.17,31.22
-113.18,31.23
-113.18,31.23
-113.19,31.23
