V1,V2
-111.35,25.93
-111.35,25.93
-111.35,25.92
-111.35,25.92
-111.34,25.92
-111.34,25.91
-111.34,25.91
-111.34,25.90
-111.33,25.90
-111.33,25.89
-111.33,25.88
-111.33,25.88
-111.33,25.87
-111.33,25.87
-111.33,25.86
-111.33,25.86
-111.33,25.85
-111.33,25.84
-111.32,25.84
-111.32,25.84
-111.31,25.84
-111.31,25.84
-111.30,25.84
-111.29,25.84
-111.29,25.83
-111.29,25.82
-111.29,25.82
-111.29,25.81
-111.30,25.81
-111.30,25.80
-111.30,25.79
-111.30,25.79
-111.30,25.78
-111.30,25.78
-111.29,25.77
-111.29,25.77
-111.29,25.77
-111.28,25.76
-111.28,25.76
-111.27,25.76
-111.27,25.75
-111.27,25.75
-111.27,25.74
-111.26,25.74
-111.26,25.73
-111.26,25.73
-111.25,25.73
-111.25,25.72
-111.25,25.72
-111.24,25.72
-111.23,25.72
-111.23,25.72
-111.23,25.71
-111.23,25.70
-111.22,25.70
-111.22,25.69
-111.22,25.69
-111.22,25.68
-111.22,25.68
-111.22,25.67
-111.21,25.67
-111.21,25.66
-111.21,25.66
-111.21,25.65
-111.21,25.65
-111.20,25.64
-111.20,25.64
-111.20,25.63
-111.20,25.63
-111.20,25.63
-111.19,25.62
-111.19,25.62
-111.19,25.61
-111.18,25.61
-111.18,25.60
-111.18,25.60
-111.18,25.59
-111.17,25.59
-111.17,25.59
-111.17,25.58
-111.17,25.58
-111.16,25.58
-111.15,25.57
-111.15,25.57
-111.14,25.57
-111.14,25.56
-111.14,25.56
-111.13,25.56
-111.13,25.55
-111.13,25.55
-111.12,25.55
-111.12,25.55
-111.11,25.54
-111.10,25.54
-111.10,25.54
-111.09,25.54
-111.08,25.54
-111.08,25.54
-111.07,25.54
-111.07,25.54
-111.06,25.55
-111.06,25.55
-111.05,25.54
-111.05,25.54
-111.05,25.53
-111.05,25.53
-111.04,25.53
-111.04,25.53
-111.03,25.53
-111.03,25.53
-111.02,25.53
-111.02,25.53
-111.02,25.52
-111.02,25.52
-111.01,25.51
-111.02,25.50
-111.02,25.50
-111.02,25.49
-111.02,25.48
-111.02,25.47
-111.02,25.47
-111.02,25.46
-111.02,25.46
-111.02,25.45
-111.02,25.44
-111.02,25.44
-111.02,25.43
-111.02,25.42
-111.02,25.42
-111.02,25.41
-111.02,25.41
-111.01,25.41
-111.01,25.40
-111.01,25.40
-111.00,25.39
-111.00,25.39
-111.00,25.38
-111.00,25.38
-110.99,25.38
-110.99,25.37
-110.99,25.37
-110.99,25.36
-110.98,25.36
-110.98,25.35
-110.98,25.35
-110.98,25.34
-110.97,25.34
-110.97,25.34
-110.97,25.33
-110.96,25.33
-110.96,25.32
-110.96,25.32
-110.95,25.32
-110.95,25.31
-110.95,25.31
-110.95,25.30
-110.94,25.30
-110.94,25.29
-110.94,25.28
-110.95,25.28
-110.95,25.27
-110.95,25.26
-110.95,25.26
-110.95,25.25
-110.95,25.25
-110.94,25.25
-110.94,25.24
-110.94,25.24
-110.93,25.23
-110.93,25.23
-110.93,25.23
-110.92,25.22
-110.92,25.22
-110.92,25.21
-110.91,25.21
-110.91,25.20
-110.91,25.20
-110.91,25.19
-110.91,25.19
-110.91,25.18
-110.91,25.17
-110.91,25.17
-110.90,25.17
-110.90,25.16
-110.90,25.16
-110.90,25.15
-110.89,25.15
-110.89,25.14
-110.89,25.14
-110.89,25.14
-110.88,25.13
-110.88,25.13
-110.88,25.12
-110.87,25.12
-110.87,25.11
-110.87,25.11
-110.87,25.10
-110.86,25.10
-110.86,25.10
-110.86,25.09
-110.86,25.09
-110.85,25.09
-110.84,25.08
-110.84,25.08
-110.84,25.08
-110.83,25.07
-110.83,25.07
-110.83,25.06
-110.82,25.06
-110.82,25.06
-110.81,25.06
-110.81,25.06
-110.80,25.06
-110.79,25.05
-110.79,25.05
-110.78,25.05
-110.78,25.05
-110.77,25.04
-110.77,25.04
-110.76,25.04
-110.76,25.03
-110.76,25.03
-110.75,25.03
-110.75,25.02
-110.75,25.02
-110.74,25.01
-110.74,25.01
-110.74,25.00
-110.74,25.00
-110.75,24.99
-110.75,24.99
-110.75,24.98
-110.75,24.98
-110.74,24.97
-110.74,24.97
-110.73,24.97
-110.73,24.96
-110.72,24.96
-110.72,24.96
-110.72,24.95
-110.72,24.95
-110.71,24.95
-110.71,24.94
-110.71,24.94
-110.71,24.93
-110.71,24.93
-110.71,24.92
-110.70,24.92
-110.70,24.92
-110.69,24.91
-110.69,24.91
-110.69,24.90
-110.69,24.90
-110.69,24.89
-110.69,24.89
-110.69,24.88
-110.68,24.88
-110.68,24.87
-110.68,24.86
-110.68,24.86
-110.68,24.85
-110.68,24.85
-110.68,24.84
-110.67,24.84
-110.67,24.83
-110.67,24.83
-110.67,24.82
-110.67,24.82
-110.67,24.81
-110.67,24.80
-110.67,24.80
-110.67,24.79
-110.67,24.79
-110.67,24.78
-110.67,24.77
-110.68,24.77
-110.68,24.76
-110.68,24.76
-110.68,24.75
-110.68,24.75
-110.69,24.74
-110.69,24.74
-110.69,24.73
-110.69,24.73
-110.70,24.72
-110.70,24.72
-110.70,24.71
-110.70,24.71
-110.71,24.71
-110.71,24.70
-110.71,24.70
-110.72,24.69
-110.72,24.69
-110.72,24.69
-110.72,24.68
-110.73,24.67
-110.73,24.67
-110.73,24.66
-110.73,24.66
-110.73,24.65
-110.73,24.64
-110.73,24.64
-110.73,24.63
-110.73,24.62
-110.73,24.62
-110.73,24.61
-110.73,24.61
-110.73,24.60
-110.73,24.59
-110.73,24.58
-110.73,24.58
-110.73,24.57
-110.73,24.57
-110.73,24.56
-110.73,24.55
-110.73,24.55
-110.73,24.54
-110.73,24.54
-110.73,24.53
-110.72,24.53
-110.72,24.53
-110.72,24.52
-110.71,24.52
-110.71,24.51
-110.71,24.51
-110.71,24.50
-110.71,24.49
-110.71,24.49
-110.71,24.48
-110.70,24.48
-110.70,24.47
-110.70,24.47
-110.70,24.47
-110.70,24.46
-110.69,24.45
-110.69,24.45
-110.69,24.44
-110.70,24.43
-110.70,24.43
-110.70,24.42
-110.70,24.41
-110.69,24.41
-110.69,24.40
-110.69,24.40
-110.69,24.39
-110.69,24.39
-110.69,24.38
-110.69,24.38
-110.68,24.37
-110.68,24.37
-110.68,24.36
-110.67,24.36
-110.67,24.36
-110.67,24.35
-110.67,24.35
-110.66,24.34
-110.66,24.34
-110.66,24.33
-110.65,24.33
-110.65,24.33
-110.65,24.32
-110.64,24.32
-110.64,24.32
-110.64,24.31
-110.64,24.31
-110.63,24.30
-110.62,24.30
-110.62,24.30
-110.62,24.29
-110.62,24.29
-110.61,24.28
-110.61,24.28
-110.60,24.28
-110.59,24.29
-110.59,24.28
-110.58,24.28
-110.58,24.28
-110.57,24.28
-110.57,24.27
-110.56,24.27
-110.56,24.27
-110.56,24.26
-110.55,24.26
-110.55,24.26
-110.55,24.25
-110.54,24.25
-110.54,24.25
-110.53,24.24
-110.53,24.24
-110.53,24.24
-110.52,24.23
-110.52,24.23
-110.52,24.23
-110.51,24.22
-110.51,24.22
-110.50,24.22
-110.50,24.22
-110.49,24.22
-110.48,24.21
-110.48,24.21
-110.47,24.21
-110.46,24.21
-110.46,24.21
-110.45,24.21
-110.44,24.21
-110.43,24.21
-110.43,24.21
-110.42,24.21
-110.41,24.21
-110.41,24.21
-110.40,24.20
-110.40,24.20
-110.39,24.20
-110.38,24.20
-110.37,24.20
-110.37,24.20
-110.36,24.20
-110.36,24.20
-110.35,24.20
-110.34,24.19
-110.34,24.19
-110.33,24.19
-110.32,24.19
-110.31,24.19
-110.31,24.19
-110.30,24.19
-110.30,24.18
-110.31,24.18
-110.31,24.18
-110.32,24.18
-110.32,24.18
-110.33,24.17
-110.33,24.17
-110.33,24.17
-110.34,24.16
-110.34,24.16
-110.34,24.16
-110.35,24.17
-110.35,24.17
-110.35,24.18
-110.36,24.18
-110.36,24.18
-110.37,24.18
-110.37,24.19
-110.38,24.19
-110.38,24.19
-110.39,24.19
-110.40,24.19
-110.40,24.18
-110.40,24.18
-110.40,24.17
-110.39,24.17
-110.39,24.16
-110.39,24.16
-110.39,24.15
-110.39,24.15
-110.39,24.14
-110.38,24.14
-110.38,24.13
-110.38,24.13
-110.38,24.12
-110.37,24.12
-110.37,24.12
-110.36,24.12
-110.35,24.12
-110.35,24.12
-110.34,24.12
-110.34,24.12
-110.33,24.12
-110.33,24.12
-110.32,24.13
-110.32,24.13
-110.32,24.14
-110.32,24.14
-110.32,24.15
-110.31,24.15
-110.31,24.16
-110.31,24.16
-110.30,24.16
-110.30,24.17
-110.29,24.17
-110.29,24.17
-110.28,24.17
-110.28,24.18
-110.28,24.18
-110.28,24.18
-110.28,24.18
-110.27,24.18
-110.27,24.19
-110.27,24.20
-110.27,24.20
-110.27,24.21
-110.27,24.21
-110.27,24.22
-110.27,24.22
-110.27,24.23
-110.27,24.24
-110.28,24.24
-110.28,24.25
-110.28,24.25
-110.28,24.26
-110.28,24.26
-110.29,24.26
-110.29,24.27
-110.29,24.27
-110.30,24.28
-110.30,24.28
-110.30,24.28
-110.30,24.29
-110.30,24.29
-110.31,24.30
-110.31,24.31
-110.31,24.31
-110.30,24.32
-110.30,24.32
-110.30,24.32
-110.30,24.33
-110.30,24.33
-110.30,24.34
-110.29,24.34
-110.29,24.34
-110.28,24.35
-110.28,24.35
-110.27,24.35
-110.26,24.35
-110.26,24.35
-110.25,24.35
-110.25,24.35
-110.24,24.35
-110.24,24.35
-110.24,24.36
-110.23,24.36
-110.22,24.36
-110.22,24.35
-110.21,24.35
-110.21,24.35
-110.21,24.34
-110.20,24.34
-110.20,24.34
-110.20,24.33
-110.20,24.33
-110.19,24.32
-110.19,24.32
-110.19,24.31
-110.19,24.31
-110.18,24.31
-110.18,24.30
-110.17,24.30
-110.17,24.30
-110.17,24.29
-110.16,24.29
-110.16,24.28
-110.16,24.28
-110.16,24.28
-110.15,24.27
-110.15,24.27
-110.15,24.26
-110.15,24.26
-110.14,24.25
-110.14,24.25
-110.14,24.25
-110.13,24.24
-110.13,24.24
-110.12,24.24
-110.12,24.23
-110.11,24.23
-110.11,24.23
-110.11,24.22
-110.10,24.22
-110.10,24.22
-110.09,24.21
-110.09,24.21
-110.08,24.21
-110.08,24.21
-110.07,24.20
-110.07,24.20
-110.06,24.20
-110.06,24.20
-110.05,24.20
-110.05,24.19
-110.04,24.19
-110.04,24.19
-110.03,24.19
-110.03,24.18
-110.02,24.18
-110.02,24.18
-110.01,24.17
-110.01,24.17
-110.01,24.17
-110.00,24.16
-110.00,24.16
-110.00,24.16
-110.00,24.15
-109.99,24.15
-109.99,24.14
-109.99,24.14
-109.98,24.13
-109.98,24.13
-109.98,24.12
-109.98,24.12
-109.98,24.11
-109.98,24.11
-109.98,24.10
-109.97,24.10
-109.97,24.09
-109.97,24.08
-109.97,24.08
-109.97,24.07
-109.97,24.07
-109.97,24.06
-109.97,24.06
-109.96,24.05
-109.96,24.05
-109.96,24.04
-109.95,24.04
-109.95,24.04
-109.94,24.04
-109.94,24.03
-109.93,24.03
-109.93,24.03
-109.93,24.02
-109.92,24.02
-109.92,24.02
-109.91,24.02
-109.90,24.03
-109.90,24.03
-109.90,24.03
-109.89,24.03
-109.88,24.03
-109.88,24.03
-109.87,24.04
-109.87,24.04
-109.86,24.04
-109.86,24.04
-109.85,24.05
-109.85,24.05
-109.84,24.05
-109.84,24.05
-109.83,24.05
-109.83,24.06
-109.82,24.06
-109.82,24.05
-109.82,24.05
-109.82,24.04
-109.82,24.04
-109.81,24.04
-109.80,24.03
-109.80,24.03
-109.80,24.03
-109.79,24.02
-109.80,24.02
-109.80,24.01
-109.80,24.01
-109.81,24.00
-109.81,24.00
-109.81,23.99
-109.81,23.99
-109.81,23.98
-109.81,23.98
-109.81,23.97
-109.81,23.97
-109.82,23.96
-109.82,23.96
-109.82,23.95
-109.82,23.95
-109.82,23.94
-109.82,23.94
-109.83,23.93
-109.82,23.92
-109.82,23.92
-109.82,23.91
-109.82,23.91
-109.82,23.90
-109.81,23.90
-109.81,23.89
-109.81,23.89
-109.80,23.89
-109.80,23.89
-109.79,23.88
-109.79,23.88
-109.79,23.87
-109.78,23.87
-109.78,23.87
-109.78,23.86
-109.77,23.86
-109.77,23.86
-109.76,23.86
-109.76,23.85
-109.75,23.85
-109.75,23.85
-109.75,23.84
-109.74,23.84
-109.74,23.84
-109.73,23.83
-109.73,23.83
-109.73,23.83
-109.72,23.82
-109.72,23.82
-109.71,23.82
-109.71,23.81
-109.71,23.81
-109.70,23.81
-109.70,23.80
-109.70,23.80
-109.70,23.79
-109.70,23.79
-109.70,23.78
-109.70,23.77
-109.70,23.77
-109.70,23.76
-109.70,23.76
-109.70,23.75
-109.70,23.74
-109.70,23.74
-109.70,23.74
-109.70,23.73
-109.70,23.73
-109.70,23.72
-109.70,23.72
-109.70,23.71
-109.70,23.71
-109.70,23.70
-109.70,23.70
-109.70,23.69
-109.69,23.69
-109.69,23.68
-109.69,23.68
-109.69,23.67
-109.69,23.66
-109.69,23.66
-109.68,23.66
-109.68,23.65
-109.67,23.65
-109.67,23.65
-109.66,23.65
-109.66,23.64
-109.65,23.64
-109.65,23.64
-109.64,23.64
-109.63,23.64
-109.63,23.63
-109.62,23.63
-109.62,23.63
-109.61,23.63
-109.61,23.63
-109.60,23.63
-109.59,23.62
-109.59,23.62
-109.58,23.62
-109.57,23.62
-109.57,23.62
-109.56,23.62
-109.56,23.61
-109.55,23.61
-109.55,23.61
-109.54,23.61
-109.54,23.61
-109.53,23.60
-109.53,23.60
-109.52,23.60
-109.52,23.60
-109.51,23.59
-109.51,23.59
-109.50,23.59
-109.50,23.58
-109.50,23.58
-109.49,23.58
-109.48,23.58
-109.48,23.58
-109.48,23.57
-109.47,23.57
-109.47,23.56
-109.47,23.55
-109.47,23.55
-109.47,23.54
-109.47,23.54
-109.46,23.53
-109.46,23.53
-109.46,23.53
-109.45,23.52
-109.45,23.52
-109.45,23.52
-109.44,23.51
-109.44,23.51
-109.44,23.51
-109.43,23.50
-109.43,23.50
-109.43,23.49
-109.42,23.49
-109.42,23.49
-109.42,23.48
-109.42,23.48
-109.41,23.47
-109.41,23.47
-109.41,23.46
-109.41,23.46
-109.40,23.45
-109.40,23.45
-109.41,23.44
-109.41,23.44
-109.41,23.43
-109.41,23.43
-109.41,23.42
-109.41,23.42
-109.41,23.41
-109.40,23.41
-109.40,23.40
-109.40,23.40
-109.40,23.39
-109.41,23.39
-109.41,23.39
-109.42,23.38
-109.42,23.38
-109.42,23.38
-109.43,23.37
-109.43,23.36
-109.42,23.36
-109.42,23.35
-109.42,23.35
-109.43,23.34
-109.43,23.34
-109.43,23.33
-109.43,23.32
-109.43,23.32
-109.43,23.32
-109.42,23.31
-109.42,23.30
-109.42,23.30
-109.42,23.29
-109.43,23.29
-109.43,23.29
-109.43,23.28
-109.43,23.28
-109.44,23.27
-109.43,23.26
-109.43,23.26
-109.43,23.25
-109.43,23.25
-109.43,23.24
-109.43,23.23
-109.44,23.23
-109.44,23.22
-109.44,23.22
-109.45,23.21
-109.45,23.21
-109.45,23.21
-109.46,23.20
-109.46,23.20
-109.46,23.20
-109.47,23.19
-109.47,23.19
-109.47,23.18
-109.47,23.18
-109.48,23.17
-109.48,23.17
-109.48,23.16
-109.49,23.16
-109.49,23.16
-109.49,23.15
-109.50,23.15
-109.50,23.15
-109.50,23.14
-109.51,23.14
-109.51,23.13
-109.51,23.13
-109.52,23.13
-109.52,23.12
-109.52,23.12
-109.53,23.12
-109.53,23.12
-109.54,23.11
-109.54,23.11
-109.55,23.11
-109.55,23.11
-109.56,23.11
-109.57,23.10
-109.57,23.10
-109.58,23.10
-109.58,23.10
-109.59,23.10
-109.59,23.10
-109.60,23.09
-109.60,23.09
-109.61,23.09
-109.61,23.09
-109.62,23.08
-109.62,23.08
-109.63,23.08
-109.63,23.08
-109.64,23.07
-109.64,23.07
-109.64,23.07
-109.65,23.07
-109.65,23.06
-109.66,23.06
-109.66,23.06
-109.67,23.05
-109.67,23.05
-109.67,23.05
-109.68,23.04
-109.68,23.04
-109.69,23.04
-109.69,23.03
-109.69,23.03
-109.70,23.03
-109.70,23.02
-109.70,23.02
-109.70,23.01
-109.70,23.01
-109.70,23.00
-109.70,22.99
-109.70,22.99
-109.71,22.99
-109.71,22.98
-109.72,22.98
-109.72,22.98
-109.73,22.98
-109.73,22.97
-109.74,22.97
-109.74,22.97
-109.75,22.97
-109.75,22.96
-109.76,22.96
-109.76,22.96
-109.77,22.96
-109.77,22.96
-109.78,22.95
-109.78,22.95
-109.78,22.95
-109.79,22.94
-109.79,22.94
-109.79,22.93
-109.80,22.93
-109.80,22.93
-109.80,22.92
-109.81,22.92
-109.81,22.92
-109.82,22.92
-109.82,22.91
-109.83,22.91
-109.83,22.91
-109.84,22.90
-109.84,22.90
-109.85,22.90
-109.85,22.90
-109.85,22.89
-109.86,22.89
-109.86,22.89
-109.87,22.89
-109.88,22.89
-109.88,22.89
-109.89,22.89
-109.90,22.89
-109.90,22.88
-109.91,22.88
-109.91,22.88
-109.91,22.87
-109.91,22.87
-109.92,22.87
-109.93,22.87
-109.93,22.86
-109.94,22.86
-109.95,22.86
-109.95,22.86
-109.96,22.87
-109.96,22.87
-109.97,22.87
-109.98,22.87
-109.98,22.87
-109.99,22.88
-109.99,22.88
-110.00,22.88
-110.00,22.88
-110.00,22.89
-110.01,22.89
-110.01,22.89
-110.02,22.90
-110.02,22.90
-110.03,22.90
-110.03,22.91
-110.03,22.91
-110.03,22.91
-110.04,22.92
-110.04,22.92
-110.04,22.93
-110.04,22.93
-110.05,22.94
-110.05,22.94
-110.05,22.95
-110.05,22.95
-110.06,22.95
-110.06,22.96
-110.06,22.96
-110.07,22.97
-110.07,22.97
-110.07,22.97
-110.08,22.98
-110.08,22.98
-110.08,22.99
-110.08,22.99
-110.08,23.00
-110.09,23.00
-110.09,23.01
-110.09,23.01
-110.09,23.02
-110.09,23.02
-110.09,23.03
-110.10,23.03
-110.10,23.04
-110.10,23.04
-110.10,23.05
-110.10,23.05
-110.10,23.06
-110.10,23.07
-110.11,23.07
-110.11,23.08
-110.11,23.08
-110.11,23.09
-110.11,23.09
-110.11,23.10
-110.11,23.10
-110.11,23.11
-110.11,23.12
-110.12,23.12
-110.12,23.13
-110.12,23.13
-110.12,23.14
-110.12,23.14
-110.12,23.15
-110.12,23.16
-110.12,23.16
-110.12,23.17
-110.12,23.17
-110.12,23.18
-110.13,23.18
-110.13,23.19
-110.13,23.20
-110.13,23.20
-110.13,23.21
-110.13,23.21
-110.13,23.22
-110.13,23.22
-110.14,23.23
-110.14,23.23
-110.14,23.24
-110.14,23.24
-110.14,23.25
-110.15,23.25
-110.15,23.26
-110.15,23.26
-110.15,23.27
-110.15,23.27
-110.16,23.28
-110.16,23.28
-110.16,23.29
-110.16,23.29
-110.16,23.30
-110.16,23.30
-110.17,23.31
-110.17,23.31
-110.17,23.32
-110.17,23.32
-110.17,23.33
-110.17,23.33
-110.18,23.34
-110.18,23.34
-110.18,23.35
-110.19,23.35
-110.19,23.35
-110.19,23.36
-110.19,23.36
-110.20,23.37
-110.20,23.37
-110.20,23.37
-110.20,23.37
-110.21,23.38
-110.21,23.38
-110.22,23.38
-110.22,23.38
-110.23,23.39
-110.23,23.39
-110.23,23.40
-110.24,23.40
-110.24,23.40
-110.24,23.41
-110.25,23.41
-110.25,23.42
-110.25,23.42
-110.25,23.42
-110.25,23.43
-110.26,23.44
-110.26,23.44
-110.26,23.44
-110.26,23.45
-110.26,23.45
-110.27,23.46
-110.27,23.46
-110.27,23.47
-110.27,23.47
-110.27,23.48
-110.28,23.48
-110.28,23.49
-110.28,23.49
-110.28,23.50
-110.28,23.50
-110.29,23.51
-110.29,23.51
-110.29,23.52
-110.29,23.52
-110.29,23.53
-110.30,23.53
-110.30,23.54
-110.30,23.54
-110.30,23.55
-110.30,23.55
-110.31,23.56
-110.31,23.56
-110.31,23.56
-110.32,23.57
-110.32,23.57
-110.33,23.57
-110.33,23.58
-110.34,23.58
-110.34,23.58
-110.35,23.58
-110.35,23.59
-110.35,23.59
-110.36,23.59
-110.36,23.60
-110.36,23.60
-110.37,23.61
-110.37,23.61
-110.37,23.61
-110.38,23.62
-110.38,23.62
-110.39,23.62
-110.39,23.62
-110.40,23.63
-110.40,23.63
-110.41,23.63
-110.41,23.64
-110.42,23.64
-110.42,23.64
-110.43,23.64
-110.44,23.64
-110.44,23.64
-110.45,23.64
-110.45,23.65
-110.46,23.65
-110.46,23.65
-110.47,23.65
-110.48,23.65
-110.48,23.66
-110.49,23.66
-110.49,23.66
-110.50,23.66
-110.51,23.66
-110.51,23.66
-110.52,23.67
-110.52,23.67
-110.52,23.67
-110.53,23.67
-110.54,23.68
-110.54,23.68
-110.55,23.68
-110.55,23.68
-110.56,23.68
-110.56,23.68
-110.57,23.69
-110.57,23.69
-110.58,23.69
-110.58,23.70
-110.59,23.70
-110.59,23.70
-110.60,23.70
-110.60,23.71
-110.60,23.71
-110.61,23.71
-110.61,23.72
-110.62,23.72
-110.62,23.72
-110.63,23.73
-110.63,23.73
-110.63,23.73
-110.64,23.74
-110.64,23.74
-110.64,23.74
-110.65,23.75
-110.65,23.75
-110.66,23.76
-110.66,23.76
-110.66,23.76
-110.67,23.77
-110.67,23.77
-110.67,23.77
-110.68,23.78
-110.68,23.78
-110.68,23.78
-110.69,23.79
-110.69,23.79
-110.69,23.79
-110.70,23.80
-110.70,23.80
-110.70,23.81
-110.71,23.81
-110.71,23.81
-110.71,23.82
-110.72,23.82
-110.72,23.83
-110.72,23.83
-110.73,23.83
-110.73,23.84
-110.73,23.84
-110.74,23.84
-110.74,23.85
-110.74,23.85
-110.75,23.86
-110.75,23.86
-110.75,23.86
-110.76,23.87
-110.76,23.87
-110.77,23.87
-110.77,23.88
-110.77,23.88
-110.78,23.88
-110.78,23.89
-110.79,23.89
-110.79,23.89
-110.79,23.90
-110.80,23.90
-110.80,23.90
-110.81,23.91
-110.81,23.91
-110.81,23.91
-110.82,23.92
-110.82,23.92
-110.83,23.92
-110.83,23.92
-110.84,23.93
-110.84,23.93
-110.85,23.93
-110.85,23.93
-110.86,23.94
-110.86,23.94
-110.87,23.94
-110.87,23.94
-110.88,23.95
-110.88,23.95
-110.89,23.95
-110.89,23.95
-110.90,23.96
-110.90,23.96
-110.91,23.96
-110.91,23.97
-110.91,23.97
-110.91,23.98
-110.92,23.98
-110.92,23.98
-110.92,23.99
-110.92,23.99
-110.92,24.00
-110.93,24.00
-110.93,24.01
-110.93,24.01
-110.93,24.02
-110.94,24.02
-110.94,24.03
-110.94,24.03
-110.95,24.03
-110.95,24.04
-110.96,24.04
-110.96,24.04
-110.96,24.04
-110.97,24.05
-110.97,24.05
-110.98,24.05
-110.98,24.06
-110.99,24.06
-110.99,24.06
-110.99,24.07
-111.00,24.07
-111.00,24.07
-111.00,24.08
-111.01,24.08
-111.01,24.09
-111.01,24.09
-111.02,24.09
-111.02,24.10
-111.03,24.10
-111.03,24.10
-111.03,24.11
-111.04,24.11
-111.04,24.11
-111.05,24.12
-111.05,24.12
-111.06,24.12
-111.06,24.12
-111.07,24.12
-111.07,24.13
-111.08,24.13
-111.08,24.13
-111.09,24.13
-111.09,24.14
-111.10,24.14
-111.10,24.14
-111.10,24.15
-111.11,24.15
-111.11,24.15
-111.12,24.15
-111.12,24.16
-111.13,24.16
-111.14,24.16
-111.14,24.16
-111.15,24.16
-111.15,24.16
-111.16,24.17
-111.16,24.17
-111.15,24.18
-111.15,24.18
-111.16,24.18
-111.17,24.18
-111.17,24.18
-111.18,24.18
-111.19,24.19
-111.19,24.19
-111.20,24.19
-111.20,24.19
-111.21,24.20
-111.21,24.20
-111.22,24.20
-111.22,24.20
-111.23,24.21
-111.23,24.21
-111.24,24.21
-111.24,24.21
-111.25,24.22
-111.25,24.22
-111.25,24.22
-111.26,24.22
-111.26,24.23
-111.27,24.23
-111.27,24.23
-111.28,24.24
-111.28,24.24
-111.29,24.24
-111.29,24.24
-111.30,24.25
-111.30,24.25
-111.31,24.25
-111.31,24.25
-111.32,24.26
-111.32,24.26
-111.33,24.26
-111.33,24.26
-111.33,24.27
-111.34,24.27
-111.34,24.27
-111.35,24.28
-111.35,24.28
-111.35,24.28
-111.36,24.28
-111.36,24.28
-111.37,24.28
-111.37,24.29
-111.38,24.29
-111.38,24.29
-111.39,24.29
-111.39,24.30
-111.40,24.30
-111.40,24.30
-111.41,24.30
-111.41,24.30
-111.42,24.31
-111.42,24.31
-111.43,24.31
-111.43,24.31
-111.44,24.32
-111.44,24.32
-111.45,24.32
-111.45,24.32
-111.46,24.33
-111.46,24.33
-111.47,24.33
-111.47,24.33
-111.47,24.34
-111.48,24.34
-111.47,24.35
-111.47,24.35
-111.46,24.34
-111.46,24.34
-111.46,24.34
-111.45,24.33
-111.45,24.33
-111.44,24.33
-111.44,24.33
-111.43,24.32
-111.43,24.32
-111.42,24.32
-111.42,24.32
-111.41,24.32
-111.40,24.31
-111.40,24.31
-111.39,24.31
-111.39,24.31
-111.38,24.31
-111.37,24.31
-111.38,24.31
-111.38,24.31
-111.39,24.32
-111.39,24.32
-111.40,24.32
-111.41,24.32
-111.41,24.32
-111.42,24.32
-111.42,24.33
-111.43,24.33
-111.43,24.33
-111.44,24.33
-111.44,24.34
-111.45,24.34
-111.45,24.34
-111.45,24.35
-111.46,24.35
-111.46,24.35
-111.47,24.36
-111.47,24.36
-111.48,24.36
-111.48,24.36
-111.48,24.37
-111.49,24.37
-111.49,24.38
-111.49,24.38
-111.50,24.38
-111.50,24.39
-111.50,24.39
-111.50,24.40
-111.51,24.40
-111.51,24.40
-111.51,24.41
-111.52,24.41
-111.52,24.41
-111.53,24.42
-111.53,24.42
-111.53,24.43
-111.54,24.43
-111.55,24.43
-111.55,24.43
-111.56,24.43
-111.57,24.43
-111.57,24.43
-111.58,24.44
-111.58,24.44
-111.58,24.44
-111.59,24.45
-111.59,24.45
-111.59,24.45
-111.60,24.46
-111.60,24.46
-111.61,24.46
-111.61,24.47
-111.61,24.47
-111.61,24.48
-111.62,24.48
-111.62,24.49
-111.62,24.49
-111.62,24.49
-111.63,24.50
-111.63,24.50
-111.63,24.51
-111.64,24.51
-111.64,24.52
-111.64,24.52
-111.64,24.52
-111.65,24.53
-111.65,24.53
-111.65,24.54
-111.65,24.54
-111.65,24.55
-111.65,24.55
-111.65,24.56
-111.65,24.57
-111.65,24.57
-111.65,24.58
-111.66,24.58
-111.67,24.58
-111.67,24.59
-111.68,24.59
-111.68,24.59
-111.69,24.59
-111.69,24.59
-111.69,24.59
-111.70,24.58
-111.70,24.58
-111.69,24.57
-111.69,24.57
-111.69,24.56
-111.69,24.56
-111.69,24.56
-111.70,24.55
-111.70,24.55
-111.71,24.55
-111.71,24.55
-111.72,24.55
-111.72,24.55
-111.73,24.55
-111.73,24.55
-111.74,24.55
-111.74,24.56
-111.75,24.56
-111.75,24.56
-111.76,24.56
-111.76,24.55
-111.77,24.56
-111.78,24.56
-111.78,24.56
-111.79,24.56
-111.79,24.56
-111.79,24.56
-111.79,24.55
-111.79,24.55
-111.79,24.55
-111.78,24.54
-111.78,24.54
-111.77,24.53
-111.77,24.53
-111.77,24.53
-111.77,24.52
-111.77,24.52
-111.78,24.52
-111.78,24.52
-111.79,24.52
-111.80,24.52
-111.80,24.52
-111.81,24.52
-111.81,24.51
-111.81,24.52
-111.81,24.52
-111.81,24.53
-111.81,24.54
-111.81,24.54
-111.81,24.55
-111.81,24.56
-111.81,24.56
-111.81,24.57
-111.81,24.58
-111.81,24.58
-111.82,24.59
-111.82,24.59
-111.82,24.60
-111.82,24.60
-111.82,24.61
-111.82,24.61
-111.82,24.62
-111.82,24.63
