longitud,latitud,mes,teprom,precipprom,sdev,precipmin,precipmax,elev
1101.940004,255.576,2,19.7,13.8,22.4,0,83.7,135
1101.940004,255.576,3,21.2,2.9,7,0,28,135
1101.940004,255.576,4,23.8,1.8,4,0,17.3,135
1101.940004,255.576,5,26.7,2.3,8.7,0,45.5,135
1101.940004,255.576,6,29.3,41.5,54.5,0,175,135
1101.940004,255.576,7,29.4,245.1,97,115.7,553.9,135
1101.940004,255.576,8,29,248.2,109.9,100.4,545.1,135
1101.940004,255.576,9,28.6,165.1,60.7,45.7,323.1,135
1101.940004,255.576,10,26.4,76.4,108,0,503.1,135
1101.940004,255.576,11,22.7,25.2,40.4,0,154.5,135
1101.940004,255.576,12,19.9,39.8,59.7,0,273.6,135
1039.897996,253.7239996,1,18.7,20.7,32.3,0,137.6,15
1039.897996,253.7239996,2,19.5,10.2,17.8,0,59.5,15
1039.897996,253.7239996,3,21.1,3.3,9.2,0,42.5,15
1039.897996,253.7239996,4,22.9,2.5,4,0,11,15
1039.897996,253.7239996,5,25.3,3,12.2,0,57,15
1039.897996,253.7239996,6,28.3,11.9,21.3,0,85,15
1039.897996,253.7239996,7,29.6,90.9,64.1,25.5,300,15
1039.897996,253.7239996,8,29.3,139,82.2,36.5,399,15
1039.897996,253.7239996,9,29,89.3,65.6,10.2,266.5,15
1039.897996,253.7239996,10,26.9,72.4,91.9,0,292.5,15
1039.897996,253.7239996,11,22.8,20.7,30.8,0,99.5,15
1039.897996,253.7239996,12,19.6,17.5,21.6,0,82.5,15
1105.644,253.7239996,1,21.2,18,20.6,0,62,65
1105.644,253.7239996,2,21.8,12.2,20.1,0,66.9,65
1105.644,253.7239996,3,22.8,4.3,12.9,0,57,65
1105.644,253.7239996,4,24.9,2.2,5,0,20.7,65
1105.644,253.7239996,5,27.3,0.5,1.3,0,6,65
1105.644,253.7239996,6,30.4,16.7,28.8,0,101.5,65
1105.644,253.7239996,7,31.3,155.2,72.5,49.4,351.9,65
1105.644,253.7239996,8,30.7,182.2,59.5,106.1,325.8,65
1105.644,253.7239996,9,30.4,125.8,59.3,22.1,280,65
1105.644,253.7239996,10,28.5,69.8,83.3,0,294,65
1105.644,253.7239996,11,24.9,19,29.5,0,104.8,65
1105.644,253.7239996,12,22.1,34.7,34.6,0,97.7,65
550.044,253.7239996,1,17,20.8,25.1,0,82.8,5
550.044,253.7239996,2,17.2,6.9,12.1,0,49,5
550.044,253.7239996,3,18,3.6,9.5,0,40,5
550.044,253.7239996,4,18.6,1,4.1,0,20,5
550.044,253.7239996,5,18.5,0,0,0,0,5
550.044,253.7239996,6,20,0,0,0,0,5
550.044,253.7239996,7,23.2,3.8,12.2,0,57.7,5
550.044,253.7239996,8,25.6,14,30.1,0,126.5,5
550.044,253.7239996,9,25.2,11.8,29.9,0,117,5
550.044,253.7239996,10,22.7,6.6,14.3,0,63,5
550.044,253.7239996,11,20.5,9.7,17.2,0,60,5
550.044,253.7239996,12,17.6,16.5,18.8,0,62,5
591.1892691,253.0140662,1,16.8,15.2,24.3,0,100,30
591.1892691,253.0140662,2,17.3,3.1,5.1,0,21,30
591.1892691,253.0140662,3,18.6,1.7,5.2,0,30,30
591.1892691,253.0140662,4,20.4,0.5,2.3,0,15,30
591.1892691,253.0140662,5,21.2,0.1,0.4,0,3,30
591.1892691,253.0140662,6,23.5,0,0,0,0,30
591.1892691,253.0140662,7,27.1,3.6,6.9,0,29,30
591.1892691,253.0140662,8,28.1,14.2,20.9,0,78,30
591.1892691,253.0140662,9,27.8,13.1,18.8,0,80.3,30
591.1892691,253.0140662,10,24.8,7,12.8,0,49,30
591.1892691,253.0140662,11,20.8,3.2,10.4,0,58,30
591.1892691,253.0140662,12,17.9,11.5,19.5,0,118.6,30
658.386,251.7793996,1,16.2,14.7,26.9,0,115.3,125
658.386,251.7793996,2,17.1,4.8,9.7,0,44.5,125
658.386,251.7793996,3,18,3.2,8.6,0,52.7,125
658.386,251.7793996,4,20.5,0.3,1.9,0,13,125
658.386,251.7793996,5,22.2,1,4.8,0,31,125
658.386,251.7793996,6,25.4,1.3,7.8,0,55,125
658.386,251.7793996,7,28.5,28.4,34.7,0,126.6,125
658.386,251.7793996,8,28.8,57.4,58.3,0,280.2,125
658.386,251.7793996,9,28,48.1,45.1,0,198,125
658.386,251.7793996,10,24.7,17,25.6,0,111.9,125
658.386,251.7793996,11,20.4,3.9,9.6,0,54.5,125
658.386,251.7793996,12,17.4,17,22.9,0,93.5,125
1051.936004,246.3160004,1,19.7,19.9,29.1,0,126,15
1051.936004,246.3160004,2,20.1,8.7,18.7,0,69.5,15
1051.936004,246.3160004,3,21.5,3.7,14.3,0,68.5,15
1051.936004,246.3160004,4,23.1,1.7,3.6,0,12,15
1051.936004,246.3160004,5,25.5,2.5,10.6,0,50.5,15
1051.936004,246.3160004,6,29,9.5,19.1,0,85,15
1051.936004,246.3160004,7,30.5,79.4,62.1,13.5,312,15
1051.936004,246.3160004,8,30,119.3,68.4,34,299,15
1051.936004,246.3160004,9,29.9,96.6,55.9,38,230.5,15
1051.936004,246.3160004,10,28,61.2,68,0,203,15
1051.936004,246.3160004,11,24.1,23.4,38.5,0,126,15
1051.936004,246.3160004,12,21,20.6,26.6,0,82,15
1063.048004,240.7600004,1,19.2,19.7,24.9,0,90.5,18
1063.048004,240.7600004,2,19.6,8.6,16.3,0,61.8,18
1063.048004,240.7600004,3,20.7,3.8,11.7,0,55,18
1063.048004,240.7600004,4,23,2.4,5.1,0,16.5,18
1063.048004,240.7600004,5,25.6,1.3,5.3,0,25.3,18
1063.048004,240.7600004,6,28.8,14,22.9,0,82,18
1063.048004,240.7600004,7,30,108.2,68.1,19.3,322.5,18
1063.048004,240.7600004,8,29.2,148.3,64.4,35,265,18
1063.048004,240.7600004,9,29.3,113.6,69.7,36.2,321,18
1063.048004,240.7600004,10,27.4,62.6,75.2,0,237,18
1063.048004,240.7600004,11,23.1,27.1,45.6,0,181.5,18
1063.048004,240.7600004,12,20.3,23.6,27.3,0,82,18
1075.394669,227.796,1,19.5,16.8,22.4,0,88,50
1075.394669,227.796,2,20.2,10.7,18.6,0,59,50
1075.394669,227.796,3,21.3,4.3,12.1,0,54.8,50
1075.394669,227.796,4,23.3,2.3,6.1,0,25,50
1075.394669,227.796,5,25.7,0.8,1.8,0,5.8,50
1075.394669,227.796,6,28.2,15.6,24.9,0,76,50
1075.394669,227.796,7,28.6,85,44.6,0,168.1,50
1075.394669,227.796,8,28.9,141.5,58.4,45.8,297.8,50
1075.394669,227.796,9,28.7,101.9,72.4,6.6,268.5,50
1075.394669,227.796,10,26.3,64.8,102,0,332.8,50
1075.394669,227.796,11,23.3,22.2,33,0,102.8,50
1075.394669,227.796,12,20.6,25.7,37.2,0,148,50
1057.492004,227.796,1,18.3,20.9,30.3,0,95.5,8
1057.492004,227.796,2,18.8,8.4,15.6,0,62,8
1057.492004,227.796,3,19.8,3.5,12,0,53.2,8
1057.492004,227.796,4,21.2,1.4,3,0,11,8
1057.492004,227.796,5,24.2,1.2,2.6,0,9.3,8
1057.492004,227.796,6,27.5,13.4,22.4,0,72.5,8
1057.492004,227.796,7,28.8,94.6,65.6,33.6,332.2,8
1057.492004,227.796,8,28.6,117.5,55.8,10.5,210,8
1057.492004,227.796,9,28.6,103.3,78.7,18,349,8
1057.492004,227.796,10,26.4,69.1,78.3,0,235.5,8
1057.492004,227.796,11,22.2,22,29.3,0,97,8
1057.492004,227.796,12,19.1,22.4,31.1,0,129,8
1046.380004,226.8700004,1,20,21.3,31.7,0,110,7
1046.380004,226.8700004,2,21,11.2,18.8,0,63.6,7
1046.380004,226.8700004,3,22.3,4.6,15.3,0,63.5,7
1046.380004,226.8700004,4,23.8,1.4,3.1,0,11,7
1046.380004,226.8700004,5,25.5,1.5,4.8,0,19,7
1046.380004,226.8700004,6,27.9,9,18.2,0,65.5,7
1046.380004,226.8700004,7,30,96.7,48.9,27,189,7
1046.380004,226.8700004,8,30.2,124.9,67.5,26,303,7
1046.380004,226.8700004,9,29.2,115.8,73.1,19.5,289,7
1046.380004,226.8700004,10,27.2,64,78.6,0,235,7
1046.380004,226.8700004,11,23.5,26.7,40.2,0,124,7
1046.380004,226.8700004,12,21.2,18.5,23.9,0,66.5,7
1121.694662,220.0484669,1,20.8,21.6,23.5,0,87.3,118
1121.694662,220.0484669,2,21.5,11.5,17,0,65.4,118
1121.694662,220.0484669,3,22.8,4.7,10.9,0,53.1,118
1121.694662,220.0484669,4,25,2.4,6.6,0,31.8,118
1121.694662,220.0484669,5,27.3,1,2.3,0,9.3,118
1121.694662,220.0484669,6,29.6,31.9,42.6,0,182.8,118
1121.694662,220.0484669,7,29.3,210.2,77.5,109.8,530.9,118
1121.694662,220.0484669,8,28.6,221.9,79.2,76.9,384,118
1121.694662,220.0484669,9,28.2,145.7,67.9,53.8,359.8,118
1121.694662,220.0484669,10,27.5,69.4,82.2,0,303.6,118
1121.694662,220.0484669,11,24.2,23.1,36.7,0,129.3,118
1121.694662,220.0484669,12,22.2,37,37.2,0,130.1,118
673.8193346,218.5668662,1,16.9,14.3,24.5,0,100.5,135
673.8193346,218.5668662,2,17.4,4.3,10.5,0,46,135
673.8193346,218.5668662,3,19,2,6.2,0,35,135
673.8193346,218.5668662,4,20.9,0.1,0.6,0,4,135
673.8193346,218.5668662,5,22.4,0.8,3.7,0,18,135
673.8193346,218.5668662,6,25.3,1.5,8,0,54.5,135
673.8193346,218.5668662,7,28.3,13.6,26.5,0,131,135
673.8193346,218.5668662,8,28.9,41.7,57,0,329,135
673.8193346,218.5668662,9,28.5,41.9,35.1,0,114,135
673.8193346,218.5668662,10,25.3,18.2,27.3,0,116,135
673.8193346,218.5668662,11,20.7,3,7.7,0,40,135
673.8193346,218.5668662,12,18.3,12.5,19.9,0,95,135
1098.235996,218.5360004,1,18.5,15.2,19,0,64,24
1098.235996,218.5360004,2,18.9,7.8,13.9,0,52.1,24
1098.235996,218.5360004,3,20.1,3.3,11.7,0,49.9,24
1098.235996,218.5360004,4,22,1.5,3.7,0,13.2,24
1098.235996,218.5360004,5,24.8,0.5,1.6,0,6.5,24
1098.235996,218.5360004,6,28.1,17.5,27.2,0,97.5,24
1098.235996,218.5360004,7,29.2,102.5,58.3,26.8,243.9,24
1098.235996,218.5360004,8,28.9,121.6,85.7,14,320.1,24
1098.235996,218.5360004,9,28.4,108.6,57.6,31,205.7,24
1098.235996,218.5360004,10,26.4,62.3,97.8,0,316.8,24
1098.235996,218.5360004,11,22.5,24,34.1,0,89.8,24
1098.235996,218.5360004,12,19.7,25.2,31,0,92.5,24
1057.492004,218.5360004,1,20.8,14.8,20.9,0,81,23
1057.492004,218.5360004,2,21.6,11,20.6,0,78.6,23
1057.492004,218.5360004,3,22.8,2.8,11.3,0,51.9,23
1057.492004,218.5360004,4,24.8,1.7,3.8,0,13.2,23
1057.492004,218.5360004,5,27,0.5,1.4,0,5,23
1057.492004,218.5360004,6,30.3,16.4,26.8,0,99,23
1057.492004,218.5360004,7,31.1,102,53.9,34,236.8,23
1057.492004,218.5360004,8,31,154.7,81.2,36,314,23
1057.492004,218.5360004,9,30.7,112.1,57.8,29.6,262.3,23
1057.492004,218.5360004,10,29.1,43.6,56,0,174.5,23
1057.492004,218.5360004,11,25.6,24.8,35.2,0,107,23
1057.492004,218.5360004,12,22.7,20.7,27.1,0,74.7,23
659.3119963,208.1956665,1,17.4,15.8,29.1,0,139,90
659.3119963,208.1956665,2,17.8,4.3,9,0,33.3,90
659.3119963,208.1956665,3,18.8,3.3,10.4,0,60.5,90
659.3119963,208.1956665,4,20.9,0.2,1,0,6,90
659.3119963,208.1956665,5,22.1,0.4,1.6,0,10,90
659.3119963,208.1956665,6,23.7,0.1,0.4,0,3,90
659.3119963,208.1956665,7,26.7,7.4,15.7,0,59.8,90
659.3119963,208.1956665,8,27.8,27.8,35.6,0,169.5,90
659.3119963,208.1956665,9,27.6,33.7,37.7,0,150,90
659.3119963,208.1956665,10,24.6,11.5,23.6,0,130.5,90
659.3119963,208.1956665,11,21,5,16,0,98,90
659.3119963,208.1956665,12,18.4,14.2,19.8,0,82.5,90
1076.011996,200.016,1,20.3,17.8,23,0,71.7,10
1076.011996,200.016,2,20.6,6.8,12.8,0,54.1,10
1076.011996,200.016,3,21.8,2.9,7.1,0,27.1,10
1076.011996,200.016,4,23.5,3,7,0,25.6,10
1076.011996,200.016,5,25.9,0.4,0.9,0,3.4,10
1076.011996,200.016,6,29,16.8,41.8,0,196.2,10
1076.011996,200.016,7,30.8,93.9,60.4,12.9,255.2,10
1076.011996,200.016,8,30.8,145.4,70.3,23.5,323.5,10
1076.011996,200.016,9,30,123.6,80.5,35.9,330.1,10
1076.011996,200.016,10,28.2,69.6,92.3,0,255.3,10
1076.011996,200.016,11,24,22.4,37.1,0,146.7,10
1076.011996,200.016,12,21.2,27.9,31.5,0,118.6,10
751.1094617,185.2000004,1,17.3,12.4,29,0,198.4,20
751.1094617,185.2000004,2,17.9,5.1,12.8,0,83,20
751.1094617,185.2000004,3,19.6,1.9,6.4,0,46.8,20
751.1094617,185.2000004,4,22,0.7,3.2,0,25,20
751.1094617,185.2000004,5,24.2,0.7,4.7,0,41,20
751.1094617,185.2000004,6,26.5,1.7,6.2,0,40,20
751.1094617,185.2000004,7,29.2,13.4,20,0,91.3,20
751.1094617,185.2000004,8,29.5,41.9,46.1,0,289,20
751.1094617,185.2000004,9,29,58.3,70.8,0,381.6,20
751.1094617,185.2000004,10,26,13,22.4,0,126.2,20
751.1094617,185.2000004,11,22.2,9.3,21.1,0,100,20
751.1094617,185.2000004,12,18.8,20.8,26.2,0,149,20
765.4933346,184.4283331,1,18,13.7,20.6,0,73.9,78
765.4933346,184.4283331,2,18.2,8.6,12.3,0,50,78
765.4933346,184.4283331,3,20,2.7,6.7,0,26.1,78
765.4933346,184.4283331,4,22.3,1.1,4.2,0,21.6,78
765.4933346,184.4283331,5,24.5,2.8,9.3,0,43,78
765.4933346,184.4283331,6,26.8,1.3,5.1,0,26.1,78
765.4933346,184.4283331,7,29,23,22.3,0,82.8,78
765.4933346,184.4283331,8,29.3,47.5,33.7,0,137.4,78
765.4933346,184.4283331,9,28.7,64.3,81.7,0,344,78
765.4933346,184.4283331,10,25.6,21.5,25.3,0,88,78
765.4933346,184.4283331,11,21.8,11.2,21.7,0,85,78
765.4933346,184.4283331,12,19.5,19.5,21.2,0,82,78
784.5072,177.6376665,1,16.8,12.3,16.8,0,59,35
784.5072,177.6376665,2,16.9,4.3,10.7,0,57,35
784.5072,177.6376665,3,18.6,1.8,6.9,0,42,35
784.5072,177.6376665,4,21.2,1.4,5.4,0,24.5,35
784.5072,177.6376665,5,23.9,1.1,4.6,0,24,35
784.5072,177.6376665,6,27.2,0.5,3.2,0,20,35
784.5072,177.6376665,7,29.6,19.3,28.9,0,100,35
784.5072,177.6376665,8,29.8,41.7,50.7,0,250,35
784.5072,177.6376665,9,29.1,58.1,75,0,326,35
784.5072,177.6376665,10,26.1,25.7,34.7,0,161,35
784.5072,177.6376665,11,21.7,3.8,6.8,0,26,35
784.5072,177.6376665,12,17.9,13.1,18.5,0,65,35
1153.795996,171.3100004,1,20.4,19.5,24.9,0,76.2,130
1153.795996,171.3100004,2,21.1,12.8,20.7,0,83.1,130
1153.795996,171.3100004,3,22.4,4.2,14.7,0,76.8,130
1153.795996,171.3100004,4,24.8,1.6,4.2,0,16.8,130
1153.795996,171.3100004,5,27.5,0.8,2.3,0,10.6,130
1153.795996,171.3100004,6,30.4,34.6,47.1,0,187.4,130
1153.795996,171.3100004,7,29.9,202.6,90.1,90.7,390.4,130
1153.795996,171.3100004,8,29.5,218.3,59.2,119.9,362.4,130
1153.795996,171.3100004,9,29.2,158.1,74.5,28.3,345.9,130
1153.795996,171.3100004,10,27.8,84.6,95.9,0,325.4,130
1153.795996,171.3100004,11,24.2,27.8,48.5,0,170.6,130
1153.795996,171.3100004,12,21.3,36,40,0,130.5,130
742.0963963,171.0630662,1,19.1,15.5,23.4,0,107,60
742.0963963,171.0630662,2,19.8,4.9,11.8,0,64.5,60
742.0963963,171.0630662,3,21.7,1.8,5.1,0,29,60
742.0963963,171.0630662,4,23.1,0.5,1.5,0,7,60
742.0963963,171.0630662,5,24.7,1.9,10.3,0,61,60
742.0963963,171.0630662,6,26.8,3.6,10,0,36,60
742.0963963,171.0630662,7,29.2,26.4,32.6,0,132,60
742.0963963,171.0630662,8,28.9,87,65.4,2.5,288,60
742.0963963,171.0630662,9,28.2,77.3,54,0,225,60
742.0963963,171.0630662,10,25.9,22.6,35.4,0,180.5,60
742.0963963,171.0630662,11,22.7,9.7,20.5,0,79,60
742.0963963,171.0630662,12,20.3,16.8,20.5,0,80.5,60
755.616,157.8521338,1,17.1,17.5,28.2,0,132.2,175
755.616,157.8521338,2,17.5,3.8,7.3,0,37,175
755.616,157.8521338,3,19,5.7,27.5,0,188,175
755.616,157.8521338,4,21.6,1,4.5,0,30,175
755.616,157.8521338,5,23.1,0.6,3.4,0,23.4,175
755.616,157.8521338,6,26.1,2.6,11.7,0,75,175
755.616,157.8521338,7,28.8,42,48.8,0,173.5,175
755.616,157.8521338,8,28.8,103.2,82.8,4,498.5,175
755.616,157.8521338,9,28,102.9,86.9,0,411,175
755.616,157.8521338,10,25.7,25.1,32.1,0,174.5,175
755.616,157.8521338,11,21.6,7.7,16.8,0,95.2,175
755.616,157.8521338,12,18.6,20.9,25.8,0,97,175
768.3948,155.5371331,1,16.6,23.7,52.2,0,334,480
768.3948,155.5371331,2,17.2,5.7,13.7,0,78.5,480
768.3948,155.5371331,3,18.8,2.5,10.3,0,67.4,480
768.3948,155.5371331,4,20.9,1.2,5.1,0,32,480
768.3948,155.5371331,5,23.3,0.8,4.5,0,30.5,480
768.3948,155.5371331,6,25,4.3,11.3,0,51,480
768.3948,155.5371331,7,26.6,51.8,54.3,0,213.6,480
768.3948,155.5371331,8,25.9,121.8,66.7,32.2,334.2,480
768.3948,155.5371331,9,25.4,124,85.8,21.7,414,480
768.3948,155.5371331,10,23.3,38.1,47.3,0,225,480
768.3948,155.5371331,11,20.7,6.4,12.9,0,70,480
768.3948,155.5371331,12,17.5,25.1,28.8,0,117.2,480
716.724,153.7159996,1,16.7,13.5,20.8,0,71,45
716.724,153.7159996,2,16.8,4.2,11.2,0,58,45
716.724,153.7159996,3,17.1,1.5,4.6,0,23,45
716.724,153.7159996,4,18.4,0,0,0,0,45
716.724,153.7159996,5,19,0.7,3.8,0,20,45
716.724,153.7159996,6,20.5,0.4,2,0,11,45
716.724,153.7159996,7,24.8,5.9,11,0,38,45
716.724,153.7159996,8,26,20.8,46,0,226.2,45
716.724,153.7159996,9,26,28,38.1,0,130,45
716.724,153.7159996,10,23.3,9.5,21,0,91,45
716.724,153.7159996,11,20.1,8.8,21.9,0,100,45
716.724,153.7159996,12,17.9,16.8,28.3,0,90,45
1159.351996,150.012,1,20.2,18.1,22.3,0,83.8,100
1159.351996,150.012,2,20.8,9.7,15,0,59.9,100
1159.351996,150.012,3,22,5.6,20.2,0,104.5,100
1159.351996,150.012,4,24.4,1.6,6.6,0,35.2,100
1159.351996,150.012,5,26.9,1.1,4.2,0,22.3,100
1159.351996,150.012,6,29.7,32.7,57.9,0,245.3,100
1159.351996,150.012,7,29.6,192.3,70.7,99.1,416.7,100
1159.351996,150.012,8,28.8,207,70.3,98.1,376,100
1159.351996,150.012,9,28.4,164.9,62.9,45.6,307,100
1159.351996,150.012,10,27.4,88.7,100.6,0,334.2,100
1159.351996,150.012,11,23.9,23.6,37.8,0,147.5,100
1159.351996,150.012,12,21.3,39.8,41.1,0,143.6,100
779.0746654,145.6289338,1,16.7,19.2,28.8,0,125,360
779.0746654,145.6289338,2,17.6,6.6,13.6,0,70.5,360
779.0746654,145.6289338,3,19.5,3.9,10.2,0,46.3,360
779.0746654,145.6289338,4,22.6,0.6,2.4,0,13.7,360
779.0746654,145.6289338,5,25.3,0.9,4.4,0,27.3,360
779.0746654,145.6289338,6,28.3,5.1,11.9,0,52.9,360
779.0746654,145.6289338,7,29.2,80.4,70.1,1.6,270.9,360
779.0746654,145.6289338,8,28.5,135.7,59,15.1,267.6,360
779.0746654,145.6289338,9,27.4,117,97.5,15.2,508.3,360
779.0746654,145.6289338,10,24.7,43.5,51.5,0,184.7,360
779.0746654,145.6289338,11,20.9,7.6,15.7,0,86,360
779.0746654,145.6289338,12,17.7,23.8,29.6,0,131.7,360
769.1973309,145.0733338,1,16.2,15.4,20.4,0,81,460
769.1973309,145.0733338,2,16.6,4.4,8.9,0,42,460
769.1973309,145.0733338,3,18.1,2.4,7.1,0,31,460
769.1973309,145.0733338,4,19.9,0.2,0.9,0,5,460
769.1973309,145.0733338,5,22.2,0.9,4.9,0,27,460
769.1973309,145.0733338,6,24.2,3.6,11.3,0,55,460
769.1973309,145.0733338,7,26.2,53.6,83.4,0,420,460
769.1973309,145.0733338,8,26.6,137.6,66.1,20,290,460
769.1973309,145.0733338,9,25.6,117.1,101.6,0,436,460
769.1973309,145.0733338,10,23.2,39.4,78.1,0,388,460
769.1973309,145.0733338,11,19.7,7,14.6,0,66,460
769.1973309,145.0733338,12,17.4,22.9,30.7,0,99,460
798.7675963,137.0479996,1,16.4,10.1,16.4,0,63,330
798.7675963,137.0479996,2,17,2.3,9.4,0,64,330
798.7675963,137.0479996,3,18.8,0.8,2.4,0,12.5,330
798.7675963,137.0479996,4,21.8,0.7,3.4,0,23.4,330
798.7675963,137.0479996,5,24.3,3.4,14.1,0,83,330
798.7675963,137.0479996,6,26.7,3,13.7,0,96,330
798.7675963,137.0479996,7,28.4,34.9,42.5,0,177.4,330
798.7675963,137.0479996,8,27.8,83.1,69.1,6,283,330
798.7675963,137.0479996,9,26.3,121.9,146.5,0,637.5,330
798.7675963,137.0479996,10,23.6,46.7,51.7,0,208,330
798.7675963,137.0479996,11,19.9,5.7,14.4,0,82,330
798.7675963,137.0479996,12,17.1,15.7,21.7,0,89,330
1140.832004,135.1960004,1,18.9,15.1,22.8,0,88,12
1140.832004,135.1960004,2,18.6,9.2,16.2,0,62,12
1140.832004,135.1960004,3,19.7,1.1,2.2,0,8,12
1140.832004,135.1960004,4,21.3,0,0,0,0,12
1140.832004,135.1960004,5,22.7,0.9,2.6,0,11,12
1140.832004,135.1960004,6,26.6,19.2,30.6,0,98,12
1140.832004,135.1960004,7,27.9,119,64.6,20,252,12
1140.832004,135.1960004,8,28.2,150.1,97.8,17,381,12
1140.832004,135.1960004,9,28.2,105.4,56.1,8,219,12
1140.832004,135.1960004,10,26.6,109.3,171,0,690,12
1140.832004,135.1960004,11,23,22.4,38.7,0,158,12
1140.832004,135.1960004,12,20.4,29.6,52.3,0,180,12
832.9678654,120.5034662,1,16.8,17.1,33.3,0,186.5,30
832.9678654,120.5034662,2,16.8,5.6,18.5,0,102.1,30
832.9678654,120.5034662,3,18.1,1.2,5.2,0,33.5,30
832.9678654,120.5034662,4,20.4,1.3,5.5,0,35.9,30
832.9678654,120.5034662,5,23.1,1.3,6.1,0,38.6,30
832.9678654,120.5034662,6,26.8,1.7,8.6,0,56.5,30
832.9678654,120.5034662,7,29.4,20.8,24.1,0,83.9,30
832.9678654,120.5034662,8,29.5,46,49.2,0,266.7,30
832.9678654,120.5034662,9,28.8,78.9,88.4,0,388,30
832.9678654,120.5034662,10,25.8,39,42.9,0,159.6,30
832.9678654,120.5034662,11,21.9,9,23.5,0,136.8,30
832.9678654,120.5034662,12,18.4,11.6,15.3,0,73.4,30
1246.396004,116.676,1,16.1,53.6,81.9,0,302.6,1470
1246.396004,116.676,2,16.4,20,31.5,0,111.6,1470
1246.396004,116.676,3,17.8,9.1,29,0,137,1470
1246.396004,116.676,4,19.8,2,3.6,0,12.1,1470
1246.396004,116.676,5,21.1,9.4,18.3,0,66.8,1470
1246.396004,116.676,6,21.4,126.9,112,7.3,431.4,1470
1246.396004,116.676,7,20.7,359.3,79.9,200.6,504.4,1470
1246.396004,116.676,8,21.3,269.1,91,108.3,489.3,1470
1246.396004,116.676,9,20.9,208,87.9,75.4,491.4,1470
1246.396004,116.676,10,19.8,107.7,100.2,0,378.7,1470
1246.396004,116.676,11,18.2,46.1,69,0,222.8,1470
1246.396004,116.676,12,17.1,59.6,67.3,0,240.1,1470
770.5246037,110.6569996,1,18.1,25.4,57.2,0,384.2,480
770.5246037,110.6569996,2,18.1,8.2,22.2,0,137,480
770.5246037,110.6569996,3,19,3.3,9.4,0,39.5,480
770.5246037,110.6569996,4,20.8,1,4.4,0,26.6,480
770.5246037,110.6569996,5,22.5,0.1,0.3,0,1.5,480
770.5246037,110.6569996,6,24.6,1.5,3.8,0,18.5,480
770.5246037,110.6569996,7,26.4,58.1,71.3,0,266.5,480
770.5246037,110.6569996,8,26.4,136.4,98.8,9,346.5,480
770.5246037,110.6569996,9,25.9,156.7,154.9,12,1015,480
770.5246037,110.6569996,10,23.9,38.6,46.7,0,199.7,480
770.5246037,110.6569996,11,21.4,7.4,18.5,0,115,480
770.5246037,110.6569996,12,19.3,25.1,30.5,0,124,480
815.4973346,106.5826004,1,17.1,17.6,44.6,0,298,135
815.4973346,106.5826004,2,17.5,3.5,14,0,97,135
815.4973346,106.5826004,3,19.3,1.1,5.4,0,37,135
815.4973346,106.5826004,4,21.9,1.2,7.6,0,54.5,135
815.4973346,106.5826004,5,24.8,1.7,10.2,0,72.5,135
815.4973346,106.5826004,6,28.1,0.4,1.8,0,12,135
815.4973346,106.5826004,7,30.3,35.4,44.6,0,238,135
815.4973346,106.5826004,8,29.9,77.2,64.8,3,349.6,135
815.4973346,106.5826004,9,28.9,121.8,109,0,383,135
815.4973346,106.5826004,10,26.1,41.5,48.6,0,187,135
815.4973346,106.5826004,11,21.7,12.2,28.4,0,157,135
815.4973346,106.5826004,12,18.3,12.4,17.1,0,76.5,135
1203.799996,101.8600004,1,21.1,22.2,33.6,0,104.4,170
1203.799996,101.8600004,2,21.7,10,15.8,0,51.8,170
1203.799996,101.8600004,3,22.2,8.7,26.1,0,114,170
1203.799996,101.8600004,4,24.3,0.2,0.8,0,3.4,170
1203.799996,101.8600004,5,26.5,2.6,8.8,0,40.4,170
1203.799996,101.8600004,6,29.8,26.1,33.1,0,128.1,170
1203.799996,101.8600004,7,29.5,192.9,78.7,54.2,368.7,170
1203.799996,101.8600004,8,29.1,210,59.5,115,334,170
1203.799996,101.8600004,9,28.6,183.5,82.3,56.1,364,170
1203.799996,101.8600004,10,28,81,98.6,0,288.8,170
1203.799996,101.8600004,11,24.8,30.4,39.4,0,112.4,170
1203.799996,101.8600004,12,22.4,35.1,40.1,0,125.2,170
811.176,87.01313383,1,17.2,21.1,38.2,0,192,210
811.176,87.01313383,2,17.6,5.6,20.8,0,140,210
811.176,87.01313383,3,19.9,1.9,6.6,0,41,210
811.176,87.01313383,4,22.5,1.9,9.1,0,62,210
811.176,87.01313383,5,24.8,0.5,2.3,0,12,210
811.176,87.01313383,6,27.4,2.9,8.5,0,37.5,210
811.176,87.01313383,7,28.4,62.2,74,0,361.5,210
811.176,87.01313383,8,28.2,116,87.2,2.1,479.5,210
811.176,87.01313383,9,27.3,165.3,124.7,7,488.5,210
811.176,87.01313383,10,24.7,60.1,52.5,0,180,210
811.176,87.01313383,11,21.8,11.8,30.5,0,201,210
811.176,87.01313383,12,19,16.7,25.9,0,134.5,210
756.8197963,86.82793346,1,18.7,16.8,29.8,0,173,40
756.8197963,86.82793346,2,18.3,5.6,22.1,0,156.3,40
756.8197963,86.82793346,3,18.2,2.1,6.5,0,30.2,40
756.8197963,86.82793346,4,18.7,1,5.2,0,36,40
756.8197963,86.82793346,5,19.2,1.3,9,0,65.5,40
756.8197963,86.82793346,6,20.7,0.9,3.7,0,25,40
