longitud,latitud,mes,teprom,precipprom,sdev,precipmin,precipmax,elev
756.8197963,86.82793346,7,25.7,13.4,20.2,0,100.2,40
756.8197963,86.82793346,8,27.3,38.5,58.2,0,272,40
756.8197963,86.82793346,9,27.4,45.5,61.5,0,280,40
756.8197963,86.82793346,10,25.1,13.4,18.3,0,73.4,40
756.8197963,86.82793346,11,22.7,6.2,12.5,0,73,40
756.8197963,86.82793346,12,20.3,23.7,37.3,0,193.8,40
846.1479309,85.43893346,1,19,16.7,25.7,0,82,10
846.1479309,85.43893346,2,19.1,3.1,7.9,0,41,10
846.1479309,85.43893346,3,20.2,0.3,1,0,4,10
846.1479309,85.43893346,4,21.8,0.4,1.6,0,9,10
846.1479309,85.43893346,5,23.8,1.2,7,0,41,10
846.1479309,85.43893346,6,25.7,1.2,4.6,0,23,10
846.1479309,85.43893346,7,27.5,14.2,19.7,0,92,10
846.1479309,85.43893346,8,28.5,52,54.2,0,179,10
846.1479309,85.43893346,9,28.2,60.7,62.8,0,225.5,10
846.1479309,85.43893346,10,26.4,53.7,62.1,0,280,10
846.1479309,85.43893346,11,23.4,17.6,74.5,0,435,10
846.1479309,85.43893346,12,20.2,28.2,45.2,0,186.5,10
777.84,83.09306691,1,18.2,17.4,25.1,0,86.5,60
777.84,83.09306691,2,18.4,8.2,25.5,0,154.2,60
777.84,83.09306691,3,18.9,3,7.5,0,33,60
777.84,83.09306691,4,19.9,0.5,1.7,0,9.5,60
777.84,83.09306691,5,20.5,0.6,2.5,0,13.5,60
777.84,83.09306691,6,22.8,1.1,3.1,0,15.5,60
777.84,83.09306691,7,26.8,27.8,36.6,0,171,60
777.84,83.09306691,8,27.5,71.2,71.6,1,334,60
777.84,83.09306691,9,27.3,84.1,79.7,1,426.5,60
777.84,83.09306691,10,25.1,26.1,29.6,0,114.5,60
777.84,83.09306691,11,22.1,7.9,21.2,0,123,60
777.84,83.09306691,12,19.6,21.5,28.2,0,124,60
804.6940037,80.562,1,16.5,13.9,21.8,0,78,205
804.6940037,80.562,2,17.2,5.3,13.3,0,63.7,205
804.6940037,80.562,3,19,1.3,4.6,0,23,205
804.6940037,80.562,4,21.6,0.3,1.6,0,9,205
804.6940037,80.562,5,23.9,0.3,1.2,0,5,205
804.6940037,80.562,6,27,0,0,0,0,205
804.6940037,80.562,7,29.1,49.4,52,0,187.5,205
804.6940037,80.562,8,28.6,117.1,90.8,21.2,379.5,205
804.6940037,80.562,9,27.5,138.1,110.8,14,506,205
804.6940037,80.562,10,24.9,51.6,58.3,0,228,205
804.6940037,80.562,11,20.7,13.3,39.4,0,211,205
804.6940037,80.562,12,17.9,14,17.9,0,63.5,205
799.8787963,75.006,1,16.8,22.4,43.4,0,190.1,380
799.8787963,75.006,2,17,2.9,6.8,0,29,380
799.8787963,75.006,3,18.6,2.5,8.6,0,43,380
799.8787963,75.006,4,21.1,2.1,7.3,0,40,380
799.8787963,75.006,5,23.8,0.5,3.3,0,23.3,380
799.8787963,75.006,6,26.5,6.9,37.9,0,272.5,380
799.8787963,75.006,7,27.8,64.6,105.7,0,527,380
799.8787963,75.006,8,27.5,94.2,68.8,0,278,380
799.8787963,75.006,9,26.6,153.6,152.9,0,795.9,380
799.8787963,75.006,10,24,50.1,62.7,0,250,380
799.8787963,75.006,11,20.8,9.5,27.8,0,191,380
799.8787963,75.006,12,18.2,20.6,26.2,0,111,380
821.2385383,63.80140037,1,18.9,15.9,27.6,0,130,40
821.2385383,63.80140037,2,19.2,4.3,11.7,0,63.5,40
821.2385383,63.80140037,3,19.8,0.9,3.1,0,18,40
821.2385383,63.80140037,4,21.7,1.1,4.9,0,34,40
821.2385383,63.80140037,5,23.8,0.2,1.8,0,13.5,40
821.2385383,63.80140037,6,26.3,0.6,2.9,0,19.5,40
821.2385383,63.80140037,7,28.1,25.8,44.6,0,276,40
821.2385383,63.80140037,8,28.2,45.1,59.2,0,287,40
821.2385383,63.80140037,9,27.8,95.3,124.3,0,545.5,40
821.2385383,63.80140037,10,26,39.7,68.4,0,317,40
821.2385383,63.80140037,11,23.2,13,33.6,0,217,40
821.2385383,63.80140037,12,20.4,16.4,23.5,0,97.2,40
1244.544,53.70799963,1,21.5,25.8,36.7,0,136.8,35
1244.544,53.70799963,2,21.6,9.7,15,0,52,35
1244.544,53.70799963,3,22.3,8.2,26.6,0,113.6,35
1244.544,53.70799963,4,24.2,0.8,3.8,0,18,35
1244.544,53.70799963,5,26.6,3,11.8,0,55.5,35
1244.544,53.70799963,6,29.2,51,54.2,0,181.5,35
1244.544,53.70799963,7,29,230.9,81.1,86.4,416.4,35
1244.544,53.70799963,8,28.6,260.6,90.5,126.8,466.9,35
1244.544,53.70799963,9,28.4,234.4,125.4,89,582.2,35
1244.544,53.70799963,10,27.8,69.7,98.7,0,361.2,35
1244.544,53.70799963,11,25.3,33,66.8,0,290.7,35
1244.544,53.70799963,12,22.8,35,38.7,0,103.7,35
792.9029383,42.93553346,1,19.5,16.9,31.6,0,188,45
792.9029383,42.93553346,2,19.4,3,8.7,0,48,45
792.9029383,42.93553346,3,20.3,1.5,4.7,0,22.1,45
792.9029383,42.93553346,4,22.2,1.6,7,0,46,45
792.9029383,42.93553346,5,23.8,0.1,0.6,0,4,45
792.9029383,42.93553346,6,25.4,0.1,0.6,0,4,45
792.9029383,42.93553346,7,27.8,18.2,30.4,0,154,45
792.9029383,42.93553346,8,29,44.7,48.9,0,232,45
792.9029383,42.93553346,9,28.3,80.9,110.5,0,618,45
792.9029383,42.93553346,10,26.6,35.1,51.6,0,211.5,45
792.9029383,42.93553346,11,23.4,8.7,32,0,214,45
792.9029383,42.93553346,12,20.9,17.2,25.8,0,143.5,45
1287.139996,3.70399963,1,22.1,22.4,30.9,0,122.9,50
1287.139996,3.70399963,2,22.6,9.2,14.5,0,40,50
1287.139996,3.70399963,3,23.5,4.1,18.9,0,101.4,50
1287.139996,3.70399963,4,25.1,0.4,1.6,0,8.4,50
1287.139996,3.70399963,5,26.9,4.3,17.8,0,92.8,50
1287.139996,3.70399963,6,29.7,82.6,82.7,0.5,293,50
1287.139996,3.70399963,7,29.3,300,131.5,124.6,721.2,50
1287.139996,3.70399963,8,29.2,303.6,140.4,162.3,912.2,50
1287.139996,3.70399963,9,28.9,238.3,89.3,92.7,477.2,50
1287.139996,3.70399963,10,28.4,74.6,77.2,0,326.8,50
1287.139996,3.70399963,11,25.5,27.1,55.3,0,208.2,50
1287.139996,3.70399963,12,23.3,31.5,34.9,0,107.6,50
