65
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PT|PVEM|MC|MORENA|PES|RSP|FPM|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CI1|CNR|NULOS|TOTAL|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
1|2|114|B|1|0|1|444|1|13|0|E0|0||58|132|17|2|1|6|12|69|4|1|11|0|0|0|0|0|0|0|1|0|0|10|266|2021|6|6|18|38|47|1|N
1|2|569|B|1|0|1|390|1|15|0|E0|0||88|58|16|4|2|9|8|62|6|1|3|0|0|0|0|73|64|71|11|0|0|8|396|2021|6|6|18|35|46|1|N
1|3|13|C|1|0|1|397|1|6|0|E0|0||19|152|20|1|1|4|9|49|2|1|7|0|0|0|0|0|0|0|1|0|1|4|252|2021|6|6|18|45|10|1|N
5|3|430|B|1|0|1|574|18|6|0|E0|0||134|53|99|2|2|1|3|110|2|0|27|0|0|0|0|1|0|0|1|0|0|4|305|2021|6|6|18|48|11|1|N
5|3|430|C|2|0|1|573|18|6|0|E0|0||134|50|94|2|0|0|2|96|1|1|19|0|0|0|0|0|0|0|0|0|0|9|274|2021|6|6|18|44|44|1|N
5|5|1320|C|2|0|1|690|35|11|0|E0|0||106|107|103|3|0|2|6|157|0|3|6|0|0|0|0|0|0|1|0|0|0|2|390|2021|6|6|18|39|56|1|N
5|7|1024|B|1|0|3|128|30|16|0|E0|0||123|1|49|12|0|2|1|12|1|0|0|0|0|0|0|0|0|0|0|0|0|2|80|2021|6|6|18|46|2|1|N
5|7|1676|C|6|0|1|657|30|16|0|E0|0||100|4|104|9|1|3|4|88|3|1|0|0|0|0|0|0|0|0|0|0|0|2|219|2021|6|6|18|37|8|1|N
7|7|500|E|1|0|3|104|32|18|0|E0|0||99|0|17|1|7|18|1|14|8|0|0|0|0|0|0|0|0|0|0|0|0|2|68|2021|6|6|18|48|47|1|N
9|8|5251|C|1|0|1|589|17|10|0|E0|0||98|28|45|12|7|3|13|144|8|6|1|3|1|0|0|0|2|0|4|0|0|5|282|2021|6|6|18|31|40|1|N
9|8|5255|C|1|0|1|506|17|10|0|E0|0||102|35|37|10|7|7|12|95|9|3|5|0|0|0|0|0|0|0|3|0|0|6|229|2021|6|6|18|44|55|1|N
9|20|2199|C|1|0|1|749|7|21|0|E0|0||83|13|16|9|6|10|4|165|3|2|3|0|0|0|0|0|0|0|2|0|0|0|233|2021|6|6|18|38|48|1|N
9|22|2569|C|1|0|1|545|7|27|0|E0|0||63|24|27|10|2|8|8|158|6|2|1|0|0|1|0|0|0|0|0|0|0|9|256|2021|6|6|18|40|0|1|N
10|1|351|C|2|0|1|566|5|4|0|E0|0||43|125|67|3|10|3|7|47|4|17|2|4|3|0|0|0|0|0|1|0|0|4|297|2021|6|6|18|45|20|1|N
10|2|501|C|1|0|1|505|7|11|0|E0|0||42|32|50|1|4|19|5|91|4|0|3|1|0|0|0|0|0|1|0|0|0|4|215|2021|6|6|18|48|54|1|N
10|2|597|B|1|0|3|662|7|10|0|E0|0||83|26|78|2|2|4|2|184|5|2|1|3|0|0|0|0|1|0|0|0|0|5|315|2021|6|6|18|33|3|1|N
10|3|20|B|1|0|3|248|1|6|0|E0|0||11|23|23|6|7|21|1|29|1|1|0|1|0|0|0|1|0|0|2|0|0|3|119|2021|6|6|18|40|10|1|N
10|3|89|B|1|0|3|278|4|14|0|E0|0||29|1|41|2|1|22|2|40|1|3|2|0|0|0|0|0|0|0|0|0|0|3|118|2021|6|6|18|37|58|1|N
10|3|106|B|1|0|2|639|4|14|0|E0|0||32|17|51|16|9|48|5|73|1|0|1|0|2|0|0|1|0|1|0|0|0|4|229|2021|6|6|18|47|59|1|N
11|1|797|B|1|0|3|691|14|1|0|E0|0||40|89|65|1|6|18|9|45|5|1|17|0|0|0|0|0|0|0|0|0|0|13|269|2021|6|6|18|38|14|1|N
11|1|2569|B|1|0|3|530|33|2|0|E0|0||57|52|129|2|3|10|3|27|10|5|21|0|0|0|0|0|0|0|0|0|1|17|280|2021|6|6|18|40|1|1|N
11|2|221|B|1|0|3|313|3|9|0|E0|0||58|41|40|2|2|1|0|7|3|13|8|0|0|0|0|0|0|0|0|0|0|6|123|2021|6|6|18|46|31|1|N
11|2|508|C|1|0|3|472|7|16|0|E0|0||72|65|19|3|0|3|4|34|7|0|0|0|0|0|0|0|0|0|0|0|0|0|135|2021|6|6|18|41|9|1|N
11|4|2414|C|1|0|3|648|30|1|0|E0|0||109|45|19|4|4|132|3|58|3|1|1|0|0|0|0|0|0|0|0|0|0|10|280|2021|6|6|18|41|21|1|N
11|4|2416|B|1|0|3|610|30|1|0|E0|0||109|52|10|0|1|121|1|19|3|0|0|0|0|0|0|0|0|0|0|0|0|6|213|2021|6|6|18|43|47|1|N
11|5|1721|B|1|0|1|628|20|5|0|E0|0||72|179|19|2|7|8|6|51|4|0|1|0|0|0|0|0|0|0|0|0|0|3|280|2021|6|6|18|48|12|1|N
11|7|2036|C|8|0|1|706|25|10|0|E0|0||83|122|36|0|4|7|14|36|1|0|0|0|0|0|0|0|0|0|0|0|0|4|224|2021|6|6|18|33|15|1|N
11|7|2493|B|1|0|3|394|31|10|0|E0|0||132|60|82|0|1|4|2|7|1|0|1|0|0|0|0|0|0|0|0|0|1|4|163|2021|6|6|18|33|11|1|N
11|9|930|C|2|0|1|676|17|11|0|E0|0||3|79|12|3|1|5|9|67|1|2|6|0|0|0|0|0|0|0|0|0|1|6|192|2021|6|6|18|47|1|1|N
11|10|1874|C|1|0|1|455|21|20|0|E0|0||42|73|33|4|1|24|53|60|5|0|1|0|0|0|0|0|0|0|0|0|0|8|262|2021|6|6|18|41|18|1|N
11|10|2793|B|1|0|1|635|41|20|0|E0|0||102|64|61|2|0|53|24|86|2|0|0|0|0|0|0|0|0|0|0|0|0|8|300|2021|6|6|18|48|8|1|N
11|13|41|B|1|0|1|638|1|18|0|E0|0||25|123|52|0|2|26|4|83|3|9|7|0|0|0|0|0|0|0|0|0|0|9|318|2021|6|6|18|35|12|1|N
11|14|309|C|1|0|3|724|5|9|0|E0|0||83|130|21|2|10|23|15|53|38|5|7|0|0|0|0|0|0|0|0|0|1|7|312|2021|6|6|18|46|38|1|N
11|15|1156|B|1|0|3|376|17|12|0|E0|0||103|77|8|1|1|3|5|55|6|1|1|0|0|0|0|0|0|0|0|0|0|3|161|2021|6|6|18|45|27|1|N
